Player,WS48
Joakim Noah,.190
Jimmy Butler,.131
Mike Dunleavy,.121
Taj Gibson,.117
Carlos Boozer,.076
Kirk Hinrich,.085
D.J. Augustin,.166
Tony Snell,.063
Luol Deng,.132
Nazr Mohammed,.070
Derrick Rose,-0.036
Marquis Teague,-0.094
Mike James,-0.073
Erik Murphy,-0.055
Jimmer Fredette,.043
Cartier Martin,.174
Tornike Shengelia,.073
Ronnie Brewer,.029
Jarvis Varnado,.038
Lou Amundson,.029
