Date,Opp
1990-11-02,PHI
1990-11-03,WSB
1990-11-06,BOS
1990-11-07,MIN
1990-11-09,BOS
1990-11-10,CHH
1990-11-13,UTA
1990-11-15,GSW
1990-11-17,SEA
1990-11-18,POR
1990-11-21,PHO
1990-11-23,LAC
1990-11-24,DEN
1990-11-28,WSB
1990-11-30,IND
1990-12-01,CLE
1990-12-04,PHO
1990-12-07,NYK
1990-12-08,POR
1990-12-11,MIL
1990-12-14,LAC
1990-12-15,CLE
1990-12-18,MIA
1990-12-19,DET
1990-12-21,LAL
1990-12-22,IND
1990-12-25,DET
1990-12-27,GSW
1990-12-29,SEA
1991-01-03,HOU
1991-01-05,CLE
1991-01-08,NJN
1991-01-09,PHI
1991-01-11,ATL
1991-01-12,CHH
1991-01-14,MIL
1991-01-16,ORL
1991-01-18,ATL
1991-01-21,MIA
1991-01-23,NJN
1991-01-25,MIA
1991-01-31,SAS
1991-02-01,DAL
1991-02-03,LAL
1991-02-04,SAC
1991-02-07,DET
1991-02-12,ATL
1991-02-14,NYK
1991-02-16,NJN
1991-02-18,CLE
1991-02-19,WSB
1991-02-22,SAC
1991-02-23,CHH
1991-02-26,BOS
1991-03-01,DAL
1991-03-02,IND
1991-03-05,MIL
1991-03-08,UTA
1991-03-10,ATL
1991-03-12,MIN
1991-03-13,MIL
1991-03-15,CHH
1991-03-16,CLE
1991-03-18,DEN
1991-03-20,ATL
1991-03-22,PHI
1991-03-23,IND
1991-03-25,HOU
1991-03-28,NJN
1991-03-29,WSB
1991-03-31,BOS
1991-04-02,ORL
1991-04-04,NYK
1991-04-05,SAS
1991-04-07,PHI
1991-04-09,NYK
1991-04-10,IND
1991-04-12,DET
1991-04-15,MIL
1991-04-17,MIA
1991-04-19,CHH
1991-04-21,DET
