Player,WS48
B.J. Armstrong,.130
Scottie Pippen,.194
Horace Grant,.188
Steve Kerr,.145
Pete Myers,.072
Toni Kukoč,.086
Bill Wennington,.124
Bill Cartwright,.077
Corie Blount,.085
Scott Williams,.125
Stacey King,.040
Luc Longley,.125
Jo Jo English,-0.005
Will Perdue,.030
John Paxson,.088
Dave Johnson,-0.077
