Player,WS48
Kyle Macy,.077
Sidney Green,.052
Orlando Woolridge,.120
Gene Banks,.097
George Gervin,.069
Charles Oakley,.090
Dave Corzine,.080
John Paxson,.069
Jawann Oldham,.049
Quintin Dailey,.066
Michael Jordan,.160
Michael Holton,.040
Mike Smrek,-0.024
Tony Brown,.067
Billy McKinney,.053
Rod Higgins,.045
Ron Brewer,-0.229
