Player,WS48
Derrick Rose,.100
Luol Deng,.106
Kirk Hinrich,.077
Taj Gibson,.103
Brad Miller,.098
Joakim Noah,.154
John Salmons,.092
Jannero Pargo,-0.015
James Johnson,.054
Ronald Murray,.065
Tyrus Thomas,.101
Hakim Warrick,.133
Chris Richard,.067
Acie Law,.101
Lindsey Hunter,-0.117
Devin Brown,-0.129
Aaron Gray,-0.013
Joe Alexander,.030
