Date,Opp
2018-10-18,PHI
2018-10-20,DET
2018-10-22,DAL
2018-10-24,CHO
2018-10-26,CHO
2018-10-27,ATL
2018-10-29,GSW
2018-10-31,DEN
2018-11-02,IND
2018-11-03,HOU
2018-11-05,NYK
2018-11-07,NOP
2018-11-10,CLE
2018-11-12,DAL
2018-11-14,BOS
2018-11-16,MIL
2018-11-17,TOR
2018-11-21,PHO
2018-11-23,MIA
2018-11-24,MIN
2018-11-26,SAS
2018-11-28,MIL
2018-11-30,DET
2018-12-01,HOU
2018-12-04,IND
2018-12-07,OKC
2018-12-08,BOS
2018-12-10,SAC
2018-12-13,ORL
2018-12-15,SAS
2018-12-17,OKC
2018-12-19,BRK
2018-12-21,ORL
2018-12-23,CLE
2018-12-26,MIN
2018-12-28,WAS
2018-12-30,TOR
2019-01-02,ORL
2019-01-04,IND
2019-01-06,BRK
2019-01-09,POR
2019-01-11,GSW
2019-01-12,UTA
2019-01-15,LAL
2019-01-17,DEN
2019-01-19,MIA
2019-01-21,CLE
2019-01-23,ATL
2019-01-25,LAC
2019-01-27,CLE
2019-01-29,BRK
2019-01-30,MIA
2019-02-02,CHO
2019-02-06,NOP
2019-02-08,BRK
2019-02-09,WAS
2019-02-11,MIL
2019-02-13,MEM
2019-02-22,ORL
2019-02-23,BOS
2019-02-25,MIL
2019-02-27,MEM
2019-03-01,ATL
2019-03-03,ATL
2019-03-05,IND
2019-03-06,PHI
2019-03-08,DET
2019-03-10,DET
2019-03-12,LAL
2019-03-15,LAC
2019-03-17,SAC
2019-03-18,PHO
2019-03-20,WAS
2019-03-23,UTA
2019-03-26,TOR
2019-03-27,POR
2019-03-30,TOR
2019-04-01,NYK
2019-04-03,WAS
2019-04-06,PHI
2019-04-09,NYK
2019-04-10,PHI
