Player,WS48
Zach LaVine,.062
Ryan Arcidiacono,.090
Lauri Markkanen,.078
Robin Lopez,.081
Shaquille Harrison,.048
Kris Dunn,.022
Justin Holiday,.047
Wendell Carter Jr.,.080
Jabari Parker,.024
Wayne Selden,-0.019
Chandler Hutchison,.030
Antonio Blakeney,-0.030
Cristiano Felício,.088
Timothé Luwawu-Cabarrot,.026
Cameron Payne,.014
Bobby Portis,.062
Otto Porter Jr.,.112
Brandon Sampson,.010
Walt Lemon Jr.,.026
JaKarr Sampson,.173
Rawle Alkins,-0.042
Tyler Ulis,-0.015
