Date,Opp
1988-11-04,DET
1988-11-05,WSB
1988-11-08,NYK
1988-11-09,BOS
1988-11-11,NJN
1988-11-12,NJN
1988-11-15,PHI
1988-11-16,PHI
1988-11-18,ATL
1988-11-22,SAC
1988-11-23,LAC
1988-11-26,DEN
1988-11-29,GSW
1988-11-30,UTA
1988-12-03,DAL
1988-12-06,BOS
1988-12-07,DET
1988-12-09,MIL
1988-12-10,MIA
1988-12-13,ATL
1988-12-16,IND
1988-12-17,MIL
1988-12-20,LAL
1988-12-23,CHH
1988-12-27,CLE
1988-12-29,NYK
1988-12-30,IND
1989-01-03,LAC
1989-01-05,CLE
1989-01-06,UTA
1989-01-10,ATL
1989-01-11,CHH
1989-01-13,DEN
1989-01-15,BOS
1989-01-17,IND
1989-01-19,MIA
1989-01-21,PHO
1989-01-24,DAL
1989-01-25,PHI
1989-01-27,WSB
1989-01-31,DET
1989-02-02,SAC
1989-02-03,HOU
1989-02-05,DET
1989-02-07,CHH
1989-02-09,SAS
1989-02-14,ATL
1989-02-16,MIL
1989-02-19,MIL
1989-02-20,POR
1989-02-22,CHH
1989-02-24,HOU
1989-02-25,ATL
1989-02-28,SAS
1989-03-03,MIL
1989-03-04,NYK
1989-03-07,PHI
1989-03-08,BOS
1989-03-11,SEA
1989-03-13,IND
1989-03-15,CLE
1989-03-17,NYK
1989-03-18,IND
1989-03-21,LAL
1989-03-22,PHO
1989-03-24,POR
1989-03-25,SEA
1989-03-28,GSW
1989-03-29,MIL
1989-03-31,CLE
1989-04-02,NJN
1989-04-04,CHH
1989-04-06,DET
1989-04-07,DET
1989-04-09,ATL
1989-04-13,IND
1989-04-14,NJN
1989-04-16,CLE
1989-04-17,NYK
1989-04-20,WSB
1989-04-21,WSB
1989-04-23,CLE
