Player,WS48
Michael Jordan,.292
Horace Grant,.110
Scottie Pippen,.080
Bill Cartwright,.042
John Paxson,.091
Brad Sellers,.073
Sam Vincent,.065
Dave Corzine,.046
Craig Hodges,.123
Charles Davis,.048
Jack Haley,.064
Will Perdue,-0.021
Ed Nealy,.128
Anthony Jones,.033
Dominic Pressley,-0.109
David Wood,-0.002
