Player,WS48
Michael Jordan,.238
Dennis Rodman,.131
Ron Harper,.151
Toni Kukoč,.150
Luc Longley,.096
Scottie Pippen,.193
Randy Brown,.075
Steve Kerr,.161
Scott Burrell,.163
Jason Caffey,.138
Jud Buechler,.151
Bill Wennington,.085
Joe Kleine,.016
Dickey Simpkins,.146
Rusty LaRue,.040
Keith Booth,.107
David Vaughn,.315
