Player,WS48
Michael Jordan,.285
Scottie Pippen,.087
Horace Grant,.140
John Paxson,.097
Bill Cartwright,.100
Stacey King,.098
B.J. Armstrong,.064
Craig Hodges,.117
Will Perdue,.028
Ed Nealy,.122
Charles Davis,-0.017
Jeff Sanders,-0.069
Jack Haley,.040
Clifford Lett,-0.203
