Player,WS48
Jamal Crawford,.069
Kirk Hinrich,.072
Eddy Curry,.066
Antonio Davis,.069
Kendall Gill,.013
Jerome Williams,.130
Eddie Robinson,.039
Ronald Dupree,.028
Tyson Chandler,.116
Corie Blount,.091
Marcus Fizer,.033
Linton Johnson,.023
Jalen Rose,.024
Scottie Pippen,.037
Donyell Marshall,.077
Rick Brunson,.073
Jannero Pargo,.061
Chris Jefferies,-0.007
Lonny Baxter,.070
Paul Shirley,-0.083
Roger Mason,-0.196
