Rk,Player,Date,Age,Team,Sep,Opp,Result,GS,MP,FG,FGA,FGper,TwoP,TwoPA,TwoPper,ThreeP,ThreePA,ThreePper,FT,FTA,FTper,TSper,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,Pos,Player_additional
1140,Kobe Bryant,2012-03-04,33-194,LAL,,MIA,W 93-83,1,39,14,23,.609,14,21,.667,0,2,.000,5,7,.714,.633,1,2,3,1,0,0,3,0,33,20.7,4.3,G-F,bryanko01
1141,Kobe Bryant,2012-03-06,33-196,LAL,@,DET,L 85-88 (OT),1,43,8,26,.308,6,17,.353,2,9,.222,4,6,.667,.384,1,4,5,7,0,0,3,1,22,9.6,-2.6,G-F,bryanko01
1142,Kobe Bryant,2012-03-07,33-197,LAL,@,WAS,L 101-106,1,40,9,31,.290,6,22,.273,3,9,.333,9,9,1.000,.429,1,4,5,4,4,1,1,3,30,19.1,4.3,G-F,bryanko01
1143,Kobe Bryant,2012-03-09,33-199,LAL,@,MIN,W 105-102,1,38,11,26,.423,9,20,.450,2,6,.333,10,10,1.000,.559,1,3,4,1,1,2,4,3,34,19.7,2.2,G-F,bryanko01
1144,Kobe Bryant,2012-03-11,33-201,LAL,,BOS,W 97-94,1,41,9,20,.450,6,14,.429,3,6,.500,5,7,.714,.563,1,2,3,7,1,1,5,2,26,16.9,2.5,G-F,bryanko01
1145,Kobe Bryant,2012-03-13,33-203,LAL,@,MEM,W 116-111 (2OT),1,52,11,25,.440,10,21,.476,1,4,.250,11,12,.917,.561,1,8,9,5,1,0,3,0,34,25.1,2.6,G-F,bryanko01
1146,Kobe Bryant,2012-03-14,33-204,LAL,@,NOH,W 107-101 (OT),1,49,10,23,.435,8,15,.533,2,8,.250,11,11,1.000,.593,1,3,4,5,2,0,4,1,33,23.6,4.6,G-F,bryanko01
1147,Kobe Bryant,2012-03-16,33-206,LAL,,MIN,W 97-92,1,38,9,20,.450,4,12,.333,5,8,.625,5,7,.714,.607,0,4,4,3,1,2,4,1,28,18.1,6.9,G-F,bryanko01
1148,Kobe Bryant,2012-03-18,33-208,LAL,,UTA,L 99-103,1,37,3,20,.150,2,14,.143,1,6,.167,8,9,.889,.313,2,4,6,4,2,0,7,4,15,0.6,-12.9,G-F,bryanko01
1149,Kobe Bryant,2012-03-20,33-210,LAL,@,HOU,L 104-107,1,35,10,27,.370,8,20,.400,2,7,.286,7,7,1.000,.482,1,2,3,4,1,0,1,2,29,17.4,1.5,G-F,bryanko01
1150,Kobe Bryant,2012-03-21,33-211,LAL,@,DAL,W 109-93,1,35,11,18,.611,10,16,.625,1,2,.500,7,7,1.000,.712,1,4,5,4,1,0,4,2,30,22.7,5.3,G-F,bryanko01
1151,Kobe Bryant,2012-03-23,33-213,LAL,,POR,W 103-96,1,36,5,17,.294,4,10,.400,1,7,.143,7,8,.875,.439,2,3,5,4,1,0,4,1,18,9.4,-6.7,G-F,bryanko01
1152,Kobe Bryant,2012-03-25,33-215,LAL,,MEM,L 96-102,1,38,7,15,.467,6,11,.545,1,4,.250,3,3,1.000,.551,1,2,3,3,2,0,3,3,18,11.5,-2.2,G-F,bryanko01
1153,Kobe Bryant,2012-03-27,33-217,LAL,@,GSW,W 104-101,1,37,9,24,.375,8,19,.421,1,5,.200,11,12,.917,.512,2,3,5,5,0,0,3,1,30,18.8,2.6,G-F,bryanko01
1154,Kobe Bryant,2012-03-29,33-219,LAL,,OKC,L 93-102,1,41,7,25,.280,6,22,.273,1,3,.333,8,10,.800,.391,1,8,9,2,0,0,0,1,23,11.6,-2.2,G-F,bryanko01
1155,Kobe Bryant,2012-03-31,33-221,LAL,,NOH,W 88-85,1,38,3,21,.143,2,13,.154,1,8,.125,4,5,.800,.237,1,2,3,5,3,0,1,4,11,2.3,-9.9,G-F,bryanko01
1156,Kobe Bryant,2012-04-01,33-222,LAL,,GSW,W 120-112,1,37,16,28,.571,13,25,.520,3,3,1.000,5,7,.714,.644,0,3,3,5,0,0,3,3,40,26.2,3.1,G-F,bryanko01
1157,Kobe Bryant,2012-04-03,33-224,LAL,,NJN,W 91-87,1,36,10,16,.625,7,10,.700,3,6,.500,1,1,1.000,.730,0,7,7,3,1,0,3,1,24,18.6,9.2,G-F,bryanko01
1158,Kobe Bryant,2012-04-04,33-225,LAL,@,LAC,W 113-108,1,37,13,19,.684,11,16,.688,2,3,.667,3,5,.600,.731,1,4,5,6,0,1,2,2,31,26.1,11.9,G-F,bryanko01
1159,Kobe Bryant,2012-04-06,33-227,LAL,,HOU,L 107-112,1,37,8,20,.400,7,16,.438,1,4,.250,11,11,1.000,.564,0,2,2,0,0,0,1,1,28,16.4,0.0,G-F,bryanko01
1160,Kobe Bryant,2012-04-20,33-241,LAL,@,SAS,L 97-121,1,30,7,12,.583,6,9,.667,1,3,.333,3,4,.750,.654,0,2,2,1,0,0,1,2,18,11.5,-1.7,G-F,bryanko01
1161,Kobe Bryant,2012-04-22,33-243,LAL,,OKC,W 114-106 (2OT),1,49,9,26,.346,7,23,.304,2,3,.667,6,7,.857,.447,1,5,6,8,1,0,3,1,26,16.4,1.8,G-F,bryanko01
1162,Kobe Bryant,2012-10-30,34-068,LAL,,DAL,L 91-99,1,35,11,14,.786,11,14,.786,0,0,,0,0,,.786,0,1,1,0,1,0,2,3,22,14.7,2.6,G-F,bryanko01
1163,Kobe Bryant,2012-10-31,34-069,LAL,@,POR,L 106-116,1,38,10,20,.500,6,11,.545,4,9,.444,6,7,.857,.650,2,4,6,3,0,0,7,5,30,15.3,-2.2,G-F,bryanko01
1164,Kobe Bryant,2012-11-02,34-071,LAL,,LAC,L 95-105,1,43,14,23,.609,12,20,.600,2,3,.667,10,10,1.000,.730,2,4,6,1,2,0,6,1,40,28.4,8.5,G-F,bryanko01
1165,Kobe Bryant,2012-11-04,34-073,LAL,,DET,W 108-79,1,32,5,10,.500,2,5,.400,3,5,.600,2,2,1.000,.689,0,7,7,8,1,0,1,4,15,16.1,8.9,G-F,bryanko01
1166,Kobe Bryant,2012-11-07,34-076,LAL,@,UTA,L 86-95,1,37,7,17,.412,7,13,.538,0,4,.000,15,17,.882,.592,0,5,5,4,3,0,6,3,29,19.2,8.4,G-F,bryanko01
1167,Kobe Bryant,2012-11-09,34-078,LAL,,GSW,W 101-77,1,33,10,18,.556,8,14,.571,2,4,.500,5,6,.833,.654,1,8,9,7,2,0,4,2,27,23.2,15.6,G-F,bryanko01
1168,Kobe Bryant,2012-11-11,34-080,LAL,,SAC,W 103-90,1,34,6,15,.400,4,10,.400,2,5,.400,6,6,1.000,.567,2,4,6,6,1,0,2,2,20,16.9,6.5,G-F,bryanko01
1169,Kobe Bryant,2012-11-13,34-082,LAL,,SAS,L 82-84,1,38,12,19,.632,10,15,.667,2,4,.500,2,2,1.000,.704,0,4,4,8,1,0,2,0,28,25.3,18.2,G-F,bryanko01
1170,Kobe Bryant,2012-11-16,34-085,LAL,,PHO,W 114-102,1,38,10,24,.417,9,19,.474,1,5,.200,10,11,.909,.537,1,1,2,6,1,0,1,2,31,22.2,3.1,G-F,bryanko01
1171,Kobe Bryant,2012-11-18,34-087,LAL,,HOU,W 119-108,1,35,9,18,.500,8,15,.533,1,3,.333,3,5,.600,.545,1,10,11,11,3,0,3,4,22,22.0,6.8,G-F,bryanko01
1172,Kobe Bryant,2012-11-20,34-089,LAL,,BRK,W 95-90,1,39,8,15,.533,7,11,.636,1,4,.250,8,10,.800,.644,0,4,4,5,1,0,3,4,25,18.0,4.4,G-F,bryanko01
1173,Kobe Bryant,2012-11-21,34-090,LAL,@,SAC,L 97-113,1,39,11,20,.550,6,11,.545,5,9,.556,11,13,.846,.739,0,3,3,3,2,0,7,3,38,24.4,6.9,G-F,bryanko01
1174,Kobe Bryant,2012-11-23,34-092,LAL,@,MEM,L 98-106,1,37,7,23,.304,4,15,.267,3,8,.375,13,14,.929,.514,0,3,3,4,1,0,2,4,30,17.4,1.8,G-F,bryanko01
1175,Kobe Bryant,2012-11-24,34-093,LAL,@,DAL,W 115-89,1,33,6,11,.545,5,9,.556,1,2,.500,6,8,.750,.654,1,2,3,5,1,0,6,3,19,11.5,-1.3,G-F,bryanko01
1176,Kobe Bryant,2012-11-27,34-096,LAL,,IND,L 77-79,1,44,12,28,.429,7,17,.412,5,11,.455,11,13,.846,.593,0,10,10,3,3,0,10,2,40,21.7,13.1,G-F,bryanko01
1177,Kobe Bryant,2012-11-30,34-099,LAL,,DEN,W 122-103,1,37,5,15,.333,5,12,.417,0,3,.000,4,4,1.000,.418,1,1,2,8,2,0,4,5,14,8.1,-9.6,G-F,bryanko01
1178,Kobe Bryant,2012-12-02,34-101,LAL,,ORL,L 103-113,1,39,12,27,.444,12,25,.480,0,2,.000,10,11,.909,.534,1,6,7,5,1,0,2,2,34,23.7,5.7,G-F,bryanko01
1179,Kobe Bryant,2012-12-04,34-103,LAL,@,HOU,L 105-107,1,35,14,31,.452,12,22,.545,2,9,.222,9,12,.750,.537,1,5,6,2,2,0,3,4,39,22.7,7.0,G-F,bryanko01
1180,Kobe Bryant,2012-12-05,34-104,LAL,@,NOH,W 103-87,1,34,10,17,.588,9,13,.692,1,4,.250,8,9,.889,.692,1,5,6,4,3,0,1,1,29,27.3,13.4,G-F,bryanko01
1181,Kobe Bryant,2012-12-07,34-106,LAL,@,OKC,L 108-114,1,44,11,24,.458,7,19,.368,4,5,.800,9,10,.900,.616,0,3,3,7,3,2,5,5,35,25.4,10.1,G-F,bryanko01
1182,Kobe Bryant,2012-12-09,34-108,LAL,,UTA,L 110-117,1,43,9,24,.375,5,15,.333,4,9,.444,12,14,.857,.564,0,0,0,3,1,0,2,2,34,20.3,-1.6,G-F,bryanko01
1183,Kobe Bryant,2012-12-11,34-110,LAL,@,CLE,L 94-100,1,41,16,28,.571,13,19,.684,3,9,.333,7,10,.700,.648,1,4,5,2,1,1,5,1,42,27.2,12.9,G-F,bryanko01
1184,Kobe Bryant,2012-12-13,34-112,LAL,@,NYK,L 107-116,1,44,10,24,.417,5,13,.385,5,11,.455,6,6,1.000,.582,2,8,10,6,1,1,5,5,31,20.9,5.0,G-F,bryanko01
1185,Kobe Bryant,2012-12-14,34-113,LAL,@,WAS,W 102-96,1,44,9,29,.310,8,21,.381,1,8,.125,11,13,.846,.432,3,4,7,7,2,1,3,1,30,20.0,1.0,G-F,bryanko01
1186,Kobe Bryant,2012-12-16,34-115,LAL,@,PHI,W 111-98,1,40,12,21,.571,10,15,.667,2,6,.333,8,9,.889,.681,0,4,4,6,1,0,5,0,34,25.1,2.6,G-F,bryanko01
1187,Kobe Bryant,2012-12-18,34-117,LAL,,CHA,W 101-100,1,43,11,24,.458,9,19,.474,2,5,.400,6,7,.857,.554,0,6,6,7,1,1,2,1,30,23.2,6.6,G-F,bryanko01
1188,Kobe Bryant,2012-12-22,34-121,LAL,@,GSW,W 118-115 (OT),1,44,16,41,.390,14,33,.424,2,8,.250,0,1,.000,.410,3,7,10,5,1,0,3,5,34,15.0,-2.2,G-F,bryanko01
1189,Kobe Bryant,2012-12-25,34-124,LAL,,NYK,W 100-94,1,44,14,24,.583,13,19,.684,1,5,.200,5,7,.714,.628,1,4,5,1,0,1,1,2,34,23.5,7.1,G-F,bryanko01
1190,Kobe Bryant,2012-12-26,34-125,LAL,@,DEN,L 114-126,1,44,13,24,.542,8,15,.533,5,9,.556,9,11,.818,.693,0,4,4,6,0,2,2,2,40,31.6,10.8,G-F,bryanko01
1191,Kobe Bryant,2012-12-28,34-127,LAL,,POR,W 104-87,1,31,9,18,.500,8,12,.667,1,6,.167,8,11,.727,.591,2,3,5,4,2,0,1,3,27,21.7,12.6,G-F,bryanko01
1192,Kobe Bryant,2013-01-01,34-131,LAL,,PHI,L 99-103,1,42,14,29,.483,13,23,.565,1,6,.167,7,10,.700,.539,4,2,6,0,1,0,3,2,36,20.7,5.2,G-F,bryanko01
1193,Kobe Bryant,2013-01-04,34-134,LAL,@,LAC,L 102-107,1,44,15,25,.600,14,19,.737,1,6,.167,7,8,.875,.666,0,0,0,3,5,0,1,3,38,31.0,14.9,G-F,bryanko01
1194,Kobe Bryant,2013-01-06,34-136,LAL,,DEN,L 105-112,1,42,11,26,.423,8,18,.444,3,8,.375,4,4,1.000,.522,1,4,5,7,0,0,2,2,29,19.2,1.5,G-F,bryanko01
1195,Kobe Bryant,2013-01-08,34-138,LAL,@,HOU,L 112-125,1,41,8,22,.364,6,14,.429,2,8,.250,2,2,1.000,.437,2,3,5,7,3,0,5,3,20,11.8,-5.6,G-F,bryanko01
1196,Kobe Bryant,2013-01-09,34-139,LAL,@,SAS,L 105-108,1,39,10,24,.417,7,16,.438,3,8,.375,4,7,.571,.499,0,4,4,5,0,0,1,3,27,15.5,0.5,G-F,bryanko01
1197,Kobe Bryant,2013-01-11,34-141,LAL,,OKC,L 101-116,1,35,8,23,.348,6,15,.400,2,8,.250,10,13,.769,.487,0,4,4,3,2,0,1,2,28,17.4,5.9,G-F,bryanko01
1198,Kobe Bryant,2013-01-13,34-143,LAL,,CLE,W 113-93,1,28,9,14,.643,6,10,.600,3,4,.750,2,4,.500,.730,0,2,2,6,0,0,4,4,23,15.2,0.0,G-F,bryanko01
1199,Kobe Bryant,2013-01-15,34-145,LAL,,MIL,W 104-88,1,37,12,19,.632,9,14,.643,3,5,.600,4,4,1.000,.747,1,1,2,6,1,0,1,2,31,26.9,14.2,G-F,bryanko01
1200,Kobe Bryant,2013-01-17,34-147,LAL,,MIA,L 90-99,1,43,8,25,.320,4,16,.250,4,9,.444,2,2,1.000,.425,1,3,4,1,1,0,6,4,22,3.4,-7.2,G-F,bryanko01
1201,Kobe Bryant,2013-01-20,34-150,LAL,@,TOR,L 103-108,1,43,10,32,.313,7,20,.350,3,12,.250,3,3,1.000,.390,0,4,4,5,2,1,6,1,26,8.6,-6.2,G-F,bryanko01
1202,Kobe Bryant,2013-01-21,34-151,LAL,@,CHI,L 83-95,1,42,7,22,.318,7,16,.438,0,6,.000,2,3,.667,.343,0,4,4,5,0,0,3,2,16,3.9,-8.2,G-F,bryanko01
1203,Kobe Bryant,2013-01-23,34-153,LAL,@,MEM,L 93-106,1,39,11,23,.478,11,22,.500,0,1,.000,7,8,.875,.547,0,3,3,3,1,0,2,1,29,18.5,2.6,G-F,bryanko01
1204,Kobe Bryant,2013-01-25,34-155,LAL,,UTA,W 102-84,1,35,7,10,.700,7,10,.700,0,0,,0,0,,.700,0,9,9,14,3,1,3,0,14,23.0,19.3,G-F,bryanko01
1205,Kobe Bryant,2013-01-27,34-157,LAL,,OKC,W 105-96,1,39,8,12,.667,8,12,.667,0,0,,5,6,.833,.717,0,9,9,14,1,1,3,1,21,26.2,15.1,G-F,bryanko01
1206,Kobe Bryant,2013-01-29,34-159,LAL,,NOH,W 111-106,1,34,5,12,.417,5,8,.625,0,4,.000,4,4,1.000,.509,3,5,8,11,0,0,2,1,14,16.5,1.4,G-F,bryanko01
1207,Kobe Bryant,2013-01-30,34-160,LAL,@,PHO,L 86-92,1,39,7,17,.412,7,14,.500,0,3,.000,3,4,.750,.453,0,5,5,9,2,0,6,0,17,11.3,0.2,G-F,bryanko01
1208,Kobe Bryant,2013-02-01,34-162,LAL,@,MIN,W 111-100,1,39,4,13,.308,3,9,.333,1,4,.250,8,10,.800,.489,2,10,12,8,0,0,4,2,17,13.9,-2.3,G-F,bryanko01
1209,Kobe Bryant,2013-02-03,34-164,LAL,@,DET,W 98-97,1,37,8,20,.400,8,17,.471,0,3,.000,2,3,.667,.422,0,3,3,5,2,0,3,0,18,10.2,-3.3,G-F,bryanko01
1210,Kobe Bryant,2013-02-05,34-166,LAL,@,BRK,W 92-83,1,37,9,24,.375,9,22,.409,0,2,.000,3,3,1.000,.415,1,7,8,4,4,1,5,1,21,12.7,3.7,G-F,bryanko01
1211,Kobe Bryant,2013-02-07,34-168,LAL,@,BOS,L 95-116,1,30,9,15,.600,9,14,.643,0,1,.000,9,9,1.000,.712,3,4,7,0,0,0,4,2,27,18.6,6.7,G-F,bryanko01
1212,Kobe Bryant,2013-02-08,34-169,LAL,@,CHA,W 100-93,1,38,6,15,.400,6,13,.462,0,2,.000,8,8,1.000,.540,0,7,7,8,0,1,3,0,20,17.3,1.7,G-F,bryanko01
1213,Kobe Bryant,2013-02-10,34-171,LAL,@,MIA,L 97-107,1,37,11,19,.579,11,19,.579,0,0,,6,8,.750,.622,1,5,6,9,1,0,4,2,28,23.0,8.0,G-F,bryanko01
1214,Kobe Bryant,2013-02-12,34-173,LAL,,PHO,W 91-85,1,36,1,8,.125,1,4,.250,0,4,.000,2,2,1.000,.225,1,4,5,9,1,1,8,1,4,0.3,-9.8,G-F,bryanko01
1215,Kobe Bryant,2013-02-14,34-175,LAL,,LAC,L 101-125,1,39,7,13,.538,7,13,.538,0,0,,6,6,1.000,.639,3,2,5,11,0,0,6,2,20,17.3,-1.1,G-F,bryanko01
1216,Kobe Bryant,2013-02-20,34-181,LAL,,BOS,W 113-99,1,33,5,15,.333,5,11,.455,0,4,.000,6,7,.857,.442,1,3,4,7,0,0,3,5,16,8.6,-5.7,G-F,bryanko01
1217,Kobe Bryant,2013-02-22,34-183,LAL,,POR,W 111-107,1,36,15,23,.652,14,20,.700,1,3,.333,9,9,1.000,.742,2,5,7,4,2,0,5,1,40,32.2,14.8,G-F,bryanko01
1218,Kobe Bryant,2013-02-24,34-185,LAL,@,DAL,W 103-99,1,38,13,21,.619,9,16,.563,4,5,.800,8,10,.800,.748,1,11,12,7,0,1,5,2,38,31.5,15.3,G-F,bryanko01
1219,Kobe Bryant,2013-02-25,34-186,LAL,@,DEN,L 108-119,1,39,12,23,.522,12,22,.545,0,1,.000,5,6,.833,.566,0,6,6,9,0,0,4,3,29,20.2,1.0,G-F,bryanko01
1220,Kobe Bryant,2013-02-28,34-189,LAL,,MIN,W 116-94,1,32,13,22,.591,9,14,.643,4,8,.500,3,7,.429,.658,1,4,5,5,2,0,3,1,33,25.2,12.2,G-F,bryanko01
1221,Kobe Bryant,2013-03-03,34-192,LAL,,ATL,W 99-98,1,39,13,27,.481,11,22,.500,2,5,.400,6,8,.750,.557,1,5,6,4,2,0,5,1,34,21.1,4.5,G-F,bryanko01
1222,Kobe Bryant,2013-03-05,34-194,LAL,@,OKC,L 105-122,1,39,8,19,.421,5,12,.417,3,7,.429,11,12,.917,.618,1,2,3,2,0,0,2,3,30,19.0,6.0,G-F,bryanko01
1223,Kobe Bryant,2013-03-06,34-195,LAL,@,NOH,W 108-102,1,42,14,21,.667,11,14,.786,3,7,.429,11,14,.786,.773,0,7,7,12,0,1,6,0,42,36.9,15.1,G-F,bryanko01
1224,Kobe Bryant,2013-03-08,34-197,LAL,,TOR,W 118-116 (OT),1,44,11,22,.500,6,12,.500,5,10,.500,14,16,.875,.706,1,5,6,12,2,0,9,0,41,32.8,12.4,G-F,bryanko01
1225,Kobe Bryant,2013-03-10,34-199,LAL,,CHI,W 90-81,1,40,7,16,.438,6,12,.500,1,4,.250,4,6,.667,.510,1,6,7,9,2,0,2,2,19,17.8,9.5,G-F,bryanko01
1226,Kobe Bryant,2013-03-12,34-201,LAL,@,ORL,W 106-97,1,36,4,14,.286,2,8,.250,2,6,.333,1,2,.500,.370,1,6,7,8,2,0,3,1,11,9.1,-2.1,G-F,bryanko01
1227,Kobe Bryant,2013-03-13,34-202,LAL,@,ATL,L 92-96,1,38,11,33,.333,9,25,.360,2,8,.250,7,8,.875,.424,1,6,7,5,2,0,5,1,31,14.5,3.8,G-F,bryanko01
1228,Kobe Bryant,2013-03-15,34-204,LAL,@,IND,W 99-93,1,12,0,4,.000,0,3,.000,0,1,.000,0,0,,.000,0,1,1,2,0,0,1,1,0,-2.5,-21.1,G-F,bryanko01
1229,Kobe Bryant,2013-03-22,34-211,LAL,,WAS,L 100-103,1,38,8,18,.444,7,16,.438,1,2,.500,4,7,.571,.498,1,3,4,11,2,0,6,3,21,14.5,0.5,G-F,bryanko01
1230,Kobe Bryant,2013-03-25,34-214,LAL,@,GSW,L 103-109,1,42,11,27,.407,9,17,.529,2,10,.200,12,16,.750,.529,1,7,8,3,0,0,0,1,36,24.4,8.3,G-F,bryanko01
1231,Kobe Bryant,2013-03-27,34-216,LAL,@,MIN,W 120-117,1,38,12,21,.571,9,14,.643,3,7,.429,4,6,.667,.656,0,3,3,7,1,1,6,4,31,20.2,3.0,G-F,bryanko01
1232,Kobe Bryant,2013-03-28,34-217,LAL,@,MIL,L 103-113,1,36,6,17,.353,6,14,.429,0,3,.000,18,20,.900,.581,0,2,2,3,0,0,6,2,30,15.6,-3.8,G-F,bryanko01
1233,Kobe Bryant,2013-03-30,34-219,LAL,@,SAC,W 103-98,1,48,5,18,.278,5,14,.357,0,4,.000,9,11,.818,.416,1,8,9,14,2,0,1,2,19,20.7,1.0,G-F,bryanko01
1234,Kobe Bryant,2013-04-02,34-222,LAL,,DAL,W 101-81,1,47,8,18,.444,8,15,.533,0,3,.000,7,8,.875,.534,1,10,11,11,4,2,4,3,23,24.8,10.9,G-F,bryanko01
1235,Kobe Bryant,2013-04-05,34-225,LAL,,MEM,W 86-84,1,43,10,23,.435,10,18,.556,0,5,.000,4,4,1.000,.485,0,5,5,9,1,0,4,3,24,15.5,3.5,G-F,bryanko01
1236,Kobe Bryant,2013-04-07,34-227,LAL,@,LAC,L 95-109,1,47,6,19,.316,5,14,.357,1,5,.200,12,14,.857,.497,1,6,7,10,0,0,4,3,25,17.6,-2.2,G-F,bryanko01
1237,Kobe Bryant,2013-04-09,34-229,LAL,,NOH,W 104-96,1,41,9,18,.500,7,11,.636,2,7,.286,10,11,.909,.657,1,5,6,6,5,1,5,2,30,26.9,9.9,G-F,bryanko01
1238,Kobe Bryant,2013-04-10,34-230,LAL,@,POR,W 113-106,1,48,14,27,.519,13,22,.591,1,5,.200,18,18,1.000,.673,0,8,8,5,3,4,1,4,47,42.8,12.0,G-F,bryanko01
1239,Kobe Bryant,2013-04-12,34-232,LAL,,GSW,W 118-116,1,45,9,21,.429,5,13,.385,4,8,.500,12,16,.750,.606,0,5,5,4,0,0,5,3,34,19.4,-3.9,G-F,bryanko01
1240,Kobe Bryant,2013-12-08,35-107,LAL,,TOR,L 94-106,1,28,2,9,.222,2,6,.333,0,3,.000,5,7,.714,.373,1,7,8,4,2,0,8,3,9,1.1,-14.1,G-F,bryanko01
1241,Kobe Bryant,2013-12-10,35-109,LAL,,PHO,L 108-114,1,29,6,11,.545,6,9,.667,0,2,.000,8,8,1.000,.689,0,2,2,3,0,0,3,2,20,13.6,-1.2,G-F,bryanko01
1242,Kobe Bryant,2013-12-13,35-112,LAL,@,OKC,L 97-122,1,23,2,6,.333,2,6,.333,0,0,,0,0,,.333,0,1,1,13,2,0,7,1,4,4.6,-3.7,G-F,bryanko01
1243,Kobe Bryant,2013-12-14,35-113,LAL,@,CHA,W 88-85,1,32,8,15,.533,6,10,.600,2,5,.400,3,3,1.000,.643,0,7,7,8,0,0,7,1,21,14.0,2.0,G-F,bryanko01
1244,Kobe Bryant,2013-12-16,35-115,LAL,@,ATL,L 100-114,1,32,4,14,.286,4,9,.444,0,5,.000,0,1,.000,.277,0,3,3,6,2,0,5,1,8,1.1,-13.8,G-F,bryanko01
1245,Kobe Bryant,2013-12-17,35-116,LAL,@,MEM,W 96-92,1,33,9,18,.500,8,17,.471,1,1,1.000,2,2,1.000,.556,1,4,5,4,1,1,4,1,21,14.0,-0.6,G-F,bryanko01
1246,Kobe Bryant,2014-10-28,36-066,LAL,,HOU,L 90-108,1,29,6,17,.353,6,16,.375,0,1,.000,7,8,.875,.463,0,3,3,2,1,0,1,5,19,9.4,-0.4,G-F,bryanko01
1247,Kobe Bryant,2014-10-29,36-067,LAL,@,PHO,L 99-119,1,28,11,25,.440,9,21,.429,2,4,.500,7,7,1.000,.552,1,3,4,3,2,0,2,2,31,20.8,11.1,G-F,bryanko01
1248,Kobe Bryant,2014-10-31,36-069,LAL,,LAC,L 111-118,1,35,6,15,.400,5,10,.500,1,5,.200,8,11,.727,.529,0,4,4,7,2,0,3,5,21,14.8,1.5,G-F,bryanko01
1249,Kobe Bryant,2014-11-01,36-070,LAL,@,GSW,L 104-127,1,36,12,28,.429,11,22,.500,1,6,.167,3,6,.500,.457,1,5,6,1,2,0,7,3,28,8.7,-7.6,G-F,bryanko01
1250,Kobe Bryant,2014-11-04,36-073,LAL,,PHO,L 106-112,1,44,14,37,.378,11,30,.367,3,7,.429,8,12,.667,.461,3,6,9,1,1,1,3,0,39,20.4,2.2,G-F,bryanko01
1251,Kobe Bryant,2014-11-09,36-078,LAL,,CHO,W 107-92,1,34,7,20,.350,6,15,.400,1,5,.200,6,7,.857,.455,0,6,6,4,1,0,4,1,21,10.6,-7.4,G-F,bryanko01
1252,Kobe Bryant,2014-11-11,36-080,LAL,@,MEM,L 102-107,1,37,10,26,.385,7,16,.438,3,10,.300,5,6,.833,.489,1,6,7,6,4,0,3,3,28,19.9,6.9,G-F,bryanko01
1253,Kobe Bryant,2014-11-12,36-081,LAL,@,NOP,L 102-109,1,36,10,28,.357,5,17,.294,5,11,.455,8,8,1.000,.523,0,4,4,5,1,0,1,1,33,21.7,8.8,G-F,bryanko01
1254,Kobe Bryant,2014-11-14,36-083,LAL,,SAS,L 80-93,1,36,1,14,.071,1,9,.111,0,5,.000,7,9,.778,.251,0,4,4,6,1,2,4,1,9,2.2,-7.6,G-F,bryanko01
1255,Kobe Bryant,2014-11-16,36-085,LAL,,GSW,L 115-136,1,31,15,34,.441,12,22,.545,3,12,.250,11,16,.688,.536,1,4,5,3,0,0,2,3,44,25.0,10.4,G-F,bryanko01
1256,Kobe Bryant,2014-11-18,36-087,LAL,@,ATL,W 114-109,1,37,10,18,.556,7,11,.636,3,7,.429,5,5,1.000,.693,0,4,4,3,1,0,3,4,28,19.1,4.7,G-F,bryanko01
1257,Kobe Bryant,2014-11-19,36-088,LAL,@,HOU,W 98-92,1,40,10,28,.357,9,21,.429,1,7,.143,8,10,.800,.448,0,5,5,7,1,0,3,0,29,17.0,4.4,G-F,bryanko01
1258,Kobe Bryant,2014-11-21,36-090,LAL,@,DAL,L 106-140,1,31,6,22,.273,5,18,.278,1,4,.250,4,4,1.000,.358,2,3,5,7,1,0,2,2,17,9.4,-9.2,G-F,bryanko01
1259,Kobe Bryant,2014-11-23,36-092,LAL,,DEN,L 94-101 (OT),1,44,10,24,.417,10,22,.455,0,2,.000,7,10,.700,.475,2,4,6,4,0,0,4,1,27,14.0,-0.6,G-F,bryanko01
1260,Kobe Bryant,2014-11-26,36-095,LAL,,MEM,L 93-99,1,35,5,15,.333,3,10,.300,2,5,.400,10,10,1.000,.567,2,2,4,2,0,0,4,1,22,12.5,-2.4,G-F,bryanko01
1261,Kobe Bryant,2014-11-28,36-097,LAL,,MIN,L 119-120,1,35,10,18,.556,10,17,.588,0,1,.000,6,10,.600,.580,1,4,5,5,5,0,2,1,26,23.8,6.6,G-F,bryanko01
1262,Kobe Bryant,2014-11-30,36-099,LAL,,TOR,W 129-122 (OT),1,42,11,24,.458,11,23,.478,0,1,.000,9,13,.692,.522,1,10,11,12,0,1,2,2,31,27.0,5.6,G-F,bryanko01
1263,Kobe Bryant,2014-12-02,36-101,LAL,@,DET,W 106-96,1,33,4,11,.364,3,8,.375,1,3,.333,3,3,1.000,.487,0,5,5,13,2,0,10,2,12,7.7,-5.6,G-F,bryanko01
1264,Kobe Bryant,2014-12-03,36-102,LAL,@,WAS,L 95-111,1,34,8,22,.364,6,16,.375,2,6,.333,11,14,.786,.515,0,4,4,3,1,0,4,4,29,14.3,-1.8,G-F,bryanko01
