Player,WS48
Luol Deng,.149
Derrick Rose,.208
Carlos Boozer,.149
Ronnie Brewer,.147
Taj Gibson,.143
Kyle Korver,.149
Joakim Noah,.205
Keith Bogans,.118
Kurt Thomas,.131
C.J. Watson,.093
Ömer Aşık,.130
James Johnson,-0.014
Brian Scalabrine,.071
Rasual Butler,.107
John Lucas III,-0.121
