Date,Opp
2001-10-31,IND
2001-11-02,BOS
2001-11-03,NYK
2001-11-07,DET
2001-11-08,MIN
2001-11-10,CHH
2001-11-13,DEN
2001-11-14,LAC
2001-11-16,SAC
2001-11-17,GSW
2001-11-21,MIL
2001-11-24,NYK
2001-11-27,NJN
2001-11-29,MIA
2001-12-01,PHI
2001-12-04,HOU
2001-12-05,ORL
2001-12-07,IND
2001-12-08,BOS
2001-12-11,NJN
2001-12-14,BOS
2001-12-15,ATL
2001-12-18,CLE
2001-12-20,TOR
2001-12-22,MIN
2001-12-26,MEM
2001-12-27,DAL
2001-12-29,CLE
2001-12-31,MIL
2002-01-02,DAL
2002-01-04,WAS
2002-01-05,UTA
2002-01-07,SEA
2002-01-09,TOR
2002-01-11,IND
2002-01-12,LAL
2002-01-15,CHH
2002-01-17,ATL
2002-01-19,WAS
2002-01-21,IND
2002-01-22,MIA
2002-01-26,MEM
2002-01-29,PHO
2002-01-30,UTA
2002-02-02,SEA
2002-02-03,POR
2002-02-06,LAL
2002-02-12,MIL
2002-02-13,CHH
2002-02-15,NJN
2002-02-16,CLE
2002-02-18,MIA
2002-02-20,NYK
2002-02-22,PHO
2002-02-23,GSW
2002-02-26,ORL
2002-02-27,DET
2002-03-01,WAS
2002-03-03,NJN
2002-03-05,WAS
2002-03-06,MIA
2002-03-08,LAC
2002-03-09,SAS
2002-03-11,SAC
2002-03-12,MIL
2002-03-14,SAS
2002-03-16,HOU
2002-03-19,ATL
2002-03-22,POR
2002-03-23,ATL
2002-03-26,ORL
2002-03-28,PHI
2002-03-30,DEN
2002-04-03,TOR
2002-04-05,TOR
2002-04-06,CLE
2002-04-08,BOS
2002-04-10,DET
2002-04-11,NYK
2002-04-13,DET
2002-04-15,PHI
2002-04-17,CHH
