Player,WS48
Luol Deng,.176
Kirk Hinrich,.171
Ben Gordon,.152
Ben Wallace,.146
Chris Duhon,.121
P.J. Brown,.075
Andrés Nocioni,.139
Tyrus Thomas,.110
Thabo Sefolosha,.047
Malik Allen,.073
Adrian Griffin,.103
Mike Sweetney,.049
Viktor Khryapa,.087
Andre Barrett,.014
