Date,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2006-11-01,0,5:58,1,1,1.000,0,0,,0,0,,0,1,1,2,0,0,1,1,2,2.0,+2
2006-12-16,0,5:11,1,1,1.000,0,0,,0,0,,0,0,0,1,0,0,2,1,2,0.0,-5
2007-01-13,0,10:10,1,3,.333,0,0,,0,0,,1,2,3,3,0,0,1,2,2,1.9,+5
2007-03-11,0,0:28,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
2007-04-04,0,2:44,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7,-4
2007-04-06,0,4:00,1,3,.333,0,0,,0,0,,0,1,1,0,0,0,0,0,2,0.6,+1
