Date,Opp
1996-11-01,BOS
1996-11-02,PHI
1996-11-05,VAN
1996-11-06,MIA
1996-11-08,DET
1996-11-09,BOS
1996-11-11,PHO
1996-11-13,MIA
1996-11-15,CHH
1996-11-16,ATL
1996-11-20,PHO
1996-11-21,DEN
1996-11-23,UTA
1996-11-25,LAC
1996-11-29,DAL
1996-11-30,SAS
1996-12-03,MIL
1996-12-05,LAC
1996-12-07,MIA
1996-12-08,TOR
1996-12-11,MIN
1996-12-13,NJN
1996-12-14,CHH
1996-12-17,LAL
1996-12-19,CHH
1996-12-21,PHI
1996-12-23,NJN
1996-12-25,DET
1996-12-26,ATL
1996-12-28,CLE
1996-12-30,IND
1997-01-03,ORL
1997-01-06,UTA
1997-01-10,MIL
1997-01-11,HOU
1997-01-14,WSB
1997-01-15,MIN
1997-01-17,MIL
1997-01-19,HOU
1997-01-21,NYK
1997-01-23,CLE
1997-01-25,TOR
1997-01-28,VAN
1997-01-30,SAC
1997-01-31,GSW
1997-02-02,SEA
1997-02-04,POR
1997-02-05,LAL
1997-02-11,CHH
1997-02-14,ATL
1997-02-16,ORL
1997-02-18,DEN
1997-02-21,WSB
1997-02-22,GSW
1997-02-24,POR
1997-02-27,CLE
1997-02-28,SAC
1997-03-03,MIL
1997-03-05,SAS
1997-03-07,IND
1997-03-09,NYK
1997-03-11,BOS
1997-03-12,PHI
1997-03-14,NJN
1997-03-15,ATL
1997-03-18,SEA
1997-03-21,IND
1997-03-22,DET
1997-03-25,DAL
1997-03-27,TOR
1997-03-29,NJN
1997-04-01,BOS
1997-04-03,WSB
1997-04-04,CLE
1997-04-06,ORL
1997-04-07,PHI
1997-04-09,IND
1997-04-10,NYK
1997-04-13,DET
1997-04-14,TOR
1997-04-16,MIA
1997-04-19,NYK
