Player,WS48
Toni Kukoč,.082
Dickey Simpkins,.095
Mark Bryant,.060
Brent Barry,.065
Randy Brown,.041
Ron Harper,.053
Kornél Dávid,.090
Rusty LaRue,.016
Cory Carr,-0.089
Charles Jones,-0.037
Bill Wennington,-0.030
Keith Booth,-0.088
Andrew Lang,-0.017
Corey Benjamin,-0.023
Mario Bennett,.065
