Player,WS48
Michael Jordan,.213
Orlando Woolridge,.153
Quintin Dailey,.059
Dave Corzine,.067
Steve Johnson,.090
Dave Greenwood,.065
Wes Matthews,.049
Ennis Whatley,.029
Jawann Oldham,.050
Rod Higgins,.049
Caldwell Jones,.048
Sidney Green,.039
Charles Jones,-0.001
Chris Engler,-0.225
