Player,WS48
Scottie Pippen,.188
Toni Kukoč,.185
B.J. Armstrong,.152
Steve Kerr,.153
Will Perdue,.142
Ron Harper,.073
Pete Myers,.049
Luc Longley,.087
Bill Wennington,.116
Corie Blount,.094
Michael Jordan,.167
Jud Buechler,.122
Dickey Simpkins,.058
Greg Foster,.080
Larry Krystkowiak,.051
Jo Jo English,.053
