Player,WS48
Justin Holiday,.036
Denzel Valentine,.057
Lauri Markkanen,.079
Robin Lopez,.055
Jerian Grant,.094
David Nwaba,.071
Bobby Portis,.101
Kris Dunn,.027
Cristiano Felício,.086
Paul Zipser,-0.034
Zach LaVine,.025
Nikola Mirotić,.158
Cameron Payne,.063
Noah Vonleh,.059
Antonio Blakeney,-0.006
Ryan Arcidiacono,.040
Sean Kilpatrick,.083
Quincy Pondexter,-0.047
Kay Felder,-0.168
Ömer Aşık,-0.078
Jarell Eddie,-0.373
