Player,WS48
Jimmy Butler,.177
Pau Gasol,.149
Derrick Rose,.009
Taj Gibson,.133
Doug McDermott,.073
Nikola Mirotić,.115
Tony Snell,.016
E'Twaun Moore,.070
Aaron Brooks,.040
Bobby Portis,.066
Mike Dunleavy,.063
Joakim Noah,.079
Kirk Hinrich,.048
Justin Holiday,.072
Cristiano Felício,.175
Cameron Bairstow,-0.004
