Player,WS48
Kirk Hinrich,.124
Luol Deng,.120
Ben Gordon,.086
Andrés Nocioni,.144
Chris Duhon,.116
Tyson Chandler,.123
Darius Songaila,.090
Mike Sweetney,.084
Othella Harrington,.063
Malik Allen,.068
Jannero Pargo,-0.008
Eric Piatkowski,.018
Luke Schenscher,.095
Eddie Basden,.065
Tim Thomas,-0.031
James Thomas,.140
Randy Livingston,-0.045
Stephen Graham,-0.002
Randy Holcomb,.150
