Date,Opp,WL,TmScore,OppScore,FG,FGA,FGPer,Tm3P,Tm3PA,Tm3PPer,TmFT,TmFTA,TmFTPer,TmORB,TmTRB,TmAST,TmSTL,TmBLK,TmTOV,TmPF,ORtg,DRtg,Pace,FTr,Tm3PAr,TSPer,TRBPer,ASTPer,STLPer,BLKPer,TmeFGPer,TmTOVPer,ORBPer,TmFT_d_FGA,OppeFGPer,OppTOVPer,DRBPer,OppFT_d_FGA,Home,Opponent_PlayOff,Continuing_Players_WS48,Leaving_Players_WS48,Incoming_Players_WS48,WinsInLast15,WinsInLast10,WinsInLast5,days_between_games,ORtg_rolling_mean,DRtg_rolling_mean,TmScore_rolling_mean,OppScore_rolling_mean,Team_Prospect
2006-04-19,TOR,True,127,106,49,90,0.544,7,20,0.35,22,29,0.759,14,57,31,3,2,15,28,124.8,104.2,101.7,0.322,0.222,0.618,58.8,63.3,2.9,2.7,0.583,12.7,34.1,0.244,0.399,7.6,76.8,0.33,True,False,0.4280614583333333,0.087559375,0.0699277777777777,12.0,9.0,5.0,2,105.85999999999999,101.37,99.65,95.5,4.150000000000006
2006-10-31,MIA,True,108,66,39,79,0.494,7,13,0.538,23,32,0.719,13,49,22,10,5,16,21,117.6,71.9,91.8,0.405,0.165,0.58,62.8,56.4,10.9,10.4,0.538,14.7,34.2,0.291,0.408,21.9,90.0,0.2,False,True,0.4309701388888889,0.0495593749999999,0.2127322916666666,13.0,9.0,5.0,195,106.325,99.835,100.3,94.3,6.0
2006-11-01,ORL,False,94,109,37,82,0.451,6,20,0.3,14,24,0.583,11,27,21,7,0,15,31,101.4,117.5,92.7,0.293,0.244,0.508,42.9,56.8,7.5,0.0,0.488,13.9,26.8,0.171,0.644,22.9,72.7,0.559,False,True,0.4404152777777778,0.0572996527777777,0.1718374999999999,12.0,8.0,4.0,1,105.85999999999999,101.86500000000001,100.25,96.45,3.799999999999997
2006-11-03,SAC,False,88,89,32,78,0.41,2,9,0.222,22,29,0.759,8,43,18,14,8,23,29,85.0,86.0,103.5,0.372,0.115,0.485,50.0,56.3,13.5,13.8,0.423,20.2,19.0,0.282,0.404,22.6,79.5,0.411,True,False,0.4720322916666667,0.0375868055555555,0.2036694444444444,11.0,7.0,3.0,2,105.42,100.625,100.25,95.7,4.549999999999997
2006-11-06,MIL,True,110,85,46,85,0.541,5,15,0.333,13,18,0.722,11,44,33,9,8,14,20,115.1,88.9,95.6,0.212,0.176,0.592,57.1,71.7,9.4,14.3,0.571,13.1,28.2,0.153,0.436,17.3,86.8,0.218,True,False,0.4462215277777778,0.0518336805555555,0.2070239583333333,12.0,8.0,3.0,3,106.85499999999999,100.69500000000001,101.55,95.7,5.849999999999994
2006-11-09,CLE,False,94,113,40,91,0.44,7,16,0.438,7,10,0.7,8,30,27,6,3,8,15,100.4,120.6,93.7,0.11,0.176,0.493,39.0,67.5,6.4,4.6,0.478,7.7,16.7,0.077,0.62,15.5,75.9,0.19,False,True,0.4452527777777778,0.0561854166666666,0.1949305555555555,11.0,7.0,2.0,3,106.55999999999999,100.95,101.05,95.7,5.349999999999994
2006-11-11,IND,True,89,80,31,81,0.383,6,15,0.4,21,27,0.778,24,51,20,8,4,16,22,108.0,97.0,82.4,0.333,0.185,0.479,64.6,64.5,9.7,8.5,0.42,14.7,50.0,0.259,0.508,19.0,87.1,0.215,True,False,0.4651899305555556,0.0261197916666666,0.2286993055555555,11.0,7.0,2.0,2,107.41,100.715,101.25,94.95,6.299999999999997
2006-11-14,DAL,False,99,111,39,86,0.453,3,10,0.3,18,30,0.6,16,40,18,3,3,11,22,111.0,124.5,89.2,0.349,0.116,0.499,46.5,46.2,3.4,5.3,0.471,10.0,31.4,0.209,0.544,9.0,68.6,0.3,False,True,0.5645197916666667,0.0446392361111111,0.1456430555555555,10.0,6.0,2.0,3,107.66,102.415,101.4,96.4,5.0
2006-11-16,HOU,False,100,101,35,79,0.443,7,20,0.35,23,29,0.793,7,35,15,10,3,12,29,105.8,106.9,94.5,0.367,0.253,0.545,42.2,42.9,10.6,6.3,0.487,11.6,15.9,0.291,0.5,16.6,71.8,0.295,False,True,0.5328069444444444,0.0414559027777777,0.1734628472222222,9.0,5.0,2.0,2,107.57000000000001,102.59,101.35,96.6,4.75
2006-11-17,SAS,False,83,100,33,72,0.458,5,9,0.556,12,21,0.571,9,39,18,9,4,22,18,87.8,105.8,94.5,0.292,0.125,0.511,49.4,54.5,9.5,8.5,0.493,21.3,21.4,0.167,0.59,22.3,81.1,0.208,False,True,0.4858899305555555,0.0620173611111111,0.1629590277777777,9.0,4.0,1.0,1,107.005,102.71,100.85,96.75,4.099999999999994
2006-11-19,LAL,False,72,82,27,80,0.338,7,18,0.389,11,19,0.579,16,42,17,10,6,17,26,81.1,92.4,88.8,0.238,0.225,0.407,45.2,63.0,11.3,11.1,0.381,16.1,29.1,0.138,0.443,21.0,68.4,0.286,False,True,0.4851319444444444,0.0161979166666666,0.1934100694444444,8.0,3.0,1.0,2,105.41000000000001,101.97999999999999,98.8,95.5,3.299999999999997
2006-11-21,DEN,False,109,113,39,90,0.433,8,24,0.333,23,29,0.793,16,47,22,7,8,17,25,106.4,110.4,102.4,0.322,0.267,0.53,48.0,56.4,6.8,12.3,0.478,14.2,31.4,0.256,0.5,15.6,66.0,0.27,False,True,0.5619739583333333,0.0245614583333333,0.1428423611111111,7.0,2.0,0.0,2,105.51499999999999,102.6,99.25,96.45,2.799999999999997
2006-11-24,PHI,False,108,123,40,73,0.548,6,13,0.462,22,28,0.786,8,36,21,5,0,22,31,111.7,127.2,96.7,0.384,0.178,0.633,51.4,52.5,5.2,0.0,0.589,20.5,23.5,0.301,0.571,9.5,77.8,0.436,False,False,0.5743423611111111,0.025315625,0.1094315972222222,6.0,2.0,0.0,3,105.24000000000001,103.44500000000001,99.55,97.8,1.75
2006-11-25,NYK,True,106,95,38,84,0.452,5,17,0.294,25,37,0.676,13,41,22,9,5,8,27,110.5,99.0,95.9,0.44,0.202,0.529,45.6,57.9,9.4,7.8,0.482,7.4,27.7,0.298,0.486,21.8,65.1,0.329,False,False,0.5737756944444445,0.0623149305555555,0.1094812499999999,6.0,3.0,1.0,1,105.405,103.41000000000001,99.9,97.95,1.9500000000000028
2006-11-28,NYK,True,102,85,37,84,0.44,7,15,0.467,21,28,0.75,17,48,22,9,6,19,24,106.5,88.8,95.8,0.333,0.179,0.529,57.1,59.5,9.4,10.0,0.482,16.5,37.0,0.25,0.493,21.1,81.6,0.246,True,False,0.5011871527777778,0.0604513888888888,0.1784958333333333,6.0,3.0,2.0,3,106.48499999999999,102.81500000000001,101.25,97.75,3.5
2006-12-01,NOK,True,111,108,41,86,0.477,12,21,0.571,17,25,0.68,10,43,25,6,7,15,32,110.7,107.7,100.3,0.291,0.244,0.572,49.4,61.0,6.0,11.7,0.547,13.4,23.3,0.198,0.519,15.8,75.0,0.346,False,False,0.5207006944444444,0.0321965277777777,0.1597809027777777,6.0,4.0,3.0,3,106.71,103.045,101.6,98.1,3.5
2006-12-02,WAS,True,112,94,41,81,0.506,9,23,0.391,21,31,0.677,14,49,28,7,5,9,28,123.1,103.3,91.0,0.383,0.284,0.592,57.6,68.3,7.7,8.2,0.562,8.7,34.1,0.259,0.445,13.3,79.5,0.397,True,True,0.4816864583333333,0.0193958333333333,0.174153125,6.0,4.0,4.0,1,107.675,103.345,102.4,98.3,4.1000000000000085
2006-12-04,BOS,True,100,82,37,79,0.468,4,18,0.222,22,29,0.759,12,46,23,11,4,17,28,106.5,87.3,93.9,0.367,0.228,0.545,54.1,62.2,11.7,6.3,0.494,15.6,29.3,0.278,0.41,18.1,77.3,0.319,True,False,0.4424677083333333,0.0543420138888888,0.1737805555555555,7.0,5.0,5.0,2,107.63499999999999,102.44500000000001,102.25,97.35,4.900000000000006
2006-12-06,PHI,True,121,94,48,78,0.615,6,13,0.462,19,31,0.613,10,43,29,7,5,12,24,129.1,100.3,93.7,0.397,0.167,0.66,59.7,60.4,7.5,7.5,0.654,11.6,30.3,0.244,0.493,16.6,84.6,0.301,True,False,0.4575993055555555,0.0411416666666666,0.1876590277777777,8.0,6.0,5.0,2,107.775,102.43999999999998,102.45,97.4,5.049999999999997
2006-12-08,TOR,True,93,90,35,74,0.473,5,18,0.278,18,27,0.667,6,43,22,10,12,16,16,98.9,95.7,94.1,0.365,0.243,0.541,51.2,62.9,10.6,20.0,0.507,15.7,15.0,0.243,0.481,13.7,84.1,0.148,True,True,0.5603197916666667,0.0363631944444444,0.1418944444444444,8.0,7.0,5.0,2,107.07000000000001,101.77000000000001,101.3,96.3,5.0
2006-12-09,MIN,False,81,91,30,76,0.395,4,13,0.308,17,23,0.739,11,44,16,5,1,16,20,90.7,102.0,89.3,0.303,0.171,0.47,51.8,53.3,5.6,1.7,0.421,15.7,24.4,0.224,0.468,12.2,82.5,0.247,True,False,0.5797486111111111,0.0310545138888888,0.1327270833333333,8.0,7.0,4.0,1,105.36499999999998,101.66,99.0,95.55,3.450000000000003
2006-12-11,IND,True,106,91,36,63,0.571,8,15,0.533,26,31,0.839,8,34,24,8,2,18,15,125.1,107.4,84.8,0.492,0.238,0.692,61.8,66.7,9.4,3.7,0.635,19.0,34.8,0.413,0.576,17.1,81.3,0.111,True,False,0.5415121527777778,0.0409440972222222,0.1694270833333333,8.0,8.0,4.0,2,105.74000000000001,103.43500000000002,98.9,96.8,2.1000000000000085
2006-12-13,SEA,True,99,84,39,92,0.424,9,25,0.36,12,16,0.75,15,45,30,13,7,10,18,108.8,92.3,91.0,0.174,0.272,0.5,48.4,76.9,14.3,9.9,0.473,9.2,30.0,0.13,0.438,16.9,69.8,0.16,True,False,0.5563256944444445,0.0141690972222222,0.1458197916666666,9.0,9.0,4.0,2,106.10999999999999,102.17500000000001,99.15,95.55,3.6000000000000085
2006-12-15,MIL,True,117,111,37,88,0.42,8,25,0.32,35,41,0.854,20,59,24,7,8,16,26,116.1,110.1,100.8,0.466,0.284,0.552,57.8,64.9,6.9,11.3,0.466,13.1,41.7,0.398,0.534,12.6,72.2,0.18,True,False,0.4730041666666666,0.0091538194444444,0.2232538194444444,10.0,9.0,4.0,2,107.66499999999999,103.38,100.6,96.65,3.9499999999999886
2006-12-16,ATL,True,106,104,35,78,0.449,8,15,0.533,28,39,0.718,13,46,19,6,5,18,18,107.8,105.7,89.1,0.5,0.192,0.557,53.5,54.3,6.1,7.2,0.5,15.9,32.5,0.359,0.489,12.9,71.7,0.165,False,False,0.5762909722222223,0.0255826388888888,0.2189725694444444,11.0,9.0,4.0,1,107.3,104.22,100.4,97.6,2.8000000000000114
2006-12-19,LAL,True,94,89,39,78,0.5,3,9,0.333,13,19,0.684,7,37,24,9,5,18,26,97.8,92.6,96.1,0.244,0.115,0.544,51.4,61.5,9.4,8.8,0.519,17.2,19.4,0.167,0.493,18.2,83.3,0.184,True,True,0.4922826388888888,0.0185083333333333,0.1691965277777778,12.0,9.0,5.0,3,107.16999999999999,102.82000000000001,100.4,96.4,4.0
2006-12-22,NYK,False,92,103,34,83,0.41,3,18,0.167,21,26,0.808,11,36,21,6,1,10,24,102.0,114.2,90.2,0.313,0.217,0.487,38.7,61.8,6.7,1.5,0.428,9.6,22.9,0.253,0.476,13.3,55.6,0.274,False,False,0.54455,0.0296024305555555,0.1516277777777777,12.0,8.0,4.0,3,106.86999999999998,103.67999999999999,100.55,97.55,3.0
2006-12-23,CHA,True,115,76,43,82,0.524,6,13,0.462,23,32,0.719,7,49,25,13,9,11,19,116.7,77.1,98.6,0.39,0.159,0.598,50.5,58.1,13.2,12.2,0.561,10.3,17.5,0.28,0.372,16.4,73.7,0.1,True,False,0.4138006944444444,0.0528930555555555,0.1978493055555555,13.0,8.0,4.0,1,107.155,101.31,101.35,95.8,5.549999999999997
2006-12-26,MIN,False,98,100,34,79,0.43,4,16,0.25,26,33,0.788,8,35,18,10,4,13,20,101.3,103.4,96.7,0.418,0.203,0.524,41.7,52.9,10.3,6.2,0.456,12.2,17.8,0.329,0.527,20.0,69.2,0.28,False,False,0.5505305555555555,0.0223215277777777,0.131896875,12.0,7.0,3.0,3,106.92999999999999,101.135,101.25,95.75,5.5
2006-12-27,MIA,True,109,103,39,81,0.481,5,15,0.333,26,38,0.684,14,45,23,8,7,13,19,117.1,110.7,93.1,0.469,0.185,0.558,53.6,59.0,8.6,11.5,0.512,11.7,35.9,0.321,0.529,13.7,68.9,0.153,True,True,0.5187395833333334,0.0143489583333333,0.1852211805555555,12.0,7.0,3.0,1,108.39500000000001,101.38000000000001,102.55,95.9,6.6499999999999915
2006-12-29,TOR,True,107,97,43,72,0.597,8,14,0.571,13,18,0.722,3,38,24,8,3,20,23,110.5,100.1,96.9,0.25,0.194,0.669,48.7,55.8,8.3,5.0,0.653,20.0,10.0,0.181,0.459,15.9,72.9,0.209,False,True,0.4902048611111111,0.0574659722222222,0.1883045138888888,12.0,8.0,3.0,2,109.86499999999998,101.765,104.3,96.65,7.6499999999999915
2006-12-30,CLE,True,103,96,44,89,0.494,0,7,0.0,15,23,0.652,18,46,24,7,5,12,16,113.4,105.7,90.8,0.258,0.079,0.52,50.0,54.5,7.7,7.0,0.494,10.8,40.0,0.169,0.5,17.0,59.6,0.116,True,True,0.4518815972222222,0.0827583333333333,0.1578645833333333,12.0,8.0,4.0,1,110.215,101.53,104.0,95.8,8.200000000000003
2007-01-02,PHO,False,96,97,37,77,0.481,4,12,0.333,18,22,0.818,9,49,21,6,4,20,20,100.9,101.9,95.2,0.286,0.156,0.554,56.3,56.8,6.3,6.3,0.506,18.7,25.0,0.234,0.454,9.3,78.4,0.207,True,True,0.4749489583333333,0.0221760416666666,0.1826850694444444,11.0,7.0,3.0,3,109.675,100.26500000000001,103.4,94.5,8.900000000000006
2007-01-05,NJN,False,86,91,34,77,0.442,5,17,0.294,13,24,0.542,7,41,26,8,5,19,35,89.0,94.1,96.7,0.312,0.221,0.491,44.6,76.5,8.3,9.8,0.474,17.8,16.3,0.169,0.405,16.9,69.4,0.419,False,True,0.5273017361111112,0.0394277777777777,0.1630520833333333,10.0,6.0,3.0,3,108.6,100.02000000000001,102.4,94.3,8.100000000000009
2007-01-06,DET,True,106,89,39,80,0.488,7,17,0.412,21,29,0.724,12,46,28,7,9,15,25,114.9,96.4,92.3,0.363,0.213,0.571,50.5,71.8,7.6,11.4,0.531,13.9,32.4,0.263,0.371,11.2,63.0,0.258,True,True,0.5150069444444445,0.0194868055555555,0.1906854166666667,10.0,6.0,3.0,1,109.02000000000001,100.4,102.6,94.5,8.099999999999994
2007-01-08,HOU,False,77,84,30,82,0.366,3,15,0.2,14,16,0.875,10,45,17,6,3,12,15,86.0,93.9,89.5,0.195,0.183,0.432,46.9,56.7,6.7,5.5,0.384,11.9,20.4,0.171,0.437,12.4,74.5,0.092,True,True,0.5945118055555555,0.0370506944444444,0.1066913194444444,10.0,5.0,2.0,2,107.78500000000001,99.71000000000001,100.9,93.3,7.6000000000000085
2007-01-10,WAS,False,103,113,32,76,0.421,13,27,0.481,26,27,0.963,10,40,24,5,5,19,23,111.5,122.3,92.4,0.355,0.355,0.586,50.0,75.0,5.4,7.4,0.507,17.8,27.0,0.342,0.494,7.4,69.8,0.326,False,True,0.5711190972222222,0.0091534722222222,0.1480493055555555,9.0,5.0,1.0,2,107.205,100.66,100.45,94.25,6.200000000000003
2007-01-11,NJN,False,83,86,29,77,0.377,9,27,0.333,16,18,0.889,6,41,17,6,8,12,25,94.8,98.2,87.6,0.234,0.351,0.489,44.6,58.6,6.9,13.8,0.435,12.4,14.6,0.208,0.409,11.5,68.6,0.299,True,True,0.5604527777777777,0.0251822916666666,0.1525225694444444,8.0,4.0,1.0,1,106.62,101.205,99.6,94.45,5.1499999999999915
2007-01-13,MEM,True,111,66,44,91,0.484,8,15,0.533,15,19,0.789,16,59,35,15,11,16,31,112.4,66.8,98.7,0.209,0.165,0.559,61.5,79.5,15.2,17.7,0.527,13.9,35.6,0.165,0.312,22.7,84.3,0.333,True,False,0.3541677083333333,0.0717979166666666,0.1843045138888888,8.0,5.0,2.0,2,105.78500000000001,99.53,99.1,93.05,6.049999999999997
2007-01-15,SAS,True,99,87,41,83,0.494,5,16,0.313,12,16,0.75,11,45,18,4,7,13,23,109.8,96.5,90.1,0.193,0.193,0.55,51.1,43.9,4.4,11.1,0.524,12.6,28.2,0.145,0.43,12.9,69.4,0.151,True,True,0.5407041666666667,0.0596861111111111,0.1200760416666666,8.0,5.0,2.0,2,106.33,99.57,99.4,92.9,6.5
2007-01-17,MIL,True,99,90,40,81,0.494,6,18,0.333,13,20,0.65,11,45,25,16,5,21,28,100.2,91.1,98.8,0.247,0.222,0.551,48.9,62.5,16.2,8.1,0.531,19.0,26.2,0.16,0.442,22.3,68.0,0.269,False,False,0.4957576388888889,0.0247798611111111,0.2004885416666667,8.0,5.0,3.0,2,106.80499999999999,99.025,100.3,92.85,7.450000000000003
2007-01-20,UTA,False,85,95,29,76,0.382,1,12,0.083,26,36,0.722,12,46,13,8,11,17,26,88.4,98.9,96.1,0.474,0.158,0.463,51.7,44.8,8.3,16.9,0.388,15.6,26.7,0.342,0.437,14.4,77.3,0.329,True,True,0.5021586805555556,0.0525371527777777,0.1942708333333333,8.0,4.0,3.0,3,104.97,98.6,99.25,93.05,6.200000000000003
2007-01-22,IND,False,91,98,33,73,0.452,6,13,0.462,19,26,0.731,10,36,18,5,3,21,29,98.2,105.7,92.7,0.356,0.178,0.539,43.4,54.5,5.4,5.1,0.493,19.9,24.4,0.26,0.475,16.2,61.9,0.291,False,False,0.4859861111111111,0.0587874999999999,0.1510013888888888,7.0,4.0,3.0,2,104.44000000000001,99.27,98.85,93.75,5.099999999999994
2007-01-23,ATL,True,94,86,36,76,0.474,2,8,0.25,20,29,0.69,9,39,26,6,10,16,24,100.9,92.3,93.1,0.382,0.105,0.53,50.0,72.2,6.4,14.7,0.487,15.3,23.7,0.263,0.435,15.1,75.0,0.247,True,False,0.4448298611111111,0.0590625,0.2109288194444444,8.0,5.0,3.0,1,103.67999999999999,98.38,97.7,92.5,5.200000000000003
2007-01-25,DAL,True,96,85,36,84,0.429,5,10,0.5,19,24,0.792,20,59,18,5,6,15,21,110.3,97.7,87.0,0.286,0.119,0.508,56.7,50.0,5.7,8.6,0.458,13.7,43.5,0.226,0.349,7.2,67.2,0.215,True,True,0.4788392361111111,0.0619097222222222,0.1964076388888889,8.0,5.0,3.0,2,103.80499999999999,97.97999999999999,97.2,91.55,5.650000000000006
2007-01-27,MIA,True,100,97,32,76,0.421,5,20,0.25,31,44,0.705,14,51,18,5,7,13,18,109.4,106.1,91.4,0.579,0.263,0.524,54.8,56.3,5.5,10.0,0.454,12.0,33.3,0.408,0.453,6.4,72.5,0.116,True,True,0.56076875,0.0345055555555555,0.1651934027777777,8.0,6.0,3.0,2,104.38499999999999,98.655,97.5,91.95,5.549999999999997
2007-01-31,LAC,False,98,110,41,87,0.471,2,9,0.222,14,19,0.737,10,40,22,5,7,17,30,99.6,111.8,98.3,0.218,0.103,0.514,49.4,53.7,5.1,10.3,0.483,15.1,24.4,0.161,0.481,11.8,75.0,0.413,False,False,0.5273569444444446,0.1098416666666666,0.1011503472222222,7.0,6.0,3.0,4,104.26500000000001,98.535,97.8,92.3,5.5
2007-02-02,SEA,True,107,101,39,77,0.506,5,9,0.556,24,30,0.8,6,43,22,7,5,16,18,106.7,100.7,100.3,0.39,0.117,0.593,54.4,56.4,7.0,8.1,0.539,15.1,17.1,0.312,0.488,15.2,84.1,0.226,False,False,0.5352826388888889,0.0529847222222222,0.1599493055555555,8.0,7.0,4.0,2,103.76500000000001,99.715,97.4,93.55,3.8500000000000085
2007-02-03,POR,True,88,86,30,70,0.429,8,17,0.471,20,24,0.833,7,42,14,7,3,18,17,98.7,96.4,89.2,0.343,0.243,0.546,53.8,46.7,7.9,4.6,0.486,18.3,20.6,0.286,0.449,13.0,79.5,0.205,False,False,0.5459086805555555,0.0556374999999999,0.1487052083333333,9.0,7.0,4.0,1,103.63499999999999,99.365,96.9,92.85,4.050000000000011
2007-02-05,UTA,False,95,100,26,65,0.4,6,15,0.4,37,47,0.787,12,38,15,11,6,19,27,103.6,109.1,91.7,0.723,0.231,0.554,48.7,57.7,12.0,10.7,0.446,18.2,27.9,0.569,0.541,15.4,74.3,0.27,False,True,0.470742013888889,0.0586937499999999,0.2110791666666666,8.0,6.0,3.0,2,102.96000000000001,99.285,96.2,92.7,3.5
2007-02-08,SAC,False,77,86,34,102,0.333,4,18,0.222,5,11,0.455,21,56,16,8,4,16,28,79.3,88.5,97.1,0.108,0.176,0.36,56.0,47.1,8.2,7.5,0.353,13.0,34.4,0.049,0.472,18.5,89.7,0.25,False,False,0.4895597222222222,0.0627763888888888,0.1601697916666666,8.0,5.0,2.0,3,101.4,98.70500000000001,94.7,92.15,2.549999999999997
2007-02-09,GSW,False,121,123,42,93,0.452,7,15,0.467,30,41,0.732,12,53,29,3,8,16,30,109.2,111.0,100.3,0.441,0.161,0.545,49.1,69.0,2.7,10.3,0.489,12.6,25.5,0.323,0.481,9.8,67.2,0.233,False,True,0.4999746527777777,0.0588357638888888,0.2438388888888888,8.0,5.0,2.0,1,101.19,98.97,95.6,93.5,2.0999999999999943
2007-02-11,PHO,True,116,103,41,81,0.506,7,15,0.467,27,40,0.675,12,45,20,9,9,22,30,110.1,97.8,105.4,0.494,0.185,0.588,53.6,48.8,8.5,13.4,0.549,18.2,30.0,0.333,0.448,15.9,75.0,0.302,False,True,0.5468420138888888,0.0168076388888888,0.173903125,9.0,6.0,2.0,2,101.65,98.765,96.6,93.8,2.799999999999997
2007-02-13,TOR,False,111,112,48,90,0.533,8,13,0.615,7,8,0.875,12,41,29,6,2,13,22,119.5,120.6,92.9,0.089,0.144,0.593,56.9,60.4,6.5,3.7,0.578,12.2,31.6,0.078,0.612,14.0,85.3,0.25,True,True,0.5002802083333333,0.0317836805555555,0.1867253472222221,8.0,5.0,1.0,2,103.175,100.09,97.85,94.85,3.0
2007-02-14,CHA,False,85,100,33,86,0.384,4,8,0.5,15,23,0.652,17,50,18,8,5,12,21,95.4,112.2,89.1,0.267,0.093,0.442,54.9,54.5,9.0,8.6,0.407,11.1,34.0,0.174,0.541,13.1,80.5,0.27,False,False,0.4771222222222221,0.0435652777777777,0.1853909722222222,7.0,4.0,1.0,1,102.2,100.88,96.8,95.4,1.3999999999999915
2007-02-20,ATL,True,106,81,41,86,0.477,3,7,0.429,21,23,0.913,10,51,23,4,5,9,25,114.8,87.8,92.3,0.267,0.081,0.551,56.0,56.1,4.3,8.1,0.494,8.6,24.4,0.244,0.37,12.7,82.0,0.37,True,False,0.3866149305555555,0.0605434027777777,0.2352621527777777,7.0,4.0,2.0,6,103.64000000000001,100.575,98.25,95.25,3.0
2007-02-22,CLE,True,84,78,34,78,0.436,4,13,0.308,12,12,1.0,14,52,24,5,10,22,25,92.0,85.4,91.3,0.154,0.167,0.504,56.5,70.6,5.5,14.5,0.462,20.9,34.1,0.154,0.407,14.7,74.5,0.093,False,True,0.5149878472222222,0.0369069444444444,0.1777194444444444,8.0,5.0,3.0,2,102.665,98.73,97.3,93.5,3.799999999999997
2007-02-23,WAS,True,105,90,38,89,0.427,7,15,0.467,22,27,0.815,12,47,26,8,9,5,19,112.9,96.7,93.0,0.303,0.169,0.52,54.0,68.4,8.6,13.2,0.466,4.7,26.1,0.247,0.441,13.5,85.4,0.303,True,True,0.4280086805555556,0.0445510416666666,0.2338552083333333,9.0,5.0,3.0,1,103.57000000000001,98.655,98.4,93.7,4.700000000000003
2007-02-25,DET,False,93,95,36,75,0.48,5,13,0.385,16,24,0.667,13,45,21,5,9,15,22,110.4,112.8,84.2,0.32,0.173,0.543,52.3,58.3,5.9,11.8,0.513,14.9,39.4,0.213,0.417,8.2,60.4,0.222,False,True,0.4302958333333333,0.054609375,0.2449545138888889,8.0,4.0,3.0,2,103.47,100.95500000000001,97.5,95.15,2.3499999999999943
2007-02-26,ORL,False,87,94,32,81,0.395,7,18,0.389,16,20,0.8,12,31,25,15,7,17,27,96.0,103.7,90.6,0.247,0.222,0.484,38.8,78.1,16.5,10.9,0.438,15.9,28.6,0.198,0.459,22.9,50.0,0.37,True,True,0.4986628472222222,0.0582989583333333,0.1751753472222222,7.0,4.0,3.0,1,102.78,101.31500000000001,96.9,95.5,1.4000000000000057
2007-02-28,GSW,True,113,83,38,77,0.494,10,21,0.476,27,34,0.794,12,45,29,8,3,20,23,115.5,84.8,97.8,0.442,0.273,0.614,52.9,76.3,8.2,5.0,0.558,17.9,30.0,0.351,0.427,19.6,73.3,0.159,True,True,0.3963642361111111,0.037321875,0.2167510416666666,7.0,5.0,3.0,2,103.545,101.0,97.6,95.15,2.4499999999999886
2007-03-02,NOK,True,104,93,41,75,0.547,4,9,0.444,18,22,0.818,7,39,23,8,11,21,24,109.0,97.5,95.4,0.293,0.12,0.614,51.3,56.1,8.4,17.2,0.573,19.9,21.9,0.24,0.432,14.6,72.7,0.284,True,False,0.4727829861111111,0.0239215277777777,0.2094447916666666,8.0,6.0,3.0,2,104.575,100.93,98.55,95.05,3.5
2007-03-04,MIL,True,126,121,47,88,0.534,11,25,0.44,21,28,0.75,7,36,30,3,5,19,23,117.7,113.0,97.0,0.318,0.284,0.628,45.0,63.8,2.8,7.4,0.597,15.9,19.4,0.239,0.548,14.6,65.9,0.191,False,False,0.5285753472222222,0.0389322916666666,0.2479666666666666,8.0,6.0,3.0,2,105.55,101.295,100.3,96.2,4.099999999999994
2007-03-07,MIA,False,70,103,26,74,0.351,5,13,0.385,13,18,0.722,16,43,10,10,2,20,16,81.5,120.0,85.9,0.243,0.176,0.427,54.4,38.5,11.6,3.6,0.385,19.6,34.8,0.176,0.615,12.5,81.8,0.09,False,True,0.4454065972222221,0.0469371527777777,0.2184892361111111,7.0,6.0,3.0,3,104.58,102.67999999999999,99.1,97.05,2.049999999999997
2007-03-08,ORL,True,100,76,34,73,0.466,7,12,0.583,25,33,0.758,14,48,21,10,4,20,30,111.0,84.4,90.1,0.452,0.164,0.571,60.8,61.8,11.1,6.5,0.514,18.6,41.2,0.342,0.408,16.4,75.6,0.254,False,True,0.418886111111111,0.0291725694444444,0.250671875,8.0,7.0,4.0,1,104.61500000000001,102.015,99.3,96.6,2.700000000000003
2007-03-11,BOS,True,94,78,38,74,0.514,7,12,0.583,11,22,0.5,10,43,25,8,5,16,18,105.9,87.9,88.8,0.297,0.162,0.562,52.4,65.8,9.0,8.2,0.561,16.1,26.3,0.149,0.413,16.6,75.0,0.213,False,False,0.44650625,0.0342746527777777,0.2514409722222221,9.0,7.0,4.0,3,104.44000000000001,101.10499999999999,99.0,95.65,3.3499999999999943
2007-03-13,BOS,True,95,87,36,78,0.462,1,2,0.5,22,38,0.579,14,46,23,5,5,13,16,105.9,97.0,89.7,0.487,0.026,0.501,59.0,63.9,5.6,9.4,0.468,12.1,35.0,0.282,0.521,14.5,84.2,0.151,True,False,0.4255534722222222,0.0383072916666666,0.2650017361111111,10.0,7.0,4.0,2,104.755,100.365,98.85,94.5,4.349999999999994
2007-03-14,PHI,True,88,87,38,88,0.432,6,19,0.316,6,15,0.4,20,45,27,10,2,15,17,102.7,101.5,85.7,0.17,0.216,0.465,60.0,71.1,11.7,3.2,0.466,13.7,43.5,0.068,0.514,15.3,86.2,0.214,False,False,0.4437909722222222,0.0398270833333333,0.2318499999999999,10.0,7.0,4.0,1,104.55499999999999,100.405,97.9,93.8,4.1000000000000085
