Date,Opp,WL,TmScore,OppScore,FG,FGA,FGPer,Tm3P,Tm3PA,Tm3PPer,TmFT,TmFTA,TmFTPer,TmORB,TmTRB,TmAST,TmSTL,TmBLK,TmTOV,TmPF,ORtg,DRtg,Pace,FTr,Tm3PAr,TSPer,TRBPer,ASTPer,STLPer,BLKPer,TmeFGPer,TmTOVPer,ORBPer,TmFT_d_FGA,OppeFGPer,OppTOVPer,DRBPer,OppFT_d_FGA,Home,Opponent_PlayOff,Continuing_Players_WS48,Leaving_Players_WS48,Incoming_Players_WS48,WinsInLast15,WinsInLast10,WinsInLast5,days_between_games,ORtg_rolling_mean,DRtg_rolling_mean,TmScore_rolling_mean,OppScore_rolling_mean,Team_Prospect
1983-10-29,NJN,True,104,97,35,78,0.449,0,0,0.0,34,44,0.773,8,41,23,7,1,21,31,97.6,91.0,106.6,0.564,0.0,0.534,53.2,65.7,6.6,1.4,0.449,17.7,22.2,0.436,0.468,18.8,80.5,0.325,True,True,0.2747083333333333,0.0713333333333333,0.0839166666666666,1.0,1.0,1.0,0,97.6,91.0,104.0,97.0,7.0
1983-11-01,PHI,False,91,99,36,103,0.35,0,5,0.0,19,26,0.731,26,55,23,11,9,16,30,90.2,98.1,100.9,0.252,0.049,0.398,51.9,63.9,10.9,11.3,0.35,12.3,40.0,0.184,0.488,19.1,70.7,0.263,False,True,0.3086666666666667,0.0541875,0.0649375,1.0,1.0,1.0,3,93.9,94.55,97.5,98.0,-0.5
1983-11-03,NJN,False,107,112,38,96,0.396,3,4,0.75,28,36,0.778,14,39,14,10,4,21,31,99.6,104.2,107.5,0.375,0.042,0.478,40.6,36.8,9.3,4.9,0.411,15.8,25.9,0.292,0.5,15.9,59.5,0.333,False,True,0.2525833333333333,0.0660833333333333,0.0605416666666666,1.0,1.0,1.0,2,95.8,97.76666666666667,100.66666666666667,102.66666666666667,-2.0
1983-11-04,ATL,False,90,103,30,80,0.375,0,3,0.0,30,41,0.732,25,53,13,6,3,26,25,93.7,107.3,96.0,0.513,0.038,0.459,53.5,43.3,6.2,3.5,0.375,21.0,48.1,0.375,0.494,15.6,59.6,0.209,False,True,0.2397708333333333,0.0721666666666666,0.0734375,1.0,1.0,1.0,1,95.275,100.15,98.0,102.75,-4.75
1983-11-08,KCK,True,100,97,42,83,0.506,0,0,0.0,16,23,0.696,15,43,31,5,7,25,25,99.3,96.3,100.8,0.277,0.0,0.537,51.8,73.8,5.0,8.0,0.506,21.2,38.5,0.193,0.435,16.3,63.6,0.172,True,True,0.292375,0.0623958333333333,0.0551458333333333,2.0,2.0,2.0,4,96.08,99.38,98.4,101.6,-3.1999999999999886
1983-11-11,WSB,False,124,125,48,100,0.48,1,2,0.5,27,35,0.771,20,56,29,13,4,19,34,110.8,111.7,92.6,0.35,0.02,0.537,54.9,60.4,11.6,4.3,0.485,14.1,37.0,0.27,0.495,12.7,75.0,0.326,False,True,0.3728541666666666,0.0769166666666666,0.0821041666666666,2.0,2.0,1.0,3,98.53333333333335,101.43333333333334,102.66666666666667,105.5,-2.8333333333333286
1983-11-12,BOS,False,101,116,39,82,0.476,0,2,0.0,23,35,0.657,9,31,28,9,7,20,34,98.4,113.0,102.6,0.427,0.024,0.518,38.8,71.8,8.8,8.0,0.476,17.0,25.0,0.28,0.495,15.8,50.0,0.286,True,True,0.2726666666666666,0.0534999999999999,0.0744374999999999,2.0,2.0,1.0,1,98.51428571428572,103.08571428571429,102.42857142857143,107.0,-4.571428571428569
1983-11-15,DET,True,112,110,45,89,0.506,0,0,0.0,22,29,0.759,14,45,32,11,11,16,28,108.7,106.8,103.0,0.326,0.0,0.55,50.6,71.1,10.7,12.9,0.506,13.6,31.1,0.247,0.494,16.8,70.5,0.291,True,True,0.31275,0.0449791666666666,0.0424583333333333,3.0,3.0,2.0,3,99.7875,103.55,103.625,107.375,-3.75
1983-11-17,SEA,False,110,119,47,92,0.511,0,2,0.0,16,20,0.8,10,42,33,4,8,13,25,110.3,119.4,99.7,0.217,0.022,0.546,43.3,70.2,4.0,8.5,0.511,11.4,22.7,0.174,0.458,8.3,60.4,0.337,True,True,0.30575,0.0287291666666666,0.0417291666666666,3.0,3.0,2.0,2,100.95555555555556,105.3111111111111,104.33333333333333,108.66666666666667,-4.333333333333343
1983-11-19,IND,True,110,105,44,78,0.564,0,0,0.0,22,32,0.688,11,30,28,20,5,27,26,104.9,100.2,104.8,0.41,0.0,0.597,47.6,63.6,19.1,7.6,0.564,22.7,31.4,0.282,0.521,26.6,67.9,0.457,True,False,0.3216041666666667,0.0686666666666666,0.0510208333333333,4.0,4.0,2.0,2,101.35,104.8,104.9,108.3,-3.3999999999999915
1983-11-23,UTA,True,128,117,53,96,0.552,0,0,0.0,22,28,0.786,12,42,31,7,7,15,30,119.7,109.4,107.0,0.292,0.0,0.591,42.9,58.5,6.5,7.7,0.552,12.2,26.7,0.229,0.408,12.8,56.6,0.378,False,True,0.3018125,0.0885833333333333,0.0499166666666666,5.0,4.0,3.0,4,103.01818181818182,105.21818181818183,107.0,109.0909090909091,-2.0909090909090935
1983-11-25,PHO,False,94,120,35,78,0.449,0,1,0.0,24,30,0.8,9,35,28,8,5,16,30,96.7,123.5,97.2,0.385,0.013,0.515,45.5,80.0,8.2,5.7,0.449,14.9,24.3,0.308,0.568,11.3,65.0,0.227,False,True,0.2137083333333333,0.0727291666666666,0.0653749999999999,5.0,4.0,3.0,2,102.49166666666667,106.74166666666667,105.91666666666667,110.0,-4.083333333333329
1983-11-27,LAL,False,100,103,38,90,0.422,0,2,0.0,24,26,0.923,15,41,24,8,1,15,28,103.9,107.0,96.3,0.289,0.022,0.493,51.9,63.2,8.3,1.3,0.422,12.9,35.7,0.267,0.506,16.3,70.3,0.291,False,True,0.3174583333333333,0.0790833333333333,0.0469166666666666,5.0,4.0,2.0,2,102.6,106.76153846153846,105.46153846153847,109.46153846153847,-4.0
1983-11-29,HOU,False,110,116,38,82,0.463,0,3,0.0,34,48,0.708,13,29,13,10,0,15,36,109.2,115.1,100.8,0.585,0.037,0.533,35.4,34.2,9.9,0.0,0.463,12.7,28.3,0.415,0.469,17.4,44.4,0.494,False,False,0.338375,0.0710416666666666,0.0345833333333333,5.0,4.0,2.0,2,103.07142857142857,107.35714285714286,105.78571428571429,109.92857142857143,-4.142857142857139
1983-12-02,SAS,False,94,123,38,90,0.422,0,1,0.0,18,24,0.75,16,30,28,7,8,15,22,97.6,127.7,96.3,0.267,0.011,0.467,37.5,73.7,7.3,10.1,0.422,13.0,30.8,0.2,0.586,17.4,50.0,0.346,False,False,0.2217708333333333,0.0727916666666666,0.0695833333333333,5.0,3.0,1.0,3,102.70666666666666,108.71333333333334,105.0,110.8,-5.799999999999997
1983-12-03,DAL,False,100,110,41,79,0.519,0,1,0.0,18,24,0.75,11,36,30,7,1,18,28,105.1,115.6,95.2,0.304,0.013,0.558,50.0,73.2,7.4,1.2,0.519,16.7,30.6,0.228,0.529,11.8,69.4,0.207,False,True,0.362375,0.0698749999999999,0.0209999999999999,4.0,3.0,0.0,1,102.85625,109.14375,104.6875,110.75,-6.0625
1983-12-06,BOS,False,105,118,41,91,0.451,0,0,0.0,23,28,0.821,13,42,25,7,2,9,25,107.3,120.6,97.8,0.308,0.0,0.508,46.2,61.0,7.2,2.4,0.451,8.0,25.5,0.253,0.553,11.7,72.5,0.282,True,True,0.2878333333333333,0.0548958333333333,0.0527916666666666,4.0,3.0,0.0,3,103.11764705882354,109.81764705882354,104.70588235294117,111.17647058823529,-6.470588235294116
1983-12-09,HOU,False,112,115,37,95,0.389,0,1,0.0,38,53,0.717,24,43,25,11,7,15,29,105.9,108.8,95.8,0.558,0.011,0.473,45.7,67.6,10.4,8.3,0.389,11.3,40.7,0.4,0.552,21.5,54.3,0.233,True,False,0.3238541666666666,0.0692916666666666,0.0683958333333333,4.0,2.0,0.0,3,103.27222222222223,109.76111111111112,105.11111111111111,111.38888888888889,-6.2777777777777715
1983-12-10,CLE,False,95,101,37,91,0.407,0,0,0.0,21,31,0.677,12,38,31,8,6,11,32,96.0,102.1,98.9,0.341,0.0,0.454,44.7,83.8,8.1,7.8,0.407,9.5,26.7,0.231,0.442,18.9,65.0,0.429,True,False,0.28575,0.0519791666666666,0.0437916666666666,4.0,2.0,0.0,1,102.88947368421053,109.35789473684211,104.57894736842105,110.84210526315789,-6.263157894736835
1983-12-13,MIL,True,96,88,36,85,0.424,0,1,0.0,24,34,0.706,21,50,21,8,2,11,16,111.1,101.8,86.4,0.4,0.012,0.48,57.5,58.3,9.3,2.6,0.424,9.9,46.7,0.282,0.456,14.6,69.0,0.203,True,True,0.2904583333333333,0.0475,0.0806458333333333,4.0,2.0,1.0,3,103.3,108.97999999999999,104.15,109.7,-5.549999999999997
1983-12-15,NYK,True,113,107,41,65,0.631,0,0,0.0,31,45,0.689,10,34,25,12,4,22,24,115.5,109.4,97.8,0.692,0.0,0.666,56.7,61.0,12.3,5.3,0.631,20.6,37.0,0.477,0.558,19.7,72.7,0.256,False,True,0.2961875,0.0525,0.0771041666666666,5.0,2.0,2.0,2,104.19500000000001,109.9,104.6,110.2,-5.6000000000000085
1983-12-17,DAL,True,102,84,39,77,0.506,0,1,0.0,24,31,0.774,12,51,29,7,8,25,32,101.5,83.6,100.5,0.403,0.013,0.563,60.0,74.4,7.0,9.4,0.506,21.6,35.3,0.312,0.344,11.1,76.5,0.244,True,True,0.2737916666666666,0.05225,0.08675,6.0,3.0,3.0,2,104.75999999999999,109.175,105.15,109.45,-4.299999999999997
1983-12-22,MIL,True,116,99,46,86,0.535,0,0,0.0,24,27,0.889,14,35,25,12,2,17,23,122.5,104.6,94.7,0.314,0.0,0.593,46.7,54.3,12.7,2.5,0.535,14.8,37.8,0.279,0.47,17.6,55.3,0.268,False,True,0.2951041666666666,0.0565,0.0785416666666666,6.0,4.0,4.0,5,105.905,109.19499999999998,105.6,108.8,-3.200000000000003
1983-12-23,WSB,True,114,93,47,88,0.534,0,1,0.0,20,26,0.769,22,51,34,6,5,14,25,127.9,104.4,89.1,0.295,0.011,0.573,63.8,72.3,6.7,6.7,0.534,12.3,56.4,0.227,0.468,13.4,70.7,0.273,True,True,0.2662916666666667,0.0600208333333333,0.0821458333333333,7.0,5.0,5.0,1,107.61500000000001,109.05,106.8,108.3,-1.5
1983-12-27,NYK,True,102,96,34,65,0.523,0,1,0.0,34,42,0.81,8,34,23,12,3,24,32,103.3,97.2,98.8,0.646,0.015,0.611,58.6,67.6,12.1,4.7,0.523,22.3,30.8,0.523,0.485,23.5,81.3,0.463,True,True,0.2918541666666667,0.0483333333333333,0.0824791666666666,7.0,6.0,5.0,4,107.81499999999998,109.095,106.9,108.25,-1.3499999999999943
1983-12-29,POR,True,100,99,41,71,0.577,0,1,0.0,18,22,0.818,6,32,24,10,8,23,23,104.4,103.4,95.8,0.31,0.014,0.62,43.8,58.5,10.4,9.8,0.577,22.2,21.4,0.254,0.53,20.2,57.8,0.133,True,True,0.2917708333333333,0.0709166666666666,0.08975,7.0,7.0,5.0,2,107.495,108.67999999999999,105.7,106.95,-1.25
1983-12-30,DET,False,96,103,35,81,0.432,1,5,0.2,25,40,0.625,14,42,18,5,4,15,26,98.3,105.5,97.6,0.494,0.062,0.487,45.2,51.4,5.1,4.7,0.438,13.2,27.5,0.309,0.477,14.0,66.7,0.244,False,True,0.2881666666666667,0.052125,0.0855,7.0,7.0,4.0,1,107.48999999999998,108.30499999999999,105.45,106.3,-0.8499999999999943
1984-01-03,PHO,True,102,97,38,83,0.458,0,0,0.0,26,39,0.667,12,41,28,13,3,13,22,101.2,96.2,100.8,0.47,0.0,0.509,49.4,73.7,12.9,4.1,0.458,11.5,25.5,0.313,0.506,19.7,80.6,0.2,True,True,0.2807291666666667,0.0601666666666666,0.0980208333333333,8.0,8.0,4.0,4,107.11500000000001,107.775,104.95,105.65,-0.7000000000000028
1984-01-04,IND,False,89,102,37,85,0.435,1,3,0.333,14,22,0.636,13,49,21,7,3,24,19,88.5,101.4,100.6,0.259,0.035,0.47,53.3,56.8,7.0,3.4,0.441,20.2,27.7,0.165,0.506,11.2,80.0,0.135,False,False,0.2862291666666666,0.0633333333333333,0.0962291666666666,8.0,8.0,3.0,1,106.025,106.875,103.9,104.8,-0.8999999999999915
1984-01-06,WSB,False,88,96,36,86,0.419,1,4,0.25,15,25,0.6,18,53,18,10,14,27,18,83.1,90.7,95.9,0.291,0.047,0.454,48.6,50.0,9.4,14.0,0.424,21.8,34.6,0.174,0.396,17.3,61.4,0.158,False,True,0.3345833333333333,0.0569999999999999,0.0980833333333333,8.0,7.0,2.0,2,104.93499999999999,106.4,102.8,104.35,-1.5499999999999972
1984-01-07,WSB,True,87,73,36,85,0.424,0,1,0.0,15,21,0.714,12,53,29,5,6,12,20,94.8,79.6,91.7,0.247,0.012,0.462,55.2,80.6,5.5,8.3,0.424,11.3,26.1,0.176,0.399,15.7,82.0,0.127,True,True,0.2734166666666666,0.0554166666666666,0.0903541666666666,9.0,7.0,2.0,1,103.69000000000001,104.91,100.75,102.15,-1.4000000000000057
1984-01-10,IND,True,105,104,43,99,0.434,0,0,0.0,19,28,0.679,23,52,26,14,7,23,21,97.2,96.3,108.0,0.283,0.0,0.472,52.5,60.5,13.0,8.4,0.434,17.1,40.4,0.192,0.488,21.3,69.0,0.262,True,False,0.2913333333333333,0.06175,0.0904166666666666,10.0,7.0,3.0,3,103.71499999999999,103.55,101.3,101.35,-0.04999999999999716
1984-01-11,NJN,False,105,120,41,88,0.466,0,1,0.0,23,31,0.742,14,43,17,11,2,25,29,97.5,111.5,107.6,0.352,0.011,0.517,48.3,41.5,10.2,2.2,0.466,19.7,31.8,0.261,0.495,14.4,64.4,0.33,False,True,0.2454791666666667,0.0683541666666666,0.0640833333333333,10.0,6.0,2.0,1,103.39500000000001,103.775,101.55,102.2,-0.6500000000000057
1984-01-13,DET,False,104,115,35,66,0.53,0,1,0.0,34,40,0.85,9,37,21,2,7,19,24,112.6,124.5,92.4,0.606,0.015,0.622,46.3,60.0,2.2,7.2,0.53,18.5,29.0,0.515,0.495,8.6,57.1,0.196,False,True,0.3111875,0.06075,0.0645416666666666,10.0,5.0,2.0,2,103.56500000000001,104.245,101.25,102.15,-0.9000000000000057
1984-01-14,NYK,False,111,113,42,92,0.457,0,0,0.0,27,36,0.75,23,49,35,7,8,10,27,115.2,117.2,96.4,0.391,0.0,0.515,53.3,83.3,7.3,10.0,0.457,8.5,42.6,0.293,0.543,14.1,68.4,0.293,True,True,0.27675,0.0569999999999999,0.0958125,9.0,4.0,2.0,1,104.44500000000001,103.72,102.1,101.65,0.44999999999998863
1984-01-17,CLE,False,103,105,34,70,0.486,0,1,0.0,35,42,0.833,11,42,29,8,1,25,24,101.7,103.6,101.3,0.6,0.014,0.582,51.2,85.3,7.9,1.1,0.486,22.0,31.4,0.5,0.484,14.0,66.0,0.137,True,False,0.2992916666666667,0.0671666666666666,0.0915208333333333,8.0,3.0,1.0,3,104.275,103.12,102.25,101.4,0.8499999999999943
1984-01-19,NYK,False,92,109,36,76,0.474,1,4,0.25,19,28,0.679,12,37,22,8,1,27,37,91.1,107.9,101.0,0.368,0.053,0.521,45.7,61.1,7.9,1.3,0.48,23.4,29.3,0.25,0.487,18.7,62.5,0.461,False,True,0.239875,0.0626458333333333,0.0606875,7.0,3.0,0.0,2,103.465,102.48499999999999,101.6,100.95,0.6499999999999915
1984-01-21,CLE,True,111,94,37,68,0.544,0,0,0.0,37,47,0.787,7,42,28,8,2,20,30,110.5,93.6,100.4,0.691,0.0,0.626,53.2,75.7,8.0,2.4,0.544,18.4,23.3,0.544,0.4,15.1,71.4,0.306,False,False,0.326125,0.0512708333333333,0.0370416666666666,7.0,3.0,1.0,2,103.69500000000001,101.725,101.55,99.9,1.6499999999999915
1984-01-24,ATL,False,93,100,34,76,0.447,0,1,0.0,25,30,0.833,14,40,24,7,7,13,24,108.3,116.4,85.9,0.395,0.013,0.521,52.6,70.6,8.2,10.0,0.447,12.7,36.8,0.329,0.528,14.0,68.4,0.333,True,True,0.3190625,0.0688333333333333,0.072625,6.0,3.0,1.0,3,104.30999999999999,102.44000000000001,101.45,99.85,1.6000000000000085
1984-01-26,DEN,False,125,126,42,83,0.506,0,1,0.0,41,53,0.774,16,45,28,9,10,20,36,115.2,116.1,108.6,0.639,0.012,0.588,54.2,66.7,8.3,11.6,0.506,15.8,39.0,0.494,0.529,15.2,69.0,0.391,True,True,0.2495,0.0632708333333333,0.0952083333333333,5.0,3.0,1.0,2,104.51500000000001,103.155,102.9,101.75,1.1500000000000057
1984-01-31,BOS,False,83,106,33,86,0.384,0,1,0.0,17,27,0.63,6,42,22,9,5,20,26,75.0,95.8,110.7,0.314,0.012,0.424,39.6,66.7,8.1,5.7,0.384,17.0,11.1,0.198,0.451,17.1,69.2,0.25,True,True,0.2662916666666666,0.061875,0.0675833333333333,4.0,2.0,1.0,5,102.49000000000001,102.475,101.4,101.7,-0.29999999999999716
1984-02-01,ATL,False,103,116,31,75,0.413,1,2,0.5,40,49,0.816,18,40,21,3,4,16,25,110.0,123.9,93.6,0.653,0.027,0.533,48.8,67.7,3.2,5.1,0.42,14.2,38.3,0.533,0.582,14.7,62.9,0.304,False,True,0.2687916666666666,0.0583333333333333,0.0588958333333333,4.0,1.0,1.0,1,102.915,104.49000000000001,101.45,103.3,-1.8499999999999943
1984-02-03,CLE,False,76,106,34,85,0.4,0,1,0.0,8,16,0.5,12,41,20,8,5,19,26,77.8,108.5,97.7,0.188,0.012,0.413,47.1,58.8,8.2,6.3,0.4,17.1,26.1,0.094,0.512,14.1,70.7,0.268,False,False,0.2081458333333333,0.0580624999999999,0.0802916666666666,3.0,1.0,0.0,2,100.67999999999999,104.68499999999999,99.45,103.65,-4.200000000000003
1984-02-04,NJN,False,105,108,38,73,0.521,0,0,0.0,29,38,0.763,11,48,31,8,13,31,25,98.3,101.1,106.8,0.521,0.0,0.585,60.0,81.6,7.5,13.5,0.521,25.7,37.9,0.397,0.423,11.8,72.5,0.255,True,True,0.2576041666666667,0.0676875,0.0913124999999999,3.0,1.0,0.0,1,99.2,104.52000000000001,99.0,104.4,-5.400000000000006
1984-02-07,PHI,True,104,89,41,75,0.547,0,2,0.0,22,26,0.846,12,44,30,9,9,22,21,109.0,93.3,95.4,0.347,0.027,0.602,58.7,73.2,9.4,11.1,0.547,20.3,36.4,0.293,0.452,15.6,76.2,0.169,True,True,0.2981875,0.0508125,0.0830624999999999,4.0,2.0,1.0,3,99.485,104.325,99.1,104.05,-4.950000000000003
1984-02-08,NJN,True,114,110,40,86,0.465,1,2,0.5,33,44,0.75,12,38,26,13,7,25,30,100.6,97.0,102.7,0.512,0.023,0.541,41.8,65.0,11.5,7.7,0.471,19.2,27.3,0.384,0.441,21.0,55.3,0.301,False,True,0.3505208333333334,0.0475833333333333,0.0592291666666666,4.0,3.0,2.0,1,99.295,104.005,99.8,104.6,-4.799999999999997
1984-02-10,PHI,True,100,91,34,72,0.472,0,0,0.0,32,37,0.865,12,55,21,8,3,24,26,100.7,91.6,99.3,0.514,0.0,0.566,57.9,61.8,8.1,3.5,0.472,21.4,31.6,0.444,0.378,11.1,75.4,0.256,False,True,0.3277083333333333,0.0395208333333333,0.0646041666666666,4.0,4.0,3.0,2,99.41499999999999,103.30999999999999,100.0,104.0,-4.0
1984-02-11,GSW,True,101,96,36,81,0.444,0,2,0.0,29,38,0.763,17,53,26,8,11,23,23,98.5,93.6,102.6,0.469,0.025,0.517,57.0,72.2,7.8,12.6,0.444,19.1,37.0,0.358,0.436,14.5,76.6,0.149,True,False,0.3226875,0.0504791666666666,0.0486875,5.0,4.0,4.0,1,99.28,103.17999999999999,99.95,103.95,-4.0
1984-02-14,SDC,True,112,99,44,78,0.564,0,0,0.0,24,28,0.857,5,38,37,10,7,16,20,111.0,98.1,100.9,0.359,0.0,0.62,47.5,84.1,9.9,7.9,0.564,15.0,15.6,0.308,0.478,16.8,68.8,0.12,True,False,0.3065833333333333,0.0490208333333333,0.0732083333333333,6.0,5.0,5.0,3,100.405,103.01500000000001,101.1,103.8,-2.700000000000003
1984-02-17,SAS,False,109,111,47,92,0.511,1,1,1.0,14,16,0.875,14,47,37,5,7,17,23,107.4,109.3,101.5,0.174,0.011,0.55,56.6,78.7,4.9,7.9,0.516,14.7,32.6,0.152,0.539,10.7,82.5,0.169,True,False,0.27975,0.0735,0.1050416666666666,6.0,5.0,4.0,3,101.61999999999999,103.94500000000001,102.15,104.55,-2.3999999999999915
1984-02-19,MIL,False,103,113,38,85,0.447,2,2,1.0,25,35,0.714,14,40,25,6,4,17,22,102.7,112.6,100.3,0.412,0.024,0.513,51.9,65.8,6.0,4.9,0.459,14.5,31.8,0.294,0.595,14.6,78.8,0.155,True,True,0.3188125,0.0598333333333333,0.0763541666666666,6.0,5.0,3.0,2,102.015,105.595,102.95,106.55,-3.5999999999999943
1984-02-21,UTA,False,95,117,39,93,0.419,0,0,0.0,17,25,0.68,19,55,26,13,10,31,32,79.4,97.8,119.7,0.269,0.0,0.457,56.7,66.7,10.9,10.8,0.419,23.0,35.8,0.183,0.484,19.0,81.8,0.277,True,True,0.2408541666666666,0.0476666666666666,0.08025,6.0,5.0,2.0,2,101.125,105.66999999999999,102.45,107.2,-4.75
1984-02-22,IND,True,121,111,43,77,0.558,0,0,0.0,35,41,0.854,11,36,24,10,2,15,26,125.8,115.4,96.2,0.532,0.0,0.637,48.6,55.8,10.4,2.7,0.558,13.6,31.4,0.455,0.548,14.4,64.1,0.226,False,False,0.32325,0.0483333333333333,0.0599791666666666,6.0,6.0,2.0,1,102.54,105.86499999999998,103.25,106.75,-3.5
1984-02-24,WSB,False,96,102,40,89,0.449,0,2,0.0,16,20,0.8,13,44,28,7,6,11,18,103.2,109.6,93.1,0.225,0.022,0.491,50.0,70.0,7.5,7.2,0.449,10.1,27.7,0.18,0.536,11.6,75.6,0.143,True,True,0.3161875,0.0456666666666666,0.069125,6.0,6.0,1.0,2,102.07000000000001,105.11999999999998,102.85,106.1,-3.25
1984-02-25,ATL,False,87,122,35,84,0.417,0,0,0.0,17,21,0.81,13,35,17,4,2,13,35,96.5,135.3,90.2,0.25,0.0,0.467,42.7,48.6,4.4,2.7,0.417,12.2,27.7,0.202,0.514,8.5,62.9,0.622,False,True,0.2219374999999999,0.0590625,0.1046875,6.0,5.0,1.0,1,101.135,106.025,101.65,106.55,-4.8999999999999915
1984-02-28,LAL,False,108,124,43,90,0.478,1,3,0.333,21,29,0.724,14,43,28,5,3,16,24,107.2,123.0,100.8,0.322,0.033,0.525,53.1,65.1,5.0,3.7,0.483,13.5,32.6,0.233,0.588,10.0,76.3,0.282,True,True,0.249375,0.0615,0.1188333333333333,6.0,4.0,1.0,3,101.41,106.995,101.9,107.5,-5.599999999999994
1984-02-29,MIL,False,83,112,35,83,0.422,0,1,0.0,13,17,0.765,11,29,20,10,2,22,32,85.3,115.1,97.3,0.205,0.012,0.459,40.8,57.1,10.3,2.7,0.422,19.6,26.8,0.157,0.539,19.5,60.0,0.395,False,True,0.2734375,0.0368333333333333,0.0904583333333333,6.0,3.0,1.0,1,101.12,107.35499999999999,101.45,107.65,-6.200000000000003
1984-03-02,BOS,False,100,104,43,87,0.494,0,1,0.0,14,15,0.933,12,37,21,8,3,16,31,105.8,110.0,94.5,0.172,0.011,0.534,49.3,48.8,8.5,4.2,0.494,14.6,30.8,0.161,0.493,16.6,69.4,0.438,False,True,0.2714583333333333,0.0538333333333333,0.0958541666666666,6.0,2.0,0.0,2,100.885,108.175,100.9,108.15,-7.25
1984-03-03,ATL,True,102,98,42,71,0.592,0,1,0.0,18,23,0.783,4,29,31,3,6,20,36,104.5,100.4,97.6,0.324,0.014,0.629,42.0,73.8,3.1,9.0,0.592,19.8,12.5,0.254,0.423,21.8,67.6,0.535,True,True,0.2481666666666667,0.0370833333333333,0.1113124999999999,7.0,2.0,1.0,1,100.69500000000001,107.375,101.35,108.05,-6.700000000000003
1984-03-06,DET,False,108,124,43,82,0.524,1,1,1.0,21,36,0.583,11,39,33,8,5,18,26,102.0,117.1,105.9,0.439,0.012,0.552,47.0,76.7,7.6,5.4,0.53,15.5,25.6,0.256,0.554,14.7,70.0,0.239,True,True,0.2414791666666667,0.038,0.1289375,6.0,2.0,1.0,3,100.035,107.425,100.5,107.95,-7.450000000000003
1984-03-08,KCK,False,110,115,49,88,0.557,0,1,0.0,12,14,0.857,9,36,20,9,9,20,33,107.8,112.7,102.1,0.159,0.011,0.584,52.9,40.8,8.8,11.1,0.557,17.5,27.3,0.136,0.537,14.2,77.1,0.329,False,True,0.3066041666666667,0.0569166666666666,0.0927708333333333,5.0,2.0,1.0,2,101.675,108.27000000000001,101.85,108.4,-6.550000000000011
1984-03-10,SDC,False,110,115,46,91,0.505,2,6,0.333,16,18,0.889,15,35,27,7,8,15,29,114.6,119.8,96.0,0.198,0.066,0.556,44.3,58.7,7.3,9.4,0.516,13.2,34.9,0.176,0.545,13.0,55.6,0.216,False,False,0.2948958333333333,0.0490833333333333,0.0868958333333333,4.0,2.0,1.0,2,101.905,108.06499999999998,102.2,108.35,-6.1499999999999915
1984-03-13,GSW,True,112,101,50,89,0.562,0,1,0.0,12,21,0.571,20,43,23,13,2,26,30,111.6,100.6,100.4,0.236,0.011,0.57,55.1,46.0,13.0,2.6,0.562,20.9,52.6,0.135,0.512,20.1,57.5,0.179,False,False,0.2759583333333333,0.0426874999999999,0.1008125,4.0,2.0,2.0,3,103.595,107.66999999999999,104.0,108.1,-4.099999999999994
1984-03-15,SEA,False,90,106,38,95,0.4,0,2,0.0,14,23,0.609,13,38,28,8,4,10,21,93.3,109.9,96.4,0.242,0.021,0.428,46.9,73.7,8.3,5.2,0.4,8.7,26.5,0.147,0.577,16.4,78.1,0.205,False,True,0.2911666666666667,0.0340208333333333,0.0820416666666666,3.0,2.0,1.0,2,103.345,108.10999999999999,103.25,108.0,-4.75
1984-03-16,POR,True,156,155,62,112,0.554,0,0,0.0,32,41,0.78,15,45,36,8,3,19,43,119.6,118.9,92.1,0.366,0.0,0.6,44.1,58.1,6.1,2.7,0.554,12.7,30.6,0.286,0.491,11.9,56.6,0.365,False,True,0.4028125,0.0805625,0.1448958333333333,4.0,3.0,2.0,1,103.875,109.38999999999999,105.85,111.3,-5.450000000000003
1984-03-18,DEN,False,104,107,40,82,0.488,0,3,0.0,24,30,0.8,7,37,26,6,10,15,27,104.0,107.0,100.0,0.366,0.037,0.546,45.1,65.0,6.0,11.9,0.488,13.6,17.5,0.293,0.482,13.2,71.4,0.294,False,True,0.3123541666666666,0.0427499999999999,0.0714166666666666,4.0,3.0,2.0,2,104.045,109.88999999999999,105.35,111.15,-5.800000000000011
1984-03-20,CLE,True,108,104,42,87,0.483,0,0,0.0,24,32,0.75,13,51,25,4,9,12,22,105.1,101.2,93.1,0.368,0.0,0.534,53.1,59.5,3.9,8.9,0.483,10.6,28.9,0.276,0.427,9.6,74.5,0.155,True,False,0.347875,0.0490833333333333,0.0873541666666666,5.0,4.0,3.0,2,104.26499999999999,110.37,105.75,111.8,-6.049999999999997
1984-03-23,IND,False,112,119,50,83,0.602,1,4,0.25,11,16,0.688,9,35,38,8,3,24,26,111.5,118.5,100.4,0.193,0.048,0.622,52.2,76.0,8.0,3.7,0.608,21.0,29.0,0.133,0.58,12.8,72.2,0.309,False,False,0.307625,0.0394999999999999,0.081625,4.0,4.0,2.0,3,104.91499999999999,111.61500000000001,106.3,112.95,-6.650000000000006
