Date,Opp
2000-10-31,SAC
2000-11-03,NJN
2000-11-04,IND
2000-11-07,WAS
2000-11-09,ORL
2000-11-11,TOR
2000-11-14,HOU
2000-11-16,DEN
2000-11-18,UTA
2000-11-19,LAL
2000-11-21,GSW
2000-11-22,SAC
2000-11-26,TOR
2000-11-28,MIN
2000-11-30,ATL
2000-12-01,NYK
2000-12-05,MIN
2000-12-06,CLE
2000-12-08,DAL
2000-12-09,SAS
2000-12-11,PHO
2000-12-13,BOS
2000-12-15,ATL
2000-12-16,PHI
2000-12-19,IND
2000-12-21,ORL
2000-12-23,DET
2000-12-28,SAS
2000-12-29,NYK
2000-12-31,NJN
2001-01-02,MIL
2001-01-04,WAS
2001-01-08,DAL
2001-01-09,CHH
2001-01-12,CHH
2001-01-14,MIA
2001-01-15,ORL
2001-01-17,PHI
2001-01-18,DET
2001-01-20,NJN
2001-01-23,POR
2001-01-24,CLE
2001-01-27,TOR
2001-01-30,POR
2001-02-01,SEA
2001-02-03,VAN
2001-02-05,LAC
2001-02-06,PHO
2001-02-13,ATL
2001-02-17,MIA
2001-02-19,CLE
2001-02-20,MIL
2001-02-22,LAC
2001-02-24,VAN
2001-02-26,GSW
2001-02-28,HOU
2001-03-02,NYK
2001-03-03,MIL
2001-03-06,CLE
2001-03-09,DET
2001-03-10,ATL
2001-03-12,CHH
2001-03-14,PHI
2001-03-16,SEA
2001-03-17,NYK
2001-03-20,ORL
2001-03-21,MIA
2001-03-23,CHH
2001-03-25,BOS
2001-03-26,DEN
2001-03-29,BOS
2001-03-31,MIA
2001-04-03,DET
2001-04-05,LAL
2001-04-06,IND
2001-04-08,TOR
2001-04-10,MIL
2001-04-11,WAS
2001-04-13,UTA
2001-04-15,IND
2001-04-17,NJN
2001-04-18,PHI
