Date,Opp
2011-12-25,LAL
2011-12-26,GSW
2011-12-29,SAC
2011-12-30,LAC
2012-01-01,MEM
2012-01-03,ATL
2012-01-04,DET
2012-01-06,ORL
2012-01-07,ATL
2012-01-09,DET
2012-01-10,MIN
2012-01-11,WAS
2012-01-13,BOS
2012-01-14,TOR
2012-01-16,MEM
2012-01-17,PHO
2012-01-20,CLE
2012-01-21,CHA
2012-01-23,NJN
2012-01-25,IND
2012-01-27,MIL
2012-01-29,MIA
2012-01-30,WAS
2012-02-01,PHI
2012-02-02,NYK
2012-02-04,MIL
2012-02-06,NJN
2012-02-08,NOH
2012-02-10,CHA
2012-02-12,BOS
2012-02-14,SAC
2012-02-16,BOS
2012-02-18,NJN
2012-02-20,ATL
2012-02-22,MIL
2012-02-28,NOH
2012-02-29,SAS
2012-03-02,CLE
2012-03-04,PHI
2012-03-05,IND
2012-03-07,MIL
2012-03-08,ORL
2012-03-10,UTA
2012-03-12,NYK
2012-03-14,MIA
2012-03-16,POR
2012-03-17,PHI
2012-03-19,ORL
2012-03-21,TOR
2012-03-24,TOR
2012-03-26,DEN
2012-03-28,ATL
2012-03-30,DET
2012-04-01,OKC
2012-04-02,HOU
2012-04-05,BOS
2012-04-08,NYK
2012-04-10,NYK
2012-04-12,MIA
2012-04-15,DET
2012-04-16,WAS
2012-04-18,CHA
2012-04-19,MIA
2012-04-21,DAL
2012-04-25,IND
2012-04-26,CLE
