Date,Opp
1992-11-06,CLE
1992-11-07,ATL
1992-11-09,IND
1992-11-11,DET
1992-11-13,MIL
1992-11-14,DEN
1992-11-17,MIN
1992-11-19,SEA
1992-11-20,LAL
1992-11-22,PHO
1992-11-24,GSW
1992-11-28,NYK
1992-12-02,BOS
1992-12-04,POR
1992-12-05,BOS
1992-12-08,ATL
1992-12-09,CLE
1992-12-11,HOU
1992-12-12,NJN
1992-12-15,CHH
1992-12-17,WSB
1992-12-19,PHI
1992-12-21,MIA
1992-12-23,WSB
1992-12-25,NYK
1992-12-26,IND
1992-12-29,CHH
1992-12-30,MIA
1993-01-02,IND
1993-01-05,LAL
1993-01-06,CLE
1993-01-08,MIL
1993-01-09,PHI
1993-01-12,ORL
1993-01-15,GSW
1993-01-16,ORL
1993-01-18,BOS
1993-01-21,NJN
1993-01-22,CHH
1993-01-24,SAS
1993-01-26,DAL
1993-01-28,HOU
1993-01-30,DEN
1993-02-01,UTA
1993-02-03,SAC
1993-02-04,LAC
1993-02-07,POR
1993-02-10,IND
1993-02-12,NYK
1993-02-13,CLE
1993-02-15,SAC
1993-02-17,UTA
1993-02-23,MIL
1993-02-25,ORL
1993-02-27,ATL
1993-03-02,NJN
1993-03-03,DAL
1993-03-05,SAS
1993-03-09,SEA
1993-03-11,MIA
1993-03-12,CHH
1993-03-14,DET
1993-03-15,LAC
1993-03-19,WSB
1993-03-20,WSB
1993-03-23,MIN
1993-03-24,PHI
1993-03-26,ORL
1993-03-30,PHO
1993-04-02,NJN
1993-04-04,BOS
1993-04-06,MIL
1993-04-09,ATL
1993-04-10,IND
1993-04-12,DET
1993-04-14,MIA
1993-04-16,MIL
1993-04-18,CLE
1993-04-20,PHI
1993-04-22,DET
1993-04-23,CHH
1993-04-25,NYK
