Date,Sep,Opp,WL,TmScore,OppScore,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA
2006-11-12,,MEM,W,91,81,98.3,87.5,92.5,.238,.200,.515,50.6,72.2,7.6,5.8,.475,16.9,23.1,.188,.432,18.4,75.0,.247
2006-11-17,,TOR,W,107,100,110.4,103.2,96.9,.466,.151,.608,54.4,60.0,5.2,3.1,.568,17.0,22.9,.329,.476,12.0,79.5,.253
2006-11-19,,CHI,W,82,72,92.4,81.1,88.8,.414,.229,.495,54.8,50.0,5.6,9.7,.443,21.0,31.6,.286,.381,16.1,70.9,.138
2006-11-21,,LAC,W,105,101,109.2,105.0,96.2,.517,.225,.481,52.0,51.5,7.3,5.2,.416,11.4,40.7,.348,.500,16.0,65.9,.188
2006-11-24,@,UTA,L,108,114,119.5,126.1,90.4,.500,.284,.598,37.5,45.7,8.8,9.1,.527,10.9,16.7,.405,.571,13.3,58.3,.321
2006-11-26,,NJN,W,99,93,108.6,102.0,91.2,.244,.305,.545,48.1,81.1,6.6,14.8,.524,13.4,25.0,.159,.514,15.8,75.7,.264
2006-11-28,,MIL,L,105,109,107.1,111.1,98.1,.235,.435,.560,55.1,76.3,5.1,13.0,.512,16.8,31.7,.212,.547,14.6,81.1,.188
2006-11-30,,UTA,W,132,102,137.3,106.1,96.1,.587,.227,.699,55.8,60.0,9.4,6.8,.653,12.9,35.5,.453,.482,14.2,69.6,.265
2006-12-02,@,LAC,W,97,88,104.0,94.4,93.3,.238,.263,.549,45.7,42.5,6.4,13.4,.544,14.5,19.5,.125,.449,17.0,72.5,.231
2006-12-04,,IND,W,101,87,107.7,92.8,93.8,.342,.250,.578,59.4,64.1,11.7,7.8,.546,20.1,35.5,.237,.470,21.3,78.9,.358
2006-12-06,,NOK,L,89,105,96.3,113.6,92.4,.315,.260,.535,38.8,66.7,9.7,7.8,.514,17.0,14.7,.192,.511,13.1,56.5,.120
2006-12-08,,ATL,W,106,95,117.0,104.8,90.6,.357,.271,.654,54.5,74.4,6.6,5.8,.614,19.0,30.0,.286,.464,13.9,70.2,.217
2006-12-10,,SAS,W,106,99,112.1,104.7,94.5,.193,.205,.555,56.0,58.1,10.6,6.1,.534,15.1,33.3,.136,.597,19.0,84.8,.181
2006-12-12,@,HOU,W,102,94,106.0,97.7,96.2,.214,.262,.555,47.5,67.5,10.4,8.7,.524,14.8,20.0,.167,.500,18.8,75.0,.288
2006-12-13,@,DAL,L,101,110,111.5,121.4,90.6,.562,.274,.555,44.3,43.8,9.9,1.9,.479,13.3,27.3,.425,.631,19.3,73.1,.431
2006-12-15,,HOU,W,112,101,102.7,92.6,90.2,.340,.245,.518,45.5,65.0,12.8,11.3,.479,12.9,23.2,.234,.489,19.5,74.4,.096
2006-12-17,,WAS,L,141,147,126.9,132.3,100.6,.300,.440,.623,49.4,73.5,5.4,9.2,.585,11.0,25.0,.240,.575,7.4,78.0,.540
2006-12-19,@,CHI,L,89,94,92.6,97.8,96.1,.289,.250,.519,48.6,50.0,10.4,13.0,.493,18.2,16.7,.184,.519,17.2,80.6,.167
2006-12-20,@,MIN,W,111,94,127.7,108.1,87.0,.235,.210,.621,52.2,47.8,6.9,8.8,.617,11.8,31.4,.136,.513,11.3,73.5,.165
2006-12-22,@,NJN,W,99,95,111.2,106.7,89.0,.338,.338,.607,56.3,82.4,2.2,6.2,.563,18.1,21.9,.268,.446,5.0,79.2,.238
2006-12-25,@,MIA,L,85,101,93.0,110.5,91.4,.304,.291,.475,40.8,51.6,7.7,4.0,.424,14.3,18.8,.228,.568,17.4,78.6,.394
2006-12-27,@,ORL,W,106,93,115.7,101.5,91.7,.355,.211,.603,48.6,57.9,10.9,6.8,.539,14.6,24.1,.316,.449,14.7,65.9,.278
2006-12-29,@,CHA,L,124,133,104.1,111.6,90.8,.360,.180,.535,46.7,34.8,6.7,12.2,.485,12.8,22.8,.270,.446,10.4,68.3,.295
2006-12-31,,PHI,W,104,94,118.6,107.2,87.7,.293,.293,.562,52.7,59.0,5.7,6.0,.537,10.6,31.0,.195,.432,8.7,71.4,.296
2007-01-04,@,SAC,W,132,128,123.2,119.5,97.0,.500,.261,.615,58.6,50.0,3.7,6.0,.574,15.0,39.0,.352,.506,9.1,76.1,.512
2007-01-05,,DEN,W,123,104,123.9,104.8,99.3,.229,.292,.582,49.5,83.0,7.1,10.5,.557,11.0,30.4,.167,.462,12.0,66.7,.207
2007-01-07,,DAL,W,101,98,111.2,107.9,90.8,.324,.183,.623,46.1,66.7,4.4,8.6,.592,13.8,6.9,.239,.461,8.3,70.2,.167
2007-01-09,@,MEM,L,118,128,108.5,117.7,108.7,.378,.344,.562,43.8,57.9,11.0,10.4,.483,13.9,23.4,.344,.529,14.9,66.7,.414
2007-01-10,@,HOU,L,77,102,85.3,113.0,90.3,.329,.237,.443,43.4,53.8,3.3,5.1,.362,12.1,14.9,.289,.505,8.3,69.2,.063
2007-01-12,,ORL,W,109,106,119.1,115.8,91.5,.455,.234,.590,51.9,68.4,6.6,15.9,.539,8.9,24.3,.338,.540,11.5,76.2,.333
2007-01-15,,MIA,W,124,118,123.0,117.1,91.3,.202,.253,.575,49.5,70.8,2.0,11.5,.556,9.3,27.1,.141,.546,9.9,74.4,.264
2007-01-17,@,SAS,W,100,96,100.5,96.5,99.5,.284,.160,.549,49.4,52.6,11.1,10.7,.500,15.7,17.9,.235,.474,17.2,80.0,.282
2007-01-18,@,DAL,L,95,114,103.2,123.8,92.1,.308,.244,.536,34.6,54.3,10.9,1.4,.481,15.3,22.7,.256,.574,16.7,48.6,.148
2007-01-20,@,NOK,L,103,113,121.0,132.7,85.2,.321,.333,.557,44.6,47.2,4.7,3.0,.506,8.9,32.6,.259,.529,8.4,57.5,.271
2007-01-22,,GSW,W,108,103,104.8,100.0,103.0,.519,.304,.556,58.6,52.9,9.7,10.0,.487,19.2,36.6,.392,.506,17.1,78.3,.159
2007-01-26,,CHA,L,97,106,96.0,105.0,91.5,.432,.210,.503,47.4,55.9,7.9,11.7,.444,17.9,27.5,.309,.462,11.9,69.6,.228
2007-01-28,,SAS,L,94,96,96.7,98.8,88.0,.378,.195,.491,45.4,48.6,7.2,3.0,.463,9.5,11.9,.220,.389,9.4,70.9,.232
2007-01-30,@,NYK,L,94,99,106.2,111.9,88.5,.200,.306,.508,40.7,48.6,10.2,4.8,.494,10.6,29.2,.118,.527,19.5,57.6,.267
2007-01-31,@,BOS,W,111,98,123.7,109.2,89.7,.342,.329,.611,53.1,56.4,4.5,4.5,.570,9.9,20.0,.266,.488,8.0,78.3,.250
2007-02-02,@,IND,L,84,95,83.9,94.9,100.2,.190,.274,.461,47.7,53.1,16.0,6.3,.411,18.0,20.0,.179,.468,18.6,78.0,.266
2007-02-03,@,WAS,W,118,102,124.1,107.3,95.1,.333,.296,.635,48.9,54.8,9.5,1.6,.580,11.4,21.2,.296,.412,10.2,65.5,.297
2007-02-05,@,ATL,W,90,83,102.4,94.4,87.9,.373,.253,.515,52.3,56.3,11.4,5.7,.460,15.5,30.2,.280,.430,15.8,73.3,.310
2007-02-08,@,DET,L,78,93,94.9,113.2,82.2,.338,.270,.459,50.6,67.9,4.9,6.6,.419,16.7,35.4,.216,.487,7.3,68.3,.218
2007-02-09,@,TOR,L,92,96,102.1,106.6,90.1,.173,.333,.528,51.2,34.3,7.8,5.5,.488,14.7,23.8,.160,.547,14.1,80.0,.203
2007-02-11,@,CLE,L,90,99,101.5,111.7,88.7,.359,.256,.498,50.0,48.4,4.5,9.4,.423,11.7,26.1,.308,.470,6.8,75.0,.268
2007-02-13,,NYK,L,106,107,119.7,120.8,88.6,.276,.310,.543,49.4,73.0,6.8,5.2,.489,12.5,37.8,.241,.538,10.7,63.9,.295
2007-02-15,,CLE,L,108,114,109.9,116.0,98.3,.488,.244,.517,51.1,58.3,9.2,6.5,.459,12.6,36.0,.337,.493,13.3,69.0,.554
2007-02-21,,POR,L,108,112,121.2,125.7,89.1,.289,.253,.577,50.8,61.5,6.7,8.5,.524,9.7,29.7,.253,.625,12.5,83.3,.306
2007-02-23,,BOS,W,122,96,127.8,100.5,95.5,.277,.301,.655,50.7,71.1,11.5,9.4,.614,13.9,25.7,.241,.454,16.6,72.5,.355
2007-02-25,@,GSW,W,102,85,106.9,89.1,95.4,.313,.253,.540,50.6,63.2,11.5,6.0,.500,12.9,24.4,.229,.442,13.6,72.9,.105
2007-02-26,@,UTA,W,102,94,121.4,111.8,84.1,.529,.324,.608,49.4,53.3,7.1,4.2,.515,10.7,26.5,.471,.442,8.5,65.3,.209
2007-03-02,,SAC,L,108,116,111.6,119.9,96.7,.263,.225,.605,63.8,69.0,6.2,7.3,.556,17.6,26.7,.238,.588,10.9,92.3,.392
2007-03-04,@,PHO,L,94,99,103.6,109.1,90.8,.241,.289,.512,53.8,31.4,6.6,12.5,.476,15.6,33.3,.181,.513,14.7,76.3,.293
2007-03-06,@,MIN,L,107,117,95.7,104.6,92.5,.387,.290,.492,44.2,45.9,15.2,10.3,.435,12.8,20.8,.280,.449,15.0,68.6,.283
2007-03-07,@,MIL,L,90,110,103.7,126.8,86.8,.357,.229,.556,46.0,60.6,5.8,5.7,.500,14.7,20.6,.286,.662,15.6,75.9,.162
2007-03-09,@,PHI,L,92,108,105.0,123.2,87.6,.177,.304,.540,46.9,57.1,4.6,9.1,.513,15.0,22.0,.139,.520,7.1,72.5,.382
2007-03-11,,DAL,L,72,108,80.2,120.3,89.8,.485,.235,.436,41.8,52.0,6.7,3.2,.382,17.1,18.2,.294,.532,11.6,71.4,.304
2007-03-15,@,DEN,L,86,113,95.8,125.9,89.8,.277,.265,.462,46.8,70.6,4.5,8.2,.428,12.3,29.5,.181,.605,13.7,69.7,.276
2007-03-16,,POR,W,116,111,118.0,112.9,89.0,.333,.214,.602,49.5,46.5,8.1,9.0,.565,11.9,23.7,.250,.505,11.9,67.9,.134
2007-03-18,,MIN,W,109,102,113.8,106.5,95.8,.250,.338,.614,50.6,85.7,8.4,6.2,.588,16.9,21.6,.188,.494,12.0,72.9,.256
2007-03-22,@,MEM,W,121,119,124.0,122.0,97.6,.506,.241,.626,45.3,69.0,8.2,6.9,.576,11.0,26.2,.380,.600,17.1,69.7,.288
2007-03-23,@,NOK,W,111,105,114.4,108.2,97.0,.244,.256,.583,44.6,51.2,4.1,9.6,.535,9.5,14.3,.221,.451,8.7,70.0,.239
2007-03-25,,GSW,W,115,113,112.2,110.2,102.5,.452,.286,.571,65.6,60.0,7.8,11.3,.530,19.9,47.7,.310,.490,6.9,80.8,.186
2007-03-27,,MEM,L,86,88,91.6,93.7,93.9,.116,.368,.431,47.0,84.8,10.6,12.9,.416,9.9,25.4,.074,.453,14.1,78.0,.129
2007-03-30,,HOU,L,104,107,98.2,101.1,95.9,.432,.182,.497,45.6,44.4,6.6,12.9,.438,11.8,18.2,.307,.423,14.3,77.1,.429
2007-04-01,,SAC,W,126,103,129.9,106.2,97.0,.272,.272,.695,54.7,68.0,8.2,9.0,.673,13.4,21.9,.210,.477,11.9,79.1,.244
2007-04-03,,DEN,L,105,111,102.1,107.9,102.9,.289,.189,.518,49.4,75.0,2.9,8.2,.461,12.1,17.9,.244,.512,12.4,77.3,.313
2007-04-04,@,LAC,L,82,90,97.1,106.6,84.5,.188,.150,.473,43.8,50.0,10.7,9.0,.450,14.8,28.6,.125,.449,12.7,60.5,.256
2007-04-06,@,SEA,W,112,109,119.8,116.6,93.5,.418,.241,.599,38.3,65.0,10.7,13.5,.551,11.4,16.7,.316,.559,15.9,61.5,.316
2007-04-08,,PHO,L,107,115,109.1,117.2,98.1,.233,.200,.539,56.0,54.5,5.1,8.1,.517,14.6,34.0,.156,.512,9.2,79.5,.345
2007-04-09,@,DEN,L,111,115,113.3,117.3,98.0,.298,.234,.522,44.3,68.3,10.2,1.7,.484,9.4,29.2,.213,.487,13.8,62.5,.500
2007-04-12,,LAC,L,110,118,110.3,118.3,99.7,.345,.238,.568,46.1,65.0,8.0,4.2,.524,11.0,18.6,.262,.506,11.3,71.7,.410
2007-04-13,@,PHO,L,85,93,94.5,103.4,89.9,.135,.225,.451,49.0,42.9,5.6,12.5,.433,8.7,22.9,.090,.421,7.6,75.0,.202
2007-04-15,,SEA,W,109,98,128.8,115.8,84.7,.375,.213,.585,47.3,57.1,9.5,3.6,.569,4.1,30.2,.225,.547,15.3,71.0,.230
2007-04-18,@,SAC,W,117,106,123.2,111.6,94.9,.392,.177,.631,61.0,42.2,6.3,10.3,.582,13.1,34.4,.316,.524,9.3,80.0,.229
2007-10-30,,HOU,L,93,95,99.9,102.1,93.0,.592,.105,.485,43.0,56.3,17.2,5.8,.434,11.1,22.9,.355,.500,17.0,68.4,.284
2007-11-02,@,PHO,W,119,98,118.7,97.8,100.2,.235,.153,.634,61.4,50.0,8.0,3.4,.612,17.6,30.6,.176,.477,11.9,82.7,.172
2007-11-04,,UTA,W,119,109,115.9,106.2,102.6,.481,.195,.638,55.6,67.4,8.8,8.8,.578,16.2,20.7,.390,.506,14.1,79.1,.317
2007-11-06,,NOH,L,104,118,105.0,119.2,99.0,.097,.258,.536,51.1,61.4,5.0,12.5,.516,13.4,24.4,.086,.551,10.8,79.1,.225
2007-11-09,,MIN,W,107,93,113.5,98.6,94.3,.539,.237,.569,53.7,77.8,10.6,9.5,.507,16.1,38.1,.395,.432,12.9,66.0,.116
2007-11-13,@,SAS,L,92,107,93.6,108.9,98.3,.256,.195,.504,55.6,41.7,6.1,14.1,.451,17.2,23.8,.220,.511,10.1,83.3,.154
2007-11-14,@,HOU,W,93,90,102.5,99.2,90.8,.389,.236,.551,52.7,43.8,8.8,6.2,.500,18.4,30.3,.292,.394,10.5,65.5,.271
2007-11-16,,DET,W,103,91,118.0,104.3,87.3,.352,.264,.490,48.4,57.1,14.9,3.2,.434,7.9,40.4,.264,.454,16.2,61.1,.289
2007-11-18,,CHI,W,106,78,109.5,80.6,96.8,.367,.215,.578,57.3,63.9,11.4,4.3,.506,18.6,36.6,.329,.376,16.5,75.0,.124
2007-11-20,@,IND,W,134,114,131.9,112.2,101.6,.639,.347,.726,51.1,69.0,4.9,6.6,.674,12.4,12.5,.514,.437,5.6,71.0,.233
2007-11-21,@,MIL,L,103,110,107.4,114.7,95.9,.556,.306,.575,47.9,61.3,8.3,3.1,.472,12.7,15.4,.486,.543,12.4,85.3,.272
2007-11-23,@,BOS,L,94,107,100.5,114.3,93.6,.193,.361,.522,46.8,60.0,6.4,6.7,.482,14.3,20.0,.169,.558,11.8,82.4,.273
2007-11-25,,NJN,L,100,102,101.6,103.6,98.4,.514,.257,.551,47.4,57.6,12.2,7.3,.486,16.6,18.4,.378,.493,15.4,75.0,.373
2007-11-27,,SEA,W,106,99,112.8,105.4,93.9,.456,.139,.559,53.9,66.7,3.2,3.8,.481,10.4,28.2,.380,.445,8.0,74.0,.198
2007-11-29,,DEN,W,127,99,123.8,96.5,102.6,.326,.232,.584,55.9,66.7,10.7,2.8,.553,11.4,37.8,.232,.467,15.2,72.9,.167
2007-11-30,@,UTA,L,96,120,100.4,125.5,95.6,.312,.312,.548,41.5,61.8,7.3,7.5,.494,18.6,23.7,.260,.533,11.1,56.8,.267
2007-12-02,,ORL,L,97,104,93.0,99.7,104.3,.103,.299,.478,54.7,60.0,9.6,15.5,.454,17.8,28.6,.093,.489,14.1,82.6,.205
2007-12-04,@,MIN,W,116,95,121.0,99.1,95.9,.321,.272,.627,51.9,63.6,11.5,6.8,.605,10.6,21.2,.222,.475,16.2,75.0,.222
2007-12-05,@,DEN,W,111,107,111.1,107.1,100.0,.381,.310,.566,47.8,70.0,12.0,12.1,.536,13.3,23.9,.250,.469,13.2,72.7,.400
2007-12-09,,GSW,W,123,113,118.6,109.0,103.7,.469,.222,.629,44.2,62.8,6.8,14.5,.580,13.3,15.8,.358,.505,14.0,66.7,.179
2007-12-13,,SAS,W,102,97,107.2,102.0,95.1,.318,.239,.508,52.1,52.6,11.6,4.7,.466,7.4,22.4,.227,.494,14.4,83.0,.256
2007-12-14,@,GSW,L,106,108,104.9,106.9,101.0,.435,.200,.523,55.2,55.6,8.9,7.7,.459,16.5,34.7,.329,.511,13.2,76.6,.178
2007-12-16,,LAC,W,113,92,120.5,98.1,93.8,.275,.300,.630,50.0,69.8,6.4,9.2,.600,13.5,21.2,.213,.406,12.4,67.3,.271
2007-12-18,@,CHI,W,103,91,110.0,97.2,93.6,.326,.256,.524,55.9,78.4,7.5,9.0,.465,10.1,33.3,.267,.500,17.2,83.3,.152
2007-12-20,@,CLE,L,90,94,100.6,105.1,89.5,.300,.188,.497,49.0,47.2,7.8,4.3,.463,12.6,26.1,.200,.433,9.5,70.0,.280
2007-12-21,@,PHI,W,106,101,111.0,105.8,95.5,.227,.182,.548,56.0,60.5,7.3,5.2,.517,14.2,35.7,.170,.472,11.0,76.2,.205
2007-12-23,@,NYK,W,95,90,104.5,99.0,90.9,.235,.306,.506,42.2,48.6,9.9,8.8,.482,7.9,18.6,.153,.414,15.5,63.8,.355
2007-12-25,,PHO,W,122,115,122.2,115.2,99.9,.364,.136,.598,55.3,56.5,8.0,7.7,.540,12.1,32.5,.307,.528,8.8,75.6,.236
2007-12-28,,UTA,W,123,109,126.4,112.0,97.3,.519,.241,.634,50.0,79.1,9.2,11.7,.614,13.4,31.0,.329,.483,10.4,66.0,.244
2007-12-30,,BOS,L,91,110,90.8,109.8,100.2,.415,.293,.469,45.6,58.6,6.0,8.6,.396,14.2,20.4,.317,.506,14.1,75.6,.363
2008-01-04,,PHI,W,124,93,124.6,93.4,99.5,.423,.099,.736,56.8,53.2,8.0,9.8,.690,20.0,23.1,.366,.429,11.0,72.7,.081
2008-01-06,,IND,W,112,96,106.0,90.9,105.6,.487,.231,.591,47.9,77.8,11.4,9.4,.526,16.7,11.9,.385,.478,18.6,75.9,.124
2008-01-08,@,MEM,W,117,101,115.3,99.5,101.5,.198,.143,.591,45.6,54.2,12.8,5.4,.566,12.4,20.5,.154,.473,16.6,64.7,.140
2008-01-09,@,NOH,W,109,80,125.2,91.9,87.1,.171,.256,.618,52.9,55.6,8.0,9.6,.604,8.3,25.0,.122,.375,11.3,69.8,.202
2008-01-11,,MIL,W,110,105,115.0,109.8,95.6,.434,.253,.556,52.9,57.9,8.4,9.3,.518,11.6,34.7,.289,.511,12.7,76.3,.170
2008-01-13,,MEM,W,100,99,105.6,104.6,94.7,.337,.301,.525,46.8,55.6,11.6,7.0,.482,10.3,22.7,.241,.479,12.2,68.0,.073
2008-01-14,@,SEA,W,123,121,112.0,110.2,99.5,.275,.206,.538,45.0,51.1,5.5,4.4,.495,6.5,18.0,.216,.505,9.5,72.0,.154
2008-01-17,,PHO,L,98,106,97.2,105.1,100.8,.263,.284,.462,53.1,50.0,12.9,1.6,.432,16.5,39.0,.168,.574,20.7,75.7,.160
2008-01-21,,DEN,W,116,99,118.2,100.9,98.1,.405,.298,.586,50.0,72.5,5.1,8.0,.542,10.8,25.0,.298,.477,14.2,73.9,.184
2008-01-23,@,SAS,L,91,103,100.3,113.5,90.7,.280,.200,.540,57.8,48.6,4.4,6.5,.500,20.7,31.6,.213,.535,7.0,80.0,.141
2008-01-25,@,DAL,L,105,112,115.0,122.7,91.3,.625,.219,.643,47.4,58.3,5.5,4.5,.602,16.4,15.2,.438,.506,7.6,71.1,.354
2008-01-27,,CLE,L,95,98,104.1,107.3,91.3,.514,.167,.538,48.3,58.8,5.5,6.2,.493,12.0,21.4,.333,.477,10.3,73.3,.186
2008-01-29,,NYK,W,120,109,125.8,114.3,95.4,.388,.318,.603,51.6,69.8,4.2,17.1,.571,11.6,32.6,.271,.494,9.9,70.2,.222
2008-01-31,@,DET,L,89,90,95.3,96.4,93.4,.515,.279,.534,46.9,55.2,8.6,4.5,.478,20.9,22.0,.353,.476,16.0,72.5,.146
2008-02-01,@,TOR,W,121,101,139.0,116.1,87.0,.122,.300,.638,49.4,58.0,4.6,7.8,.622,5.0,25.7,.100,.488,8.7,67.4,.212
2008-02-03,@,WAS,W,103,91,124.2,109.8,82.9,.233,.260,.640,51.5,65.9,4.8,7.1,.616,13.0,25.0,.178,.481,10.2,70.0,.190
2008-02-05,@,NJN,W,105,90,113.2,97.1,92.7,.298,.238,.553,51.6,71.1,9.7,6.9,.494,11.2,27.7,.262,.458,13.2,77.3,.169
2008-02-06,@,ATL,L,95,98,104.0,107.3,91.3,.188,.282,.516,44.6,75.7,5.5,1.4,.500,10.7,16.3,.118,.500,10.9,75.0,.181
2008-02-08,@,ORL,W,117,113,130.1,125.7,89.9,.390,.260,.649,53.3,53.7,4.4,12.2,.597,9.1,22.9,.325,.586,10.0,80.0,.222
2008-02-10,@,MIA,W,104,94,107.5,97.2,96.7,.346,.309,.557,51.2,56.8,9.3,1.5,.506,14.6,24.4,.272,.500,17.1,82.1,.175
2008-02-11,@,CHA,W,106,97,121.0,110.7,87.6,.486,.257,.624,49.3,68.6,14.8,10.4,.550,13.3,25.8,.414,.531,14.6,68.4,.150
2008-02-13,@,MIN,W,117,92,115.6,90.9,101.2,.269,.269,.563,53.7,64.4,9.9,9.5,.522,11.1,27.3,.215,.441,13.9,76.5,.108
2008-02-19,,ATL,W,122,93,121.8,92.9,100.1,.261,.196,.595,53.6,46.8,16.0,7.4,.543,10.5,31.7,.239,.451,19.8,74.4,.247
2008-02-20,@,PHO,W,130,124,128.7,122.8,101.0,.283,.141,.628,41.8,34.6,5.9,7.8,.587,8.0,18.9,.239,.543,10.2,61.9,.247
2008-02-23,@,LAC,W,113,95,113.8,95.6,99.3,.417,.310,.568,47.1,69.2,7.0,9.1,.524,10.0,16.3,.298,.456,14.7,78.6,.275
2008-02-24,@,SEA,W,111,91,114.2,93.6,97.2,.174,.228,.560,46.2,62.2,8.2,8.0,.549,10.0,24.4,.109,.411,12.7,66.7,.137
2008-02-26,,POR,W,96,83,108.3,93.6,88.7,.224,.250,.575,50.0,52.8,5.6,9.5,.533,12.6,16.7,.197,.373,10.6,76.1,.253
2008-02-28,,MIA,W,106,88,110.6,91.8,95.8,.262,.238,.566,57.9,70.0,8.3,17.1,.524,14.6,27.5,.214,.415,11.1,80.0,.170
2008-02-29,@,POR,L,111,119,118.7,127.3,93.5,.326,.314,.564,55.1,59.5,4.3,2.9,.517,10.9,31.7,.256,.580,5.9,81.1,.207
2008-03-02,,DAL,W,108,104,105.1,101.2,93.0,.575,.264,.495,52.3,60.6,8.8,11.8,.408,9.2,28.0,.425,.422,8.1,72.1,.165
2008-03-04,@,SAC,W,117,105,115.8,103.9,101.1,.465,.221,.565,51.6,56.4,9.9,5.9,.488,13.4,31.1,.384,.464,11.2,71.7,.167
2008-03-07,,LAC,W,119,82,129.9,89.5,91.6,.224,.271,.637,55.7,60.9,13.1,11.8,.624,12.2,34.2,.153,.396,14.8,72.0,.207
2008-03-09,,SAC,L,113,114,111.4,112.4,101.4,.314,.209,.577,49.3,70.7,4.9,9.0,.523,16.3,27.5,.267,.575,18.1,75.8,.275
2008-03-11,,TOR,W,117,108,128.0,118.1,91.4,.179,.381,.646,47.4,71.1,8.8,9.6,.625,10.8,24.3,.143,.500,9.2,69.2,.213
2008-03-14,@,NOH,L,98,108,105.1,115.8,93.3,.261,.326,.478,43.9,74.3,13.9,3.3,.429,8.9,28.3,.207,.554,14.5,62.2,.179
2008-03-16,@,HOU,L,92,104,105.6,119.4,87.1,.375,.200,.494,46.5,45.5,5.7,10.5,.444,7.9,24.4,.263,.494,8.6,66.7,.265
2008-03-18,@,DAL,W,102,100,109.0,106.9,93.6,.326,.213,.501,51.1,54.1,10.7,12.7,.455,8.1,27.1,.236,.486,13.6,80.0,.417
2008-03-20,@,UTA,W,106,95,123.8,111.0,85.6,.250,.275,.597,47.6,57.1,7.0,1.6,.588,6.3,18.4,.150,.494,8.1,71.7,.200
2008-03-21,,SEA,W,130,105,140.7,113.6,92.4,.226,.274,.704,48.8,70.6,8.7,0.0,.679,8.9,29.0,.190,.494,13.9,61.2,.178
2008-03-23,,GSW,L,111,115,108.6,112.6,102.2,.305,.284,.515,58.3,66.7,3.9,12.5,.453,14.3,37.3,.263,.483,9.6,78.8,.326
2008-03-24,@,GSW,W,123,119,111.4,107.7,100.0,.225,.343,.549,49.1,58.7,5.4,9.5,.510,12.5,26.4,.186,.490,11.7,70.9,.175
2008-03-26,,CHA,L,95,108,99.1,112.7,95.9,.301,.325,.505,43.5,58.8,10.4,7.4,.458,12.1,19.6,.229,.571,16.6,73.2,.244
2008-03-28,,MEM,L,111,114,110.5,113.5,100.4,.154,.433,.500,50.0,78.0,8.0,15.9,.466,8.3,31.6,.135,.506,13.3,78.4,.395
2008-03-30,,WAS,W,126,120,129.7,123.5,88.0,.368,.310,.623,50.6,81.4,2.1,15.5,.575,7.3,20.9,.299,.563,6.5,79.5,.239
2008-04-02,,POR,W,104,91,117.3,102.6,88.7,.333,.227,.605,52.5,70.3,10.2,7.4,.547,14.0,23.5,.293,.494,13.8,73.9,.136
2008-04-04,,DAL,W,112,108,131.0,126.3,85.5,.432,.189,.636,48.0,66.7,7.0,9.4,.574,10.2,29.7,.365,.561,8.0,65.8,.195
2008-04-06,@,SAC,W,114,92,120.4,97.2,94.7,.308,.282,.644,58.2,63.4,11.6,9.8,.603,17.7,32.4,.256,.449,15.1,81.0,.266
2008-04-08,@,POR,L,103,112,113.7,123.7,90.6,.372,.346,.567,48.1,60.0,4.4,3.4,.513,10.8,25.0,.295,.568,12.4,73.0,.247
2008-04-10,@,LAC,W,106,78,117.9,86.7,89.9,.293,.354,.573,48.3,62.5,10.0,9.5,.555,8.0,18.9,.183,.373,11.2,70.0,.193
2008-04-11,,NOH,W,107,104,119.2,115.9,89.8,.363,.450,.577,57.7,75.0,5.6,4.9,.513,11.5,32.5,.313,.569,11.2,84.2,.163
2008-04-13,,SAS,W,106,85,120.7,96.8,87.8,.207,.232,.592,58.6,63.4,5.7,6.5,.561,12.7,30.8,.171,.449,8.2,81.3,.177
2008-04-15,,SAC,W,124,101,122.4,99.7,101.3,.419,.209,.609,52.3,74.4,10.9,13.7,.541,12.8,29.5,.360,.488,16.7,76.2,.198
2008-10-28,,POR,W,96,76,107.7,85.3,89.1,.228,.127,.552,52.7,51.4,9.0,11.7,.513,14.7,22.5,.190,.405,11.7,75.5,.095
2008-10-29,@,LAC,W,117,79,125.0,84.4,93.6,.413,.238,.619,61.4,68.3,7.5,5.4,.575,14.5,38.9,.313,.417,17.0,78.7,.179
2008-11-01,@,DEN,W,104,97,102.1,95.2,101.9,.494,.195,.491,58.2,54.5,7.9,9.6,.414,12.4,30.0,.368,.514,17.9,92.7,.284
2008-11-05,,LAC,W,106,88,108.5,90.1,97.7,.529,.259,.506,55.1,42.4,12.3,13.4,.435,10.3,31.9,.376,.433,14.2,76.5,.111
2008-11-09,,HOU,W,111,82,122.2,90.3,90.9,.291,.215,.623,58.1,61.9,14.3,16.1,.589,16.8,41.2,.228,.421,17.4,69.2,.159
2008-11-11,@,DAL,W,106,99,108.5,101.4,97.7,.274,.137,.498,47.1,38.1,13.3,7.8,.453,12.4,37.0,.211,.453,17.6,58.3,.244
2008-11-12,@,NOH,W,93,86,104.0,96.1,89.5,.359,.205,.515,48.2,62.5,12.3,6.8,.449,9.1,20.5,.295,.480,15.9,79.5,.171
2008-11-14,,DET,L,95,106,101.6,113.3,93.5,.168,.200,.466,50.6,60.0,8.6,9.4,.442,9.7,31.4,.116,.558,17.7,79.4,.420
2008-11-18,,CHI,W,116,109,108.5,101.9,107.0,.255,.153,.532,47.3,58.7,15.0,14.7,.495,12.1,29.2,.194,.457,16.6,67.4,.258
