Date,Sep,Opp,WL,TmScore,OppScore,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA
2001-12-16,,GSW,W,101,85,107.4,90.4,94.0,.400,.200,.537,50.6,65.8,8.5,7.4,.494,9.6,23.7,.275,.435,17.3,73.3,.234
2001-12-20,@,HOU,W,107,101,118.9,112.2,90.0,.258,.225,.540,55.8,56.4,3.3,13.4,.506,10.8,38.3,.191,.477,5.7,72.9,.193
2001-12-21,@,MEM,L,108,114,118.0,124.6,91.5,.191,.223,.530,60.0,71.1,2.2,8.7,.505,12.8,45.2,.138,.524,3.9,76.3,.310
2001-12-25,,PHI,W,88,82,95.3,88.8,92.3,.212,.294,.474,48.0,58.8,7.6,3.9,.447,9.7,19.1,.141,.394,13.7,72.7,.176
2001-12-26,@,GSW,L,90,101,90.8,102.0,99.1,.156,.267,.468,38.7,48.6,6.1,10.5,.439,13.5,19.6,.122,.451,17.7,61.9,.329
2001-12-28,,TOR,L,86,89,96.8,100.2,88.8,.267,.209,.447,52.0,60.6,4.5,9.7,.424,13.5,32.7,.151,.396,7.8,71.4,.293
2001-12-30,,HOU,W,114,90,134.6,106.3,84.7,.143,.242,.589,48.6,67.4,3.5,10.9,.571,3.0,26.3,.110,.457,11.4,72.2,.371
2002-01-02,@,DEN,W,87,86,98.8,97.7,88.0,.256,.159,.477,53.0,65.6,11.4,14.0,.427,12.5,31.1,.207,.480,16.0,78.9,.187
2002-01-04,,PHO,W,118,86,122.8,89.5,96.1,.223,.223,.571,51.5,66.0,7.3,4.7,.537,8.8,31.9,.181,.384,10.3,69.2,.101
2002-01-06,@,TOR,W,109,89,119.5,97.6,91.2,.367,.152,.594,53.2,45.2,13.2,4.1,.557,12.4,32.4,.266,.488,16.9,71.4,.058
2002-01-08,@,DET,W,121,92,138.4,105.2,87.4,.281,.169,.605,57.9,58.7,8.0,5.9,.567,5.7,36.1,.225,.465,13.3,77.5,.347
2002-01-09,@,IND,W,109,90,112.2,92.6,97.2,.384,.163,.542,47.7,64.3,10.3,12.2,.523,9.9,23.4,.221,.380,10.1,65.6,.177
2002-01-11,@,MIN,L,102,120,106.0,124.7,96.3,.323,.226,.480,42.0,70.3,9.3,5.1,.446,5.3,20.4,.204,.584,12.5,76.5,.390
2002-01-12,@,CHI,L,104,106,103.9,105.9,90.7,.482,.301,.517,51.5,82.4,12.0,7.7,.476,14.5,38.1,.301,.397,12.3,61.4,.299
2002-01-14,,MEM,W,120,81,126.5,85.4,94.9,.175,.227,.574,48.4,66.7,14.8,11.8,.546,7.1,31.9,.144,.404,22.1,65.2,.231
2002-01-16,,MIA,L,96,102,114.9,122.1,83.6,.152,.283,.489,51.9,59.5,6.0,9.0,.462,9.2,38.6,.120,.532,8.3,67.6,.228
2002-01-19,@,SAS,W,98,81,113.7,94.0,86.2,.136,.239,.525,52.4,36.6,10.4,9.0,.506,7.9,31.0,.102,.421,11.9,75.0,.146
2002-01-22,,DEN,L,91,107,99.6,117.2,91.3,.256,.268,.499,48.7,62.2,12.0,7.7,.470,14.9,30.4,.171,.638,17.1,76.7,.275
2002-01-23,@,LAC,L,90,95,101.7,107.4,88.5,.388,.188,.481,50.0,65.6,3.4,9.1,.444,8.8,26.1,.238,.476,10.7,73.9,.207
2002-01-25,,SAS,W,94,91,104.2,100.8,90.2,.329,.139,.520,52.4,48.6,7.8,5.3,.456,11.7,25.6,.278,.476,12.5,75.6,.118
2002-01-27,@,PHI,L,87,93,97.9,104.7,88.8,.212,.200,.468,43.8,55.6,4.5,8.0,.441,8.8,20.0,.141,.421,8.7,69.6,.293
2002-01-29,@,ATL,W,127,93,130.5,95.6,97.3,.276,.195,.651,59.1,52.0,10.3,6.6,.615,15.6,45.9,.230,.439,12.7,67.9,.071
2002-01-30,@,ORL,W,111,93,115.3,96.6,96.3,.409,.193,.534,56.7,56.1,4.2,5.7,.500,8.0,33.3,.261,.470,14.9,83.3,.167
2002-02-01,@,MEM,W,100,85,123.9,105.3,80.7,.120,.267,.633,55.2,68.3,11.2,7.5,.620,14.1,31.3,.093,.507,12.1,77.1,.151
2002-02-03,@,DAL,W,101,94,107.5,100.0,94.0,.280,.226,.484,54.3,67.6,4.3,5.3,.430,7.9,30.4,.226,.400,5.7,81.6,.306
2002-02-06,,CHI,L,89,97,99.0,107.9,89.9,.342,.224,.509,44.9,51.5,10.0,4.8,.454,18.6,31.7,.263,.473,17.8,59.5,.365
2002-02-12,,WAS,W,103,94,120.2,109.7,85.7,.157,.247,.541,54.3,67.4,4.7,4.9,.539,6.9,34.1,.079,.461,9.2,78.4,.299
2002-02-14,@,SEA,W,92,87,107.7,101.8,85.4,.141,.176,.510,45.2,65.8,8.2,5.1,.494,10.0,27.7,.094,.462,13.8,67.6,.177
2002-02-15,,ATL,L,90,93,100.6,103.9,89.5,.459,.284,.506,51.9,61.3,7.8,13.8,.466,11.9,23.8,.284,.443,10.0,82.1,.291
2002-02-17,@,POR,L,105,111,115.5,122.1,90.9,.259,.271,.554,45.0,61.5,7.7,5.8,.518,8.7,26.8,.200,.530,11.9,64.1,.277
2002-02-19,,BOS,L,108,109,111.4,112.4,97.0,.238,.250,.611,56.8,73.8,10.3,3.6,.581,19.2,25.7,.188,.519,11.3,80.4,.359
2002-02-21,@,CLE,W,104,97,116.6,108.7,89.2,.256,.140,.543,37.0,46.5,7.8,5.6,.517,5.0,18.2,.174,.487,15.0,59.5,.269
2002-02-22,@,CHH,W,96,94,107.1,104.8,89.7,.377,.208,.535,44.8,52.8,10.0,1.4,.500,13.5,24.4,.247,.464,10.5,66.7,.190
2002-02-24,@,NYK,W,107,91,122.1,103.8,87.6,.218,.218,.561,53.3,50.0,12.6,4.7,.534,10.3,39.5,.161,.465,13.1,66.0,.141
2002-02-26,@,MIL,W,99,89,116.8,105.0,84.7,.325,.238,.541,45.3,61.1,7.1,3.8,.506,5.2,19.0,.225,.500,14.1,78.8,.348
2002-02-27,@,MIN,L,101,112,112.8,125.1,89.5,.253,.241,.547,46.9,76.3,5.6,7.6,.518,8.9,23.1,.181,.540,8.5,69.0,.193
2002-03-01,,IND,W,96,84,92.9,81.3,103.3,.397,.164,.560,45.7,69.4,9.7,17.1,.521,18.9,2.6,.274,.341,14.3,77.4,.273
2002-03-03,,HOU,W,95,79,108.0,89.8,88.0,.220,.176,.476,59.8,52.5,10.2,7.3,.462,12.3,45.1,.121,.380,14.8,76.1,.293
2002-03-05,,NJN,W,101,92,110.4,100.6,91.5,.606,.211,.562,52.1,61.8,4.4,7.5,.535,13.5,27.5,.352,.385,8.0,69.6,.242
2002-03-06,@,UTA,L,84,92,94.2,103.2,89.2,.333,.240,.488,57.9,53.1,7.8,11.3,.453,20.4,41.0,.213,.441,17.7,75.7,.471
2002-03-10,,NYK,W,117,103,132.7,116.8,88.2,.310,.241,.592,54.7,50.0,6.8,14.8,.569,6.6,33.3,.207,.520,9.3,77.8,.351
2002-03-12,,CHH,W,107,66,117.5,72.5,91.1,.272,.120,.519,57.8,57.1,14.3,13.3,.478,8.0,35.6,.207,.372,19.8,80.0,.149
2002-03-14,@,GSW,W,110,102,106.9,99.2,102.9,.571,.155,.523,53.4,54.1,9.7,10.8,.464,13.9,31.4,.381,.438,12.0,75.0,.284
2002-03-15,,LAC,W,98,92,112.8,105.9,86.9,.436,.115,.527,42.9,60.0,13.8,6.9,.481,7.9,28.3,.295,.415,14.2,57.8,.216
2002-03-17,,DAL,W,105,103,113.2,111.0,92.8,.262,.274,.560,50.6,73.2,5.4,11.1,.536,7.9,16.3,.179,.524,8.9,84.1,.165
2002-03-19,@,DAL,L,98,114,105.2,122.3,93.2,.390,.146,.510,44.6,50.0,5.4,1.6,.457,9.4,22.9,.280,.466,8.8,64.2,.364
2002-03-20,@,SAS,L,90,108,90.4,108.5,99.5,.403,.234,.496,47.6,51.6,10.0,12.2,.442,18.1,22.0,.286,.494,13.1,73.2,.313
2002-03-22,,DET,W,94,82,99.7,87.0,94.3,.269,.269,.539,56.6,65.8,12.7,4.0,.513,18.6,28.2,.179,.428,19.2,81.8,.333
2002-03-24,@,SAC,W,97,96,99.9,98.9,97.1,.185,.198,.554,42.9,63.4,10.3,2.9,.537,17.0,17.9,.123,.448,17.0,64.4,.207
2002-03-26,,CLE,W,121,116,129.8,124.4,93.2,.449,.333,.648,53.5,62.8,2.1,6.0,.609,13.0,29.7,.333,.567,6.9,79.4,.280
2002-03-27,@,PHO,L,106,118,116.6,129.8,90.9,.446,.193,.534,48.7,55.3,4.4,6.0,.494,10.8,37.0,.289,.564,10.5,65.6,.385
2002-03-29,,POR,W,91,79,100.6,87.3,90.5,.346,.111,.488,53.9,64.7,5.5,10.4,.432,11.4,28.3,.259,.359,7.4,75.0,.141
2002-03-31,,SAS,W,96,95,105.5,104.4,91.0,.350,.150,.520,51.8,52.9,6.6,15.9,.450,12.3,29.5,.300,.475,13.4,76.9,.222
2002-04-02,@,WAS,W,113,93,121.4,99.9,93.1,.280,.220,.613,56.3,66.7,7.5,5.7,.573,13.2,29.7,.232,.470,12.4,79.1,.195
2002-04-03,@,NJN,L,92,94,110.5,112.9,83.2,.174,.291,.497,43.5,38.9,8.4,6.8,.471,9.7,33.3,.128,.517,10.7,56.8,.058
2002-04-05,@,BOS,L,81,99,85.3,104.3,94.9,.305,.232,.435,45.6,39.3,8.4,11.1,.360,12.3,17.8,.268,.511,12.8,73.3,.102
2002-04-07,@,MIA,W,96,88,113.1,103.7,84.9,.360,.173,.552,49.4,62.2,3.5,11.0,.520,8.4,23.1,.240,.438,6.9,70.8,.112
2002-04-09,,UTA,W,112,82,122.6,89.8,91.3,.342,.171,.640,55.3,69.0,8.8,15.9,.586,13.8,23.3,.303,.340,12.1,72.7,.372
2002-04-11,,MIN,W,96,83,107.5,92.9,89.3,.338,.208,.543,48.4,42.9,5.6,4.5,.481,9.2,17.9,.286,.364,11.0,70.4,.296
2002-04-14,@,POR,L,120,128,108.4,115.6,91.6,.460,.264,.574,48.4,69.2,6.3,2.9,.511,15.4,18.6,.356,.531,9.6,74.0,.245
2002-04-15,,SEA,W,111,104,118.5,111.0,93.7,.375,.175,.595,53.9,61.0,6.4,2.7,.544,9.7,25.0,.300,.512,9.4,80.0,.186
2002-04-17,,SAC,W,109,95,111.0,96.7,98.2,.158,.238,.504,51.5,50.0,12.2,3.0,.475,7.7,28.8,.129,.482,15.5,77.8,.167
2002-10-29,,SAS,L,82,87,84.7,89.9,96.8,.353,.153,.418,48.0,59.3,10.3,8.2,.341,15.5,29.3,.282,.387,18.0,73.8,.451
2002-10-30,@,POR,L,90,102,98.9,112.1,91.0,.200,.247,.487,47.1,68.6,8.8,7.8,.447,17.0,35.7,.165,.482,12.5,57.8,.235
2002-11-01,@,LAC,W,108,93,119.0,102.4,90.8,.306,.235,.560,51.9,69.2,11.0,10.0,.500,10.2,30.2,.271,.472,15.8,76.3,.366
2002-11-03,,POR,W,98,95,107.2,103.9,82.8,.306,.282,.508,55.0,66.7,10.9,4.5,.465,13.5,40.0,.224,.481,17.0,74.3,.273
2002-11-05,@,CLE,L,70,89,75.5,96.1,92.7,.136,.227,.375,49.0,78.6,9.7,4.0,.341,15.4,28.3,.114,.457,14.0,74.4,.185
2002-11-07,@,BOS,L,95,98,95.7,98.7,89.9,.200,.232,.460,48.9,51.4,11.1,16.7,.405,11.9,26.5,.189,.506,16.1,75.6,.128
2002-11-08,@,WAS,L,99,100,112.8,113.9,87.8,.278,.228,.558,47.4,55.6,3.4,5.3,.494,10.1,23.1,.266,.456,7.8,71.8,.354
2002-11-12,,ATL,L,83,95,94.3,107.9,88.1,.181,.202,.409,46.1,71.9,12.5,14.0,.372,7.3,30.2,.138,.466,13.8,71.8,.351
2002-11-15,,GSW,W,96,89,94.8,87.9,91.7,.229,.115,.454,45.4,56.4,8.9,11.7,.422,9.4,23.5,.156,.382,13.7,64.9,.194
2002-11-17,,HOU,L,89,93,98.2,102.6,90.6,.195,.149,.471,50.0,51.4,5.5,9.0,.443,10.4,29.2,.138,.455,14.3,75.0,.282
2002-11-19,@,DAL,L,72,98,71.1,96.7,101.3,.198,.187,.364,44.3,64.3,6.9,6.4,.330,15.4,18.3,.132,.429,12.1,72.7,.207
2002-11-20,@,SAS,L,88,95,99.4,107.3,88.5,.382,.132,.496,43.2,45.2,10.2,5.3,.434,12.8,21.4,.289,.506,14.5,66.7,.190
2002-11-22,,CHI,W,86,73,87.9,74.6,97.9,.305,.146,.462,55.2,70.6,14.3,10.8,.433,19.8,34.1,.183,.354,17.3,73.1,.112
2002-11-24,,MIL,W,111,99,119.0,106.1,93.3,.322,.161,.559,54.6,77.3,8.6,4.3,.534,10.8,37.0,.207,.459,10.0,70.6,.247
2002-11-26,@,MIA,L,85,97,97.3,111.0,87.4,.373,.224,.545,54.2,45.5,6.9,6.7,.515,20.4,26.7,.239,.512,10.9,73.8,.159
2002-11-27,@,ORL,L,102,112,110.2,121.0,92.6,.317,.159,.546,48.8,57.5,5.4,11.3,.518,13.0,26.8,.207,.519,9.4,69.8,.346
2002-11-29,@,MEM,W,112,106,106.9,101.2,94.9,.237,.093,.523,54.7,44.4,14.3,4.5,.490,13.7,34.7,.175,.489,16.8,76.1,.213
2002-12-01,,MIN,L,107,110,112.3,115.5,95.2,.242,.158,.509,53.5,68.2,4.2,4.2,.479,7.1,28.9,.168,.544,9.7,80.5,.304
2002-12-03,,MEM,W,101,91,107.5,96.8,94.0,.253,.190,.575,53.4,77.5,5.3,22.2,.570,17.8,27.0,.139,.412,9.9,72.5,.176
2002-12-04,@,UTA,L,85,93,97.2,106.4,87.4,.238,.250,.458,45.9,53.3,9.2,5.3,.411,13.9,29.4,.190,.516,17.7,70.6,.468
2002-12-06,,DAL,W,105,103,112.7,110.5,93.2,.459,.257,.590,61.7,73.7,4.3,7.3,.561,16.8,28.9,.297,.506,7.2,90.7,.275
2002-12-08,,UTA,W,110,101,112.1,102.9,98.2,.395,.185,.578,55.0,58.5,12.2,6.0,.537,16.7,28.9,.284,.474,15.9,78.6,.364
2002-12-10,@,GSW,L,102,106,115.6,120.1,88.2,.534,.288,.566,50.0,69.7,10.2,7.1,.493,11.7,32.5,.411,.542,12.4,67.5,.193
2002-12-13,,NOH,L,82,98,95.0,113.5,86.4,.282,.128,.468,46.8,58.8,1.2,6.2,.449,14.6,26.8,.154,.494,7.1,68.4,.193
2002-12-15,,ORL,W,107,84,111.1,87.2,96.3,.375,.188,.574,59.1,73.0,7.3,14.3,.506,16.9,30.6,.325,.379,11.0,78.8,.207
2002-12-17,@,MIN,L,80,96,92.4,110.9,86.6,.241,.266,.458,47.7,74.2,3.5,1.5,.430,10.3,22.4,.152,.544,11.3,79.5,.113
2002-12-19,@,NJN,L,71,98,76.4,105.5,92.9,.146,.135,.347,49.1,44.8,7.5,8.8,.318,12.1,32.8,.104,.466,11.8,70.2,.182
2002-12-20,@,PHI,L,104,107,100.3,103.2,93.9,.356,.122,.500,51.0,67.5,8.7,8.1,.467,16.1,34.6,.222,.448,10.6,68.0,.206
2002-12-22,@,TOR,W,109,107,114.8,112.7,86.0,.506,.182,.579,47.1,63.4,6.3,5.9,.565,12.9,26.3,.286,.500,12.4,63.8,.274
2002-12-25,,SAC,L,99,105,101.7,107.8,97.4,.422,.211,.464,59.2,63.6,9.2,8.5,.400,13.7,40.7,.300,.488,10.1,79.6,.305
2002-12-28,@,DEN,W,112,93,124.0,103.0,90.3,.208,.143,.666,62.7,80.0,5.5,4.5,.630,17.6,29.2,.195,.475,10.1,81.4,.228
2002-12-29,,TOR,W,104,88,111.7,94.6,93.1,.247,.173,.579,60.3,65.1,9.7,11.7,.549,15.9,33.3,.185,.486,17.6,82.5,.268
2003-01-04,@,PHO,L,93,107,97.5,112.2,95.4,.275,.231,.456,48.9,43.2,7.3,14.7,.418,11.3,33.3,.187,.487,12.6,69.2,.380
2003-01-05,,PHO,W,109,97,117.2,104.3,93.0,.366,.207,.572,58.9,65.1,4.3,8.1,.555,14.4,40.9,.220,.466,8.4,76.1,.170
2003-01-07,,SEA,W,119,98,134.4,110.7,88.6,.338,.416,.673,52.7,74.4,7.9,6.7,.669,14.5,36.1,.208,.500,10.7,68.4,.181
2003-01-10,,CLE,W,115,99,109.7,94.5,104.8,.352,.187,.547,58.7,73.8,8.6,11.1,.495,18.0,37.5,.275,.463,15.1,81.8,.313
2003-01-12,,MIA,W,106,81,117.3,89.7,90.3,.308,.205,.598,48.7,62.5,12.2,4.4,.551,12.8,22.9,.256,.433,20.1,69.8,.213
2003-01-15,@,NOH,W,90,82,104.5,95.2,86.1,.301,.157,.479,54.3,47.1,10.4,12.7,.434,9.6,34.0,.217,.446,15.3,78.6,.216
2003-01-17,@,HOU,L,104,108,107.0,111.1,88.0,.234,.245,.502,46.2,65.0,10.3,6.3,.452,7.2,23.1,.202,.506,15.5,75.6,.354
2003-01-20,,LAC,W,96,92,99.0,94.9,96.9,.300,.163,.530,54.7,70.6,8.3,9.2,.469,18.8,31.8,.263,.438,14.9,74.5,.170
2003-01-22,,GSW,L,110,114,122.5,127.0,89.8,.224,.165,.589,50.7,63.6,7.8,8.8,.571,13.0,36.8,.153,.575,11.7,66.7,.275
2003-01-24,,NJN,L,83,89,93.5,100.3,88.8,.214,.250,.451,51.7,73.5,6.8,7.6,.440,11.5,27.1,.107,.468,11.1,80.5,.190
2003-01-29,@,PHO,W,99,90,113.8,103.5,87.0,.375,.138,.531,47.2,52.6,4.6,12.7,.481,8.8,25.0,.275,.434,8.7,65.3,.217
2003-01-31,@,SAC,W,124,113,128.7,117.3,96.3,.400,.200,.620,52.6,41.9,7.3,9.9,.559,8.3,28.6,.341,.522,9.7,73.2,.198
2003-02-01,,UTA,W,99,87,114.5,100.6,86.4,.429,.114,.595,50.6,61.1,9.3,9.9,.543,13.5,25.0,.329,.408,10.8,73.2,.329
2003-02-04,@,IND,W,97,94,107.8,104.5,89.9,.287,.218,.495,50.0,68.6,7.8,16.4,.437,11.7,36.0,.241,.396,9.6,62.5,.242
2003-02-06,@,NYK,W,114,109,115.8,110.7,98.5,.380,.190,.618,56.8,54.8,9.1,9.5,.589,16.3,31.4,.266,.594,16.4,79.5,.094
2003-02-11,,DEN,W,121,93,127.0,97.6,95.3,.365,.141,.613,58.8,64.4,11.5,10.3,.553,12.4,42.1,.318,.470,18.1,73.8,.181
2003-02-12,@,DEN,W,113,102,111.8,100.9,101.1,.579,.224,.592,49.5,51.4,5.9,7.6,.520,12.0,19.0,.447,.394,8.9,70.5,.298
2003-02-14,,SAS,L,95,103,101.7,110.2,93.4,.220,.165,.476,48.9,60.0,8.6,16.2,.462,9.9,29.8,.121,.482,11.8,68.1,.277
2003-02-16,,NYK,L,110,117,116.5,123.9,94.4,.222,.278,.557,53.8,65.9,5.3,3.2,.522,11.6,32.6,.178,.596,12.5,80.0,.308
2003-02-18,,HOU,W,106,99,107.8,100.7,81.4,.215,.237,.521,42.3,63.4,6.1,11.1,.478,9.8,23.9,.183,.392,11.9,58.8,.237
2003-02-19,@,UTA,W,93,87,113.2,105.9,82.1,.311,.324,.553,49.3,50.0,9.7,11.3,.500,9.7,27.3,.257,.443,10.8,66.7,.215
2003-02-21,,POR,W,92,84,96.4,88.0,95.4,.416,.182,.505,54.5,54.5,12.6,5.7,.448,14.9,24.4,.299,.468,17.6,88.9,.156
2003-02-23,,SEA,W,106,101,116.2,110.7,91.3,.368,.230,.524,53.9,73.7,11.0,8.9,.460,9.8,43.9,.299,.446,15.5,62.5,.310
2003-02-25,,LAC,W,109,98,121.8,109.5,89.5,.278,.156,.540,52.6,70.7,11.2,10.2,.494,9.0,36.4,.222,.527,13.0,73.5,.270
2003-02-27,,DET,W,95,85,120.1,107.4,79.1,.270,.122,.574,57.5,52.8,6.3,12.5,.527,12.7,41.7,.230,.459,12.7,73.0,.230
2003-02-28,@,SEA,L,90,107,99.6,118.4,90.4,.325,.338,.492,36.7,58.1,4.4,3.2,.444,9.0,14.3,.238,.517,11.2,63.4,.182
2003-03-05,,IND,W,97,95,105.8,103.6,91.7,.302,.244,.498,47.3,56.8,10.9,11.4,.465,12.6,29.8,.198,.414,12.1,65.2,.346
2003-03-07,,MIN,W,106,96,116.2,105.2,91.3,.277,.085,.503,51.1,53.5,9.9,7.7,.473,4.5,31.4,.181,.540,15.0,78.4,.200
2003-03-09,,PHI,W,106,92,109.9,95.3,96.5,.425,.188,.558,53.8,78.9,6.2,12.5,.506,12.0,25.0,.313,.472,18.0,84.2,.333
2003-03-11,@,CHI,L,99,116,106.4,124.7,93.0,.326,.292,.486,45.8,58.3,9.7,7.7,.455,7.3,27.1,.202,.625,14.3,71.4,.200
2003-03-12,@,DET,L,88,111,97.3,122.8,90.4,.160,.210,.507,54.5,61.1,3.3,5.5,.481,18.7,32.5,.123,.567,10.0,78.4,.347
2003-03-14,@,MIN,W,106,99,116.6,108.9,90.9,.315,.124,.523,43.5,58.5,13.2,14.1,.483,4.7,27.1,.225,.489,13.4,61.4,.110
2003-03-15,@,MIL,W,98,94,106.9,102.5,91.7,.457,.186,.583,60.5,63.9,6.5,13.8,.557,18.4,31.4,.286,.543,15.0,85.4,.074
2003-03-17,@,LAC,W,102,85,115.5,96.3,88.3,.438,.164,.586,51.9,62.2,7.9,8.2,.534,12.1,25.6,.329,.449,12.8,76.2,.177
2003-03-20,@,SAC,L,99,107,102.1,110.3,97.0,.330,.231,.475,57.1,54.3,8.2,5.8,.412,14.7,40.0,.264,.494,11.1,79.1,.301
2003-03-21,,BOS,W,104,96,114.1,105.4,91.1,.372,.205,.573,61.3,78.0,6.6,10.9,.558,13.4,34.2,.218,.493,13.0,85.7,.311
2003-03-23,@,SAS,L,89,98,95.5,105.2,93.2,.314,.174,.455,47.9,36.4,5.4,12.2,.401,11.7,24.0,.233,.409,7.6,73.9,.455
2003-03-25,@,ATL,W,108,91,116.3,98.0,92.8,.298,.179,.568,48.7,62.5,12.9,5.0,.524,8.7,22.5,.238,.493,20.1,76.3,.243
2003-03-26,@,HOU,W,96,93,114.7,111.2,83.7,.324,.149,.568,41.1,47.2,10.8,6.3,.507,14.2,25.7,.284,.447,11.4,55.3,.200
2003-03-28,,WAS,W,108,94,120.3,104.7,89.7,.407,.235,.565,57.0,57.1,7.8,3.8,.506,11.2,35.1,.321,.466,8.7,76.2,.149
2003-03-30,@,SEA,L,98,119,112.4,136.4,87.2,.253,.266,.558,46.5,48.7,6.9,1.9,.538,14.6,31.6,.165,.632,12.0,63.6,.303
2003-03-31,,MEM,W,110,94,113.1,96.6,97.3,.170,.125,.581,50.0,66.0,12.3,11.6,.557,12.9,23.8,.136,.483,14.8,78.9,.128
2003-04-03,@,DAL,W,100,89,104.0,92.5,96.2,.400,.213,.531,55.6,60.0,9.4,7.6,.488,17.5,34.0,.275,.410,12.7,77.6,.180
2003-04-04,@,MEM,W,102,101,115.4,114.3,88.4,.267,.256,.507,53.4,51.3,9.1,4.5,.483,13.0,45.8,.167,.494,12.3,62.5,.229
2003-04-06,,PHO,W,115,113,108.9,107.0,95.7,.306,.235,.596,44.8,64.4,9.5,10.1,.571,17.2,24.4,.212,.444,11.3,60.0,.168
2003-04-08,,DAL,W,108,99,111.3,102.0,97.0,.337,.253,.567,54.9,66.7,10.3,2.1,.530,12.8,22.5,.241,.488,13.4,85.7,.247
2003-04-10,,SAC,W,117,104,122.7,109.1,95.4,.234,.191,.564,54.4,66.7,8.4,1.7,.527,10.4,37.8,.191,.451,15.8,76.5,.542
2003-04-13,@,POR,L,99,101,113.7,116.0,87.0,.631,.138,.596,46.4,57.6,6.9,4.5,.531,13.5,18.8,.462,.557,12.1,70.3,.165
2003-04-15,,DEN,W,126,104,119.7,98.8,105.2,.402,.310,.615,52.3,65.1,7.6,7.9,.575,17.7,33.3,.299,.456,14.9,69.6,.231
2003-04-16,@,GSW,W,117,111,121.2,115.0,96.5,.341,.209,.559,49.5,61.9,7.3,9.2,.505,7.9,32.0,.275,.506,11.3,68.1,.222
2003-10-28,,DAL,W,109,93,112.0,95.5,97.3,.225,.225,.557,50.0,71.1,7.2,10.0,.545,9.3,16.7,.135,.418,10.1,78.0,.259
2003-11-01,@,PHO,W,103,99,108.1,103.9,95.3,.481,.160,.525,57.8,64.9,6.3,8.0,.469,11.7,33.3,.333,.457,8.4,82.2,.163
2003-11-02,,GSW,W,87,72,96.8,80.1,89.8,.275,.138,.485,50.0,82.4,13.4,9.5,.450,15.1,27.3,.188,.391,17.2,70.8,.141
2003-11-04,@,MIL,W,113,107,118.0,111.7,95.8,.471,.218,.538,48.0,62.5,7.3,7.0,.506,8.7,31.4,.287,.450,10.4,65.3,.289
2003-11-06,@,SAS,W,120,117,105.9,103.2,93.8,.343,.130,.483,58.4,40.4,6.2,6.6,.449,12.0,36.7,.213,.445,9.8,83.0,.396
2003-11-07,@,NOH,L,95,114,107.1,128.5,88.7,.342,.263,.543,47.1,82.9,5.6,1.9,.500,14.6,27.0,.250,.653,14.2,71.0,.213
2003-11-10,@,MEM,L,95,105,97.5,107.8,97.4,.440,.227,.531,50.6,60.6,10.3,11.4,.487,20.4,26.2,.293,.523,12.0,74.4,.174
2003-11-12,,TOR,W,94,79,99.7,83.8,94.3,.584,.091,.486,51.6,68.8,10.6,5.9,.429,10.2,20.4,.364,.391,18.1,88.1,.362
2003-11-14,,DET,W,94,89,103.9,98.4,90.4,.382,.079,.530,53.2,50.0,12.2,7.8,.480,16.1,33.3,.276,.437,13.1,70.7,.149
2003-11-16,,MIA,W,99,77,99.2,77.2,99.8,.622,.122,.525,48.9,66.7,10.0,5.9,.446,15.3,19.5,.446,.363,16.7,74.5,.238
2003-11-18,@,DET,L,96,106,111.2,122.7,86.4,.284,.099,.527,37.0,65.8,6.9,4.6,.475,8.1,22.0,.235,.581,15.9,56.3,.270
2003-11-19,@,NYK,W,104,83,106.3,84.8,97.8,.635,.108,.549,50.0,56.3,14.3,3.1,.453,12.9,19.0,.500,.458,18.8,82.5,.071
2003-11-21,,CHI,W,101,94,106.6,99.2,94.8,.424,.106,.501,51.6,61.1,6.3,8.6,.435,9.8,31.1,.318,.457,11.5,70.8,.097
2003-11-23,,MEM,W,121,89,125.8,92.5,96.2,.395,.092,.678,55.4,71.1,10.4,3.3,.618,12.7,17.2,.355,.500,21.2,86.1,.236
2003-11-26,,WAS,W,120,99,122.4,100.9,98.1,.457,.214,.714,45.6,81.4,12.2,1.4,.664,20.7,20.8,.386,.441,16.4,59.1,.183
2003-11-28,,SAS,W,103,87,113.3,95.7,90.9,.263,.125,.577,47.8,69.0,7.7,5.6,.563,11.9,23.1,.163,.402,11.8,66.7,.256
2003-11-30,,IND,W,99,77,107.4,83.5,92.2,.373,.187,.567,46.7,69.4,8.7,10.9,.520,13.0,15.4,.280,.413,20.7,80.6,.290
2003-12-03,@,SAS,W,90,86,96.4,92.1,93.4,.372,.115,.496,46.0,45.5,13.9,17.2,.449,12.5,17.8,.256,.444,18.2,76.2,.306
2003-12-04,@,DAL,W,114,103,110.1,99.4,103.6,.465,.221,.550,56.3,65.8,5.8,6.7,.483,11.9,26.7,.360,.419,8.4,79.3,.202
2003-12-07,,UTA,W,94,92,105.2,103.0,89.3,.438,.192,.540,48.2,78.8,7.8,8.0,.486,11.2,22.5,.315,.444,12.2,71.1,.263
2003-12-09,,NYK,W,98,90,104.5,95.9,93.8,.494,.127,.510,42.2,76.5,10.7,10.6,.443,9.4,22.9,.354,.453,18.5,64.3,.153
2003-12-12,,DAL,L,93,110,97.0,114.7,95.9,.488,.213,.479,46.7,61.8,5.2,7.8,.444,12.6,26.7,.275,.462,8.7,66.7,.258
