"Date","Opp","WL","TmFGper","Tm3Pper","TmFTper","OppFGper","Opp3Pper","OppFTper","FTr","TSper","TRBper","ASTper","STLper","BLKper","OffeFGper","OffTOVper","OffORBper","OffFT_d_FGA","DefeFGper","DefTOVper","DefDRBper","DefFT_d_FGA","HomeGame","PlayOff"
"2001-11-18","SAC",TRUE,0.4,0.188,0.75,0.376,0.053,0.69,0.267,0.462,0.53,0.667,0.086,0.061,0.417,0.107,0.352,0.2,0.382,0.109,0.739,0.235,TRUE,TRUE
"2001-11-20","LAC",TRUE,0.444,0.462,0.606,0.394,0.067,0.737,0.407,0.513,0.406,0.75,0.084,0.119,0.481,0.128,0.238,0.247,0.399,0.144,0.537,0.141,FALSE,FALSE
"2001-11-21","DEN",TRUE,0.473,0.583,0.48,0.326,0.267,0.8,0.338,0.524,0.621,0.771,0.073,0.085,0.52,0.141,0.425,0.162,0.349,0.091,0.764,0.093,FALSE,FALSE
"2001-11-23","GSW",TRUE,0.532,0.25,0.88,0.362,0.231,0.633,0.325,0.602,0.448,0.488,0.11,0.099,0.545,0.162,0.353,0.286,0.378,0.137,0.509,0.202,TRUE,FALSE
"2001-11-25","DEN",TRUE,0.526,0.526,0.542,0.464,0.444,0.8,0.308,0.593,0.479,0.659,0.069,0.136,0.59,0.11,0.289,0.167,0.512,0.117,0.686,0.143,TRUE,FALSE
"2001-11-27","MIL",TRUE,0.411,0.323,0.645,0.432,0.278,0.909,0.344,0.502,0.613,0.595,0.058,0.19,0.467,0.08,0.462,0.222,0.463,0.114,0.805,0.123,TRUE,FALSE
"2001-11-30","SEA",TRUE,0.506,0.385,0.741,0.435,0.308,0.848,0.333,0.576,0.535,0.561,0.08,0.107,0.537,0.07,0.289,0.247,0.464,0.135,0.818,0.406,FALSE,TRUE
"2001-12-01","MIN",TRUE,0.422,0.348,0.857,0.367,0.333,0.875,0.233,0.514,0.468,0.658,0.123,0.123,0.467,0.083,0.178,0.2,0.383,0.176,0.735,0.078,TRUE,TRUE
"2001-12-05","DAL",TRUE,0.425,0.167,0.538,0.443,0.294,0.826,0.448,0.47,0.559,0.622,0.074,0.097,0.443,0.103,0.34,0.241,0.475,0.136,0.814,0.241,TRUE,TRUE
"2001-12-07","SAC",FALSE,0.4,0.211,0.625,0.446,0.667,0.742,0.267,0.452,0.544,0.5,0.066,0.081,0.422,0.082,0.32,0.167,0.5,0.129,0.825,0.311,FALSE,TRUE
"2001-12-11","SEA",FALSE,0.44,0.2,0.429,0.466,0.556,0.63,0.231,0.464,0.506,0.6,0.079,0.114,0.462,0.091,0.405,0.099,0.494,0.107,0.6,0.193,TRUE,TRUE
"2001-12-14","LAC",TRUE,0.489,0.222,0.786,0.358,0.143,0.606,0.318,0.548,0.567,0.558,0.101,0.09,0.5,0.091,0.261,0.25,0.37,0.136,0.843,0.247,TRUE,FALSE
"2001-12-16","GSW",TRUE,0.475,0.188,0.688,0.429,0.111,0.581,0.4,0.537,0.506,0.658,0.085,0.074,0.494,0.096,0.237,0.275,0.435,0.173,0.733,0.234,TRUE,FALSE
"2001-12-20","HOU",TRUE,0.438,0.6,0.739,0.432,0.381,0.63,0.258,0.54,0.558,0.564,0.033,0.134,0.506,0.108,0.383,0.191,0.477,0.057,0.729,0.193,FALSE,FALSE
"2001-12-21","MEM",FALSE,0.479,0.238,0.722,0.5,0.267,0.788,0.191,0.53,0.6,0.711,0.022,0.087,0.505,0.128,0.452,0.138,0.524,0.039,0.763,0.31,FALSE,FALSE
"2001-12-25","PHI",TRUE,0.4,0.32,0.667,0.376,0.375,0.714,0.212,0.474,0.48,0.588,0.076,0.039,0.447,0.097,0.191,0.141,0.394,0.137,0.727,0.176,TRUE,TRUE
"2001-12-26","GSW",FALSE,0.411,0.208,0.786,0.439,0.333,0.75,0.156,0.468,0.387,0.486,0.061,0.105,0.439,0.135,0.196,0.122,0.451,0.177,0.619,0.329,FALSE,FALSE
"2001-12-28","TOR",FALSE,0.384,0.389,0.565,0.378,0.3,0.828,0.267,0.447,0.52,0.606,0.045,0.097,0.424,0.135,0.327,0.151,0.396,0.078,0.714,0.293,TRUE,TRUE
"2001-12-30","HOU",TRUE,0.505,0.545,0.769,0.414,0.4,0.743,0.143,0.589,0.486,0.674,0.035,0.109,0.571,0.03,0.263,0.11,0.457,0.114,0.722,0.371,TRUE,FALSE
"2002-01-02","DEN",TRUE,0.39,0.462,0.81,0.427,0.444,0.7,0.256,0.477,0.53,0.656,0.114,0.14,0.427,0.125,0.311,0.207,0.48,0.16,0.789,0.187,FALSE,FALSE
"2002-01-04","PHO",TRUE,0.5,0.333,0.81,0.374,0.143,0.769,0.223,0.571,0.515,0.66,0.073,0.047,0.537,0.088,0.319,0.181,0.384,0.103,0.692,0.101,TRUE,FALSE
"2002-01-06","TOR",TRUE,0.532,0.333,0.724,0.453,0.462,1,0.367,0.594,0.532,0.452,0.132,0.041,0.557,0.124,0.324,0.266,0.488,0.169,0.714,0.058,FALSE,TRUE
"2002-01-08","DET",TRUE,0.517,0.6,0.8,0.417,0.333,0.862,0.281,0.605,0.579,0.587,0.08,0.059,0.567,0.057,0.361,0.225,0.465,0.133,0.775,0.347,FALSE,TRUE
"2002-01-09","IND",TRUE,0.488,0.429,0.576,0.354,0.357,0.68,0.384,0.542,0.477,0.643,0.103,0.122,0.523,0.099,0.234,0.221,0.38,0.101,0.656,0.177,FALSE,TRUE
"2002-01-11","MIN",FALSE,0.398,0.429,0.633,0.532,0.444,0.938,0.323,0.48,0.42,0.703,0.093,0.051,0.446,0.053,0.204,0.204,0.584,0.125,0.765,0.39,FALSE,TRUE
"2002-01-12","CHI",FALSE,0.41,0.44,0.625,0.392,0.167,0.744,0.482,0.517,0.515,0.824,0.12,0.077,0.476,0.145,0.381,0.301,0.397,0.123,0.614,0.299,FALSE,FALSE
"2002-01-14","MEM",TRUE,0.495,0.455,0.824,0.397,0.1,0.783,0.175,0.574,0.484,0.667,0.148,0.118,0.546,0.071,0.319,0.144,0.404,0.221,0.652,0.231,TRUE,FALSE
"2002-01-16","MIA",FALSE,0.402,0.423,0.786,0.506,0.333,0.818,0.152,0.489,0.519,0.595,0.06,0.09,0.462,0.092,0.386,0.12,0.532,0.083,0.676,0.228,TRUE,FALSE
"2002-01-19","SAS",TRUE,0.466,0.333,0.75,0.415,0.067,0.8,0.136,0.525,0.524,0.366,0.104,0.09,0.506,0.079,0.31,0.102,0.421,0.119,0.75,0.146,FALSE,TRUE
"2002-01-22","DEN",FALSE,0.451,0.136,0.667,0.565,0.588,0.613,0.256,0.499,0.487,0.622,0.12,0.077,0.47,0.149,0.304,0.171,0.638,0.171,0.767,0.275,TRUE,FALSE
"2002-01-23","LAC",FALSE,0.4,0.467,0.613,0.439,0.375,0.773,0.388,0.481,0.5,0.656,0.034,0.091,0.444,0.088,0.261,0.238,0.476,0.107,0.739,0.207,FALSE,FALSE
"2002-01-25","SAS",TRUE,0.443,0.182,0.846,0.459,0.3,0.769,0.329,0.52,0.524,0.486,0.078,0.053,0.456,0.117,0.256,0.278,0.476,0.125,0.756,0.118,TRUE,TRUE
"2002-01-27","PHI",FALSE,0.424,0.176,0.667,0.415,0.143,0.828,0.212,0.468,0.438,0.556,0.045,0.08,0.441,0.088,0.2,0.141,0.421,0.087,0.696,0.293,FALSE,TRUE
"2002-01-29","ATL",TRUE,0.575,0.412,0.833,0.418,0.571,0.583,0.276,0.651,0.591,0.52,0.103,0.066,0.615,0.156,0.459,0.23,0.439,0.127,0.679,0.071,FALSE,FALSE
"2002-01-30","ORL",TRUE,0.466,0.353,0.639,0.405,0.355,0.824,0.409,0.534,0.567,0.561,0.042,0.057,0.5,0.08,0.333,0.261,0.47,0.149,0.833,0.167,FALSE,TRUE
"2002-02-01","MEM",TRUE,0.547,0.55,0.778,0.507,0,0.733,0.12,0.633,0.552,0.683,0.112,0.075,0.62,0.141,0.313,0.093,0.507,0.121,0.771,0.151,FALSE,FALSE
"2002-02-03","DAL",TRUE,0.398,0.286,0.808,0.376,0.143,0.788,0.28,0.484,0.543,0.676,0.043,0.053,0.43,0.079,0.304,0.226,0.4,0.057,0.816,0.306,FALSE,TRUE
"2002-02-06","CHI",FALSE,0.434,0.176,0.769,0.459,0.167,0.871,0.342,0.509,0.449,0.515,0.1,0.048,0.454,0.186,0.317,0.263,0.473,0.178,0.595,0.365,TRUE,FALSE
"2002-02-12","WAS",TRUE,0.483,0.455,0.5,0.429,0.313,0.852,0.157,0.541,0.543,0.674,0.047,0.049,0.539,0.069,0.341,0.079,0.461,0.092,0.784,0.299,TRUE,FALSE
"2002-02-14","SEA",TRUE,0.447,0.533,0.667,0.43,0.25,0.737,0.141,0.51,0.452,0.658,0.082,0.051,0.494,0.1,0.277,0.094,0.462,0.138,0.676,0.177,FALSE,TRUE
"2002-02-15","ATL",FALSE,0.419,0.333,0.618,0.43,0.143,0.92,0.459,0.506,0.519,0.613,0.078,0.138,0.466,0.119,0.238,0.284,0.443,0.1,0.821,0.291,TRUE,FALSE
"2002-02-17","POR",FALSE,0.459,0.435,0.773,0.494,0.429,0.742,0.259,0.554,0.45,0.615,0.077,0.058,0.518,0.087,0.268,0.2,0.53,0.119,0.641,0.277,FALSE,TRUE
"2002-02-19","BOS",FALSE,0.525,0.45,0.789,0.449,0.478,0.757,0.238,0.611,0.568,0.738,0.103,0.036,0.581,0.192,0.257,0.188,0.519,0.113,0.804,0.359,TRUE,TRUE
"2002-02-21","CLE",TRUE,0.5,0.25,0.682,0.462,0.571,0.75,0.256,0.543,0.37,0.465,0.078,0.056,0.517,0.05,0.182,0.174,0.487,0.15,0.595,0.269,FALSE,FALSE
"2002-02-22","CHH",TRUE,0.468,0.313,0.655,0.44,0.308,0.696,0.377,0.535,0.448,0.528,0.1,0.014,0.5,0.135,0.244,0.247,0.464,0.105,0.667,0.19,FALSE,TRUE
"2002-02-24","NYK",TRUE,0.483,0.474,0.737,0.435,0.238,0.667,0.218,0.561,0.533,0.5,0.126,0.047,0.534,0.103,0.395,0.161,0.465,0.131,0.66,0.141,FALSE,FALSE
"2002-02-26","MIL",TRUE,0.45,0.474,0.692,0.47,0.286,0.767,0.325,0.541,0.453,0.611,0.071,0.038,0.506,0.052,0.19,0.225,0.5,0.141,0.788,0.348,FALSE,FALSE
"2002-02-27","MIN",FALSE,0.458,0.5,0.714,0.477,0.5,0.85,0.253,0.547,0.469,0.763,0.056,0.076,0.518,0.089,0.231,0.181,0.54,0.085,0.69,0.193,FALSE,TRUE
"2002-03-01","IND",TRUE,0.493,0.333,0.69,0.33,0.111,0.774,0.397,0.56,0.457,0.694,0.097,0.171,0.521,0.189,0.026,0.274,0.341,0.143,0.774,0.273,TRUE,TRUE
"2002-03-03","HOU",TRUE,0.44,0.25,0.55,0.333,0.35,0.846,0.22,0.476,0.598,0.525,0.102,0.073,0.462,0.123,0.451,0.121,0.38,0.148,0.761,0.293,TRUE,FALSE
"2002-03-05","NJN",TRUE,0.479,0.533,0.581,0.352,0.25,0.815,0.606,0.562,0.521,0.618,0.044,0.075,0.535,0.135,0.275,0.352,0.385,0.08,0.696,0.242,TRUE,TRUE
"2002-03-06","UTA",FALSE,0.427,0.222,0.64,0.426,0.333,0.889,0.333,0.488,0.579,0.531,0.078,0.113,0.453,0.204,0.41,0.213,0.441,0.177,0.757,0.471,FALSE,TRUE
"2002-03-10","NYK",TRUE,0.529,0.333,0.667,0.473,0.538,0.839,0.31,0.592,0.547,0.5,0.068,0.148,0.569,0.066,0.333,0.207,0.52,0.093,0.778,0.351,TRUE,FALSE
"2002-03-12","CHH",TRUE,0.457,0.364,0.76,0.351,0.214,0.688,0.272,0.519,0.578,0.571,0.143,0.133,0.478,0.08,0.356,0.207,0.372,0.198,0.8,0.149,TRUE,TRUE
"2002-03-14","GSW",TRUE,0.44,0.308,0.667,0.409,0.357,0.758,0.571,0.523,0.534,0.541,0.097,0.108,0.464,0.139,0.314,0.381,0.438,0.12,0.75,0.284,FALSE,FALSE
"2002-03-15","LAC",TRUE,0.449,0.556,0.676,0.375,0.438,0.95,0.436,0.527,0.429,0.6,0.138,0.069,0.481,0.079,0.283,0.295,0.415,0.142,0.578,0.216,TRUE,FALSE
"2002-03-17","DAL",TRUE,0.488,0.348,0.682,0.435,0.375,0.875,0.262,0.56,0.506,0.732,0.054,0.111,0.536,0.079,0.163,0.179,0.524,0.089,0.841,0.165,TRUE,TRUE
"2002-03-19","DAL",FALSE,0.439,0.25,0.719,0.409,0.417,0.865,0.39,0.51,0.446,0.5,0.054,0.016,0.457,0.094,0.229,0.28,0.466,0.088,0.642,0.364,FALSE,TRUE
"2002-03-20","SAS",FALSE,0.403,0.333,0.71,0.482,0.222,0.703,0.403,0.496,0.476,0.516,0.1,0.122,0.442,0.181,0.22,0.286,0.494,0.131,0.732,0.313,FALSE,TRUE
"2002-03-22","DET",TRUE,0.487,0.19,0.667,0.377,0.368,0.676,0.269,0.539,0.566,0.658,0.127,0.04,0.513,0.186,0.282,0.179,0.428,0.192,0.818,0.333,TRUE,TRUE
"2002-03-24","SAC",TRUE,0.506,0.313,0.667,0.402,0.421,0.75,0.185,0.554,0.429,0.634,0.103,0.029,0.537,0.17,0.179,0.123,0.448,0.17,0.644,0.207,FALSE,TRUE
"2002-03-26","CLE",TRUE,0.551,0.346,0.743,0.524,0.467,0.821,0.449,0.648,0.535,0.628,0.021,0.06,0.609,0.13,0.297,0.333,0.567,0.069,0.794,0.28,TRUE,FALSE
"2002-03-27","PHO",FALSE,0.458,0.375,0.649,0.538,0.364,0.857,0.446,0.534,0.487,0.553,0.044,0.06,0.494,0.108,0.37,0.289,0.564,0.105,0.656,0.385,FALSE,FALSE
"2002-03-29","POR",TRUE,0.42,0.222,0.75,0.326,0.24,0.684,0.346,0.488,0.539,0.647,0.055,0.104,0.432,0.114,0.283,0.259,0.359,0.074,0.75,0.141,TRUE,TRUE
"2002-03-31","SAS",TRUE,0.425,0.333,0.857,0.444,0.278,0.857,0.35,0.52,0.518,0.529,0.066,0.159,0.45,0.123,0.295,0.3,0.475,0.134,0.769,0.222,TRUE,TRUE
"2002-04-02","WAS",TRUE,0.512,0.556,0.826,0.451,0.25,0.727,0.28,0.613,0.563,0.667,0.075,0.057,0.573,0.132,0.297,0.232,0.47,0.124,0.791,0.195,FALSE,FALSE
"2002-04-03","NJN",FALSE,0.419,0.36,0.733,0.5,0.25,0.385,0.174,0.497,0.435,0.389,0.084,0.068,0.471,0.097,0.333,0.128,0.517,0.107,0.568,0.058,FALSE,TRUE
"2002-04-05","BOS",FALSE,0.341,0.158,0.88,0.455,0.4,0.529,0.305,0.435,0.456,0.393,0.084,0.111,0.36,0.123,0.178,0.268,0.511,0.128,0.733,0.102,FALSE,TRUE
"2002-04-07","MIA",TRUE,0.493,0.308,0.667,0.416,0.25,0.714,0.36,0.552,0.494,0.622,0.035,0.11,0.52,0.084,0.231,0.24,0.438,0.069,0.708,0.112,FALSE,FALSE
"2002-04-09","UTA",TRUE,0.553,0.385,0.885,0.321,0.333,0.763,0.342,0.64,0.553,0.69,0.088,0.159,0.586,0.138,0.233,0.303,0.34,0.121,0.727,0.372,TRUE,TRUE
"2002-04-11","MIN",TRUE,0.455,0.25,0.846,0.333,0.333,0.667,0.338,0.543,0.484,0.429,0.056,0.045,0.481,0.092,0.179,0.286,0.364,0.11,0.704,0.296,TRUE,TRUE
"2002-04-14","POR",FALSE,0.448,0.478,0.775,0.48,0.357,0.727,0.46,0.574,0.484,0.692,0.063,0.029,0.511,0.154,0.186,0.356,0.531,0.096,0.74,0.245,FALSE,TRUE
"2002-04-15","SEA",TRUE,0.513,0.357,0.8,0.488,0.364,0.696,0.375,0.595,0.539,0.61,0.064,0.027,0.544,0.097,0.25,0.3,0.512,0.094,0.8,0.186,TRUE,TRUE
"2002-04-17","SAC",TRUE,0.436,0.333,0.813,0.452,0.278,0.737,0.158,0.504,0.515,0.5,0.122,0.03,0.475,0.077,0.288,0.129,0.482,0.155,0.778,0.167,TRUE,TRUE
"2002-10-29","SAS",FALSE,0.318,0.308,0.8,0.366,0.3,0.696,0.353,0.418,0.48,0.593,0.103,0.082,0.341,0.155,0.293,0.282,0.387,0.18,0.738,0.451,TRUE,TRUE
"2002-10-30","POR",FALSE,0.412,0.286,0.824,0.459,0.5,0.667,0.2,0.487,0.471,0.686,0.088,0.078,0.447,0.17,0.357,0.165,0.482,0.125,0.578,0.235,FALSE,TRUE
"2002-11-01","LAC",TRUE,0.459,0.35,0.885,0.437,0.455,0.788,0.306,0.56,0.519,0.692,0.11,0.1,0.5,0.102,0.302,0.271,0.472,0.158,0.763,0.366,FALSE,FALSE
"2002-11-03","POR",TRUE,0.424,0.292,0.731,0.455,0.364,0.84,0.306,0.508,0.55,0.667,0.109,0.045,0.465,0.135,0.4,0.224,0.481,0.17,0.743,0.273,TRUE,TRUE
"2002-11-05","CLE",FALSE,0.318,0.2,0.833,0.444,0.333,0.6,0.136,0.375,0.49,0.786,0.097,0.04,0.341,0.154,0.283,0.114,0.457,0.14,0.744,0.185,FALSE,FALSE
"2002-11-07","BOS",FALSE,0.389,0.136,0.947,0.43,0.406,0.611,0.2,0.46,0.489,0.514,0.111,0.167,0.405,0.119,0.265,0.189,0.506,0.161,0.756,0.128,FALSE,TRUE
"2002-11-08","WAS",FALSE,0.456,0.333,0.955,0.456,0,0.778,0.278,0.558,0.474,0.556,0.034,0.053,0.494,0.101,0.231,0.266,0.456,0.078,0.718,0.354,FALSE,FALSE
"2002-11-12","ATL",FALSE,0.34,0.316,0.765,0.432,0.294,0.867,0.181,0.409,0.461,0.719,0.125,0.14,0.372,0.073,0.302,0.138,0.466,0.138,0.718,0.351,TRUE,FALSE
"2002-11-15","GSW",TRUE,0.406,0.273,0.682,0.366,0.188,0.545,0.229,0.454,0.454,0.564,0.089,0.117,0.422,0.094,0.235,0.156,0.382,0.137,0.649,0.194,TRUE,FALSE
"2002-11-17","HOU",FALSE,0.425,0.231,0.706,0.436,0.273,0.815,0.195,0.471,0.5,0.514,0.055,0.09,0.443,0.104,0.292,0.138,0.455,0.143,0.75,0.282,TRUE,FALSE
"2002-11-19","DAL",FALSE,0.308,0.235,0.667,0.402,0.357,0.864,0.198,0.364,0.443,0.643,0.069,0.064,0.33,0.154,0.183,0.132,0.429,0.121,0.727,0.207,FALSE,TRUE
"2002-11-20","SAS",FALSE,0.408,0.4,0.759,0.43,0.545,0.682,0.382,0.496,0.432,0.452,0.102,0.053,0.434,0.128,0.214,0.289,0.506,0.145,0.667,0.19,FALSE,TRUE
"2002-11-22","CHI",TRUE,0.415,0.25,0.6,0.348,0.167,0.667,0.305,0.462,0.552,0.706,0.143,0.108,0.433,0.198,0.341,0.183,0.354,0.173,0.731,0.112,TRUE,FALSE
"2002-11-24","MIL",TRUE,0.506,0.357,0.643,0.424,0.4,0.656,0.322,0.559,0.546,0.773,0.086,0.043,0.534,0.108,0.37,0.207,0.459,0.1,0.706,0.247,TRUE,TRUE
"2002-11-26","MIA",FALSE,0.493,0.2,0.64,0.463,0.364,0.765,0.373,0.545,0.542,0.455,0.069,0.067,0.515,0.204,0.267,0.239,0.512,0.109,0.738,0.159,FALSE,FALSE
"2002-11-27","ORL",FALSE,0.488,0.385,0.654,0.457,0.526,0.8,0.317,0.546,0.488,0.575,0.054,0.113,0.518,0.13,0.268,0.207,0.519,0.094,0.698,0.346,FALSE,TRUE
"2002-11-29","MEM",TRUE,0.464,0.556,0.739,0.449,0.304,0.826,0.237,0.523,0.547,0.444,0.143,0.045,0.49,0.137,0.347,0.175,0.489,0.168,0.761,0.213,FALSE,FALSE
"2002-12-01","MIN",FALSE,0.463,0.2,0.696,0.506,0.75,0.727,0.242,0.509,0.535,0.682,0.042,0.042,0.479,0.071,0.289,0.168,0.544,0.097,0.805,0.304,TRUE,TRUE
"2002-12-03","MEM",TRUE,0.506,0.667,0.55,0.374,0.368,0.8,0.253,0.575,0.534,0.775,0.053,0.222,0.57,0.178,0.27,0.139,0.412,0.099,0.725,0.176,TRUE,FALSE
"2002-12-04","UTA",FALSE,0.357,0.429,0.8,0.5,0.4,0.744,0.238,0.458,0.459,0.533,0.092,0.053,0.411,0.139,0.294,0.19,0.516,0.177,0.706,0.468,FALSE,TRUE
"2002-12-06","DAL",TRUE,0.514,0.368,0.647,0.413,0.6,0.917,0.459,0.59,0.617,0.737,0.043,0.073,0.561,0.168,0.289,0.297,0.506,0.072,0.907,0.275,TRUE,TRUE
"2002-12-08","UTA",TRUE,0.506,0.333,0.719,0.429,0.7,0.933,0.395,0.578,0.55,0.585,0.122,0.06,0.537,0.167,0.289,0.284,0.474,0.159,0.786,0.364,TRUE,TRUE
"2002-12-10","GSW",FALSE,0.452,0.286,0.769,0.494,0.615,0.762,0.534,0.566,0.5,0.697,0.102,0.071,0.493,0.117,0.325,0.411,0.542,0.124,0.675,0.193,FALSE,FALSE
"2002-12-13","NOH",FALSE,0.436,0.2,0.545,0.47,0.222,0.762,0.282,0.468,0.468,0.588,0.012,0.062,0.449,0.146,0.268,0.154,0.494,0.071,0.684,0.193,TRUE,TRUE
"2002-12-15","ORL",TRUE,0.463,0.467,0.867,0.345,0.353,0.75,0.375,0.574,0.591,0.73,0.073,0.143,0.506,0.169,0.306,0.325,0.379,0.11,0.788,0.207,TRUE,TRUE
"2002-12-17","MIN",FALSE,0.392,0.286,0.632,0.513,0.385,0.643,0.241,0.458,0.477,0.742,0.035,0.015,0.43,0.103,0.224,0.152,0.544,0.113,0.795,0.113,FALSE,TRUE
"2002-12-19","NJN",FALSE,0.302,0.231,0.714,0.455,0.25,0.8,0.146,0.347,0.491,0.448,0.075,0.088,0.318,0.121,0.328,0.104,0.466,0.118,0.702,0.182,FALSE,TRUE
"2002-12-20","PHI",FALSE,0.444,0.364,0.625,0.433,0.273,0.667,0.356,0.5,0.51,0.675,0.087,0.081,0.467,0.161,0.346,0.222,0.448,0.106,0.68,0.206,FALSE,TRUE
"2002-12-22","TOR",TRUE,0.532,0.357,0.564,0.452,0.5,0.697,0.506,0.579,0.471,0.634,0.063,0.059,0.565,0.129,0.263,0.286,0.5,0.124,0.638,0.274,FALSE,FALSE
"2002-12-25","SAC",FALSE,0.367,0.316,0.711,0.463,0.364,0.714,0.422,0.464,0.592,0.636,0.092,0.085,0.4,0.137,0.407,0.3,0.488,0.101,0.796,0.305,TRUE,TRUE
"2002-12-28","DEN",TRUE,0.584,0.636,0.938,0.456,0.25,0.818,0.208,0.666,0.627,0.8,0.055,0.045,0.63,0.176,0.292,0.195,0.475,0.101,0.814,0.228,FALSE,FALSE
"2002-12-29","TOR",TRUE,0.531,0.214,0.75,0.451,0.455,0.633,0.247,0.579,0.603,0.651,0.097,0.117,0.549,0.159,0.333,0.185,0.486,0.176,0.825,0.268,TRUE,FALSE
"2003-01-04","PHO",FALSE,0.407,0.095,0.68,0.468,0.273,0.714,0.275,0.456,0.489,0.432,0.073,0.147,0.418,0.113,0.333,0.187,0.487,0.126,0.692,0.38,FALSE,TRUE
"2003-01-05","PHO",TRUE,0.524,0.294,0.6,0.432,0.429,0.682,0.366,0.572,0.589,0.651,0.043,0.081,0.555,0.144,0.409,0.22,0.466,0.084,0.761,0.17,TRUE,TRUE
"2003-01-07","SEA",TRUE,0.558,0.531,0.615,0.482,0.375,0.714,0.338,0.673,0.527,0.744,0.079,0.067,0.669,0.145,0.361,0.208,0.5,0.107,0.684,0.181,TRUE,FALSE
"2003-01-10","CLE",TRUE,0.462,0.353,0.781,0.45,0.25,0.714,0.352,0.547,0.587,0.738,0.086,0.111,0.495,0.18,0.375,0.275,0.463,0.151,0.818,0.313,TRUE,FALSE
"2003-01-12","MIA",TRUE,0.513,0.375,0.833,0.413,0.429,0.842,0.308,0.598,0.487,0.625,0.122,0.044,0.551,0.128,0.229,0.256,0.433,0.201,0.698,0.213,TRUE,FALSE
"2003-01-15","NOH",TRUE,0.41,0.308,0.72,0.392,0.421,0.762,0.301,0.479,0.543,0.471,0.104,0.127,0.434,0.096,0.34,0.217,0.446,0.153,0.786,0.216,FALSE,TRUE
"2003-01-17","HOU",FALSE,0.426,0.217,0.864,0.443,0.667,0.903,0.234,0.502,0.462,0.65,0.103,0.063,0.452,0.072,0.231,0.202,0.506,0.155,0.756,0.354,FALSE,FALSE
"2003-01-20","LAC",TRUE,0.425,0.538,0.875,0.398,0.583,0.714,0.3,0.53,0.547,0.706,0.083,0.092,0.469,0.188,0.318,0.263,0.438,0.149,0.745,0.17,TRUE,FALSE
"2003-01-22","GSW",FALSE,0.518,0.643,0.684,0.55,0.333,0.88,0.224,0.589,0.507,0.636,0.078,0.088,0.571,0.13,0.368,0.153,0.575,0.117,0.667,0.275,TRUE,FALSE
"2003-01-24","NJN",FALSE,0.405,0.286,0.5,0.443,0.308,0.75,0.214,0.451,0.517,0.735,0.068,0.076,0.44,0.115,0.271,0.107,0.468,0.111,0.805,0.19,TRUE,TRUE
"2003-01-29","PHO",TRUE,0.475,0.091,0.733,0.41,0.333,0.692,0.375,0.531,0.472,0.526,0.046,0.127,0.481,0.088,0.25,0.275,0.434,0.087,0.653,0.217,FALSE,TRUE
"2003-01-31","SAC",TRUE,0.506,0.529,0.853,0.462,0.55,0.72,0.4,0.62,0.526,0.419,0.073,0.099,0.559,0.083,0.286,0.341,0.522,0.097,0.732,0.198,FALSE,TRUE
"2003-02-01","UTA",TRUE,0.514,0.5,0.767,0.395,0.4,0.758,0.429,0.595,0.506,0.611,0.093,0.099,0.543,0.135,0.25,0.329,0.408,0.108,0.732,0.329,TRUE,TRUE
"2003-02-04","IND",TRUE,0.402,0.316,0.84,0.352,0.333,0.759,0.287,0.495,0.5,0.686,0.078,0.164,0.437,0.117,0.36,0.241,0.396,0.096,0.625,0.242,FALSE,TRUE
"2003-02-06","NYK",TRUE,0.532,0.6,0.7,0.518,0.591,0.5,0.38,0.618,0.568,0.548,0.091,0.095,0.589,0.163,0.314,0.266,0.594,0.164,0.795,0.094,FALSE,FALSE
"2003-02-11","DEN",TRUE,0.529,0.333,0.871,0.458,0.4,0.882,0.365,0.613,0.588,0.644,0.115,0.103,0.553,0.124,0.421,0.318,0.47,0.181,0.738,0.181,TRUE,FALSE
"2003-02-12","DEN",TRUE,0.487,0.294,0.773,0.372,0.267,0.651,0.579,0.592,0.495,0.514,0.059,0.076,0.52,0.12,0.19,0.447,0.394,0.089,0.705,0.298,FALSE,FALSE
"2003-02-14","SAS",FALSE,0.44,0.267,0.55,0.434,0.533,0.697,0.22,0.476,0.489,0.6,0.086,0.162,0.462,0.099,0.298,0.121,0.482,0.118,0.681,0.277,TRUE,TRUE
"2003-02-16","NYK",FALSE,0.456,0.48,0.8,0.538,0.563,0.828,0.222,0.557,0.538,0.659,0.053,0.032,0.522,0.116,0.326,0.178,0.596,0.125,0.8,0.308,TRUE,FALSE
"2003-02-18","HOU",TRUE,0.441,0.318,0.85,0.371,0.25,0.719,0.215,0.521,0.423,0.634,0.061,0.111,0.478,0.098,0.239,0.183,0.392,0.119,0.588,0.237,TRUE,FALSE
"2003-02-19","UTA",TRUE,0.432,0.417,0.826,0.43,0.25,0.654,0.311,0.553,0.493,0.5,0.097,0.113,0.5,0.097,0.273,0.257,0.443,0.108,0.667,0.215,FALSE,TRUE
"2003-02-21","POR",TRUE,0.429,0.214,0.719,0.429,0.25,0.706,0.416,0.505,0.545,0.545,0.126,0.057,0.448,0.149,0.244,0.299,0.468,0.176,0.889,0.156,TRUE,TRUE
"2003-02-23","SEA",TRUE,0.437,0.2,0.813,0.405,0.25,0.813,0.368,0.524,0.539,0.737,0.11,0.089,0.46,0.098,0.439,0.299,0.446,0.155,0.625,0.31,TRUE,FALSE
