Date,Opp
1995-11-03,CHH
1995-11-04,BOS
1995-11-07,TOR
1995-11-09,CLE
1995-11-11,POR
1995-11-14,ORL
1995-11-15,CLE
1995-11-17,NJN
1995-11-21,DAL
1995-11-22,SAS
1995-11-24,UTA
1995-11-26,SEA
1995-11-27,POR
1995-11-30,VAN
1995-12-02,LAC
1995-12-06,NYK
1995-12-08,SAS
1995-12-09,MIL
1995-12-13,ORL
1995-12-14,ATL
1995-12-16,LAL
1995-12-18,BOS
1995-12-19,DAL
1995-12-22,TOR
1995-12-23,UTA
1995-12-26,IND
1995-12-29,IND
1995-12-30,ATL
1996-01-03,HOU
1996-01-04,CHH
1996-01-06,MIL
1996-01-10,SEA
1996-01-13,PHI
1996-01-15,WSB
1996-01-16,PHI
1996-01-18,TOR
1996-01-21,DET
1996-01-23,NYK
1996-01-24,VAN
1996-01-26,MIA
1996-01-28,PHO
1996-01-30,HOU
1996-02-01,SAC
1996-02-02,LAL
1996-02-04,DEN
1996-02-06,PHO
1996-02-07,GSW
1996-02-13,WSB
1996-02-15,DET
1996-02-16,MIN
1996-02-18,IND
1996-02-20,CLE
1996-02-22,ATL
1996-02-23,MIA
1996-02-25,ORL
1996-02-27,MIN
1996-03-01,GSW
1996-03-02,BOS
1996-03-05,MIL
1996-03-07,DET
1996-03-10,NYK
1996-03-13,WSB
1996-03-15,DEN
1996-03-16,NJN
1996-03-18,PHI
1996-03-19,SAC
1996-03-21,NYK
1996-03-24,TOR
1996-03-28,ATL
1996-03-30,LAC
1996-04-02,MIA
1996-04-04,MIA
1996-04-05,CHH
1996-04-07,ORL
1996-04-08,CHH
1996-04-11,NJN
1996-04-12,PHI
1996-04-14,CLE
1996-04-16,MIL
1996-04-18,DET
1996-04-20,IND
1996-04-21,WSB
