Player,WS48
Michael Jordan,.317
Scottie Pippen,.209
Toni Kukoč,.231
Dennis Rodman,.143
Steve Kerr,.208
Ron Harper,.161
Luc Longley,.101
Bill Wennington,.125
Jud Buechler,.148
Dickey Simpkins,.084
Randy Brown,.105
Jason Caffey,.038
James Edwards,-0.028
John Salley,.062
Jack Haley,-0.228
