Date,Opp
1999-11-03,NYK
1999-11-05,MIA
1999-11-06,ATL
1999-11-09,PHO
1999-11-12,PHI
1999-11-13,BOS
1999-11-16,GSW
1999-11-17,PHO
1999-11-19,LAL
1999-11-20,DEN
1999-11-24,MIL
1999-11-26,SAS
1999-11-27,DAL
1999-12-02,DAL
1999-12-04,MIL
1999-12-08,CLE
1999-12-10,NJN
1999-12-11,ORL
1999-12-15,IND
1999-12-17,PHI
1999-12-18,ORL
1999-12-20,SEA
1999-12-22,MIN
1999-12-26,NJN
1999-12-27,IND
1999-12-29,DET
1999-12-30,MIN
2000-01-03,POR
2000-01-05,WAS
2000-01-07,WAS
2000-01-08,BOS
2000-01-11,NYK
2000-01-14,ATL
2000-01-15,HOU
2000-01-18,MIA
2000-01-19,CHH
2000-01-22,DET
2000-01-24,IND
2000-01-25,ATL
2000-01-28,SAC
2000-01-29,TOR
2000-02-01,POR
2000-02-02,SEA
2000-02-04,VAN
2000-02-06,LAC
2000-02-08,SAC
2000-02-09,UTA
2000-02-15,LAL
2000-02-17,MIA
2000-02-19,LAC
2000-02-22,VAN
2000-02-24,IND
2000-02-25,SAS
2000-02-27,DET
2000-02-29,TOR
2000-03-02,CLE
2000-03-04,PHI
2000-03-05,CHH
2000-03-07,ATL
2000-03-08,ORL
2000-03-10,BOS
2000-03-13,UTA
2000-03-15,CHH
2000-03-17,GSW
2000-03-18,WAS
2000-03-20,ORL
2000-03-22,NYK
2000-03-24,DEN
2000-03-26,HOU
2000-03-29,CLE
2000-03-30,MIA
2000-04-01,CHH
2000-04-02,CLE
2000-04-04,MIL
2000-04-06,MIL
2000-04-08,TOR
2000-04-11,NJN
2000-04-13,WAS
2000-04-14,BOS
2000-04-16,TOR
2000-04-18,PHI
2000-04-19,DET
