Player,WS48
Michael Jordan,.308
Charles Oakley,.114
Dave Corzine,.101
Brad Sellers,.071
John Paxson,.106
Horace Grant,.111
Scottie Pippen,.066
Rory Sparrow,.035
Sam Vincent,.115
Sedale Threatt,.094
Mike Brown,.058
Artis Gilmore,.013
Granville Waiters,-0.021
Elston Turner,-0.117
Tony White,.012
