Player,WS48
Kirk Hinrich,.124
Tyson Chandler,.183
Chris Duhon,.090
Ben Gordon,.084
Andrés Nocioni,.062
Antonio Davis,.101
Eddy Curry,.115
Luol Deng,.086
Othella Harrington,.135
Eric Piatkowski,.129
Adrian Griffin,.095
Jannero Pargo,.023
Jared Reiner,-0.013
Frank Williams,-0.102
Lawrence Funderburke,.161
